"","stationcode","DS_Tim","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","DS_Dur_WS","DS_Mag_50","DS_Mag_90","Q99","FA_Dur","FA_Mag","FA_Tim"
"199","SMC00957",27,0,68.8872,-0.0676,0,60,-0.0947,-0.0858,-38,42.5,-0.0601,-0.0066,42.0008,NA,NA,NA
"200","SMC00958",-24,-51.5,31.4259,0,41,79.5,0,-0.8027,-45,-51.5,0.001,0.10855,38.02445,NA,NA,NA
"201","SMC01040",-1,-1,-0.1957,0,0,-3,-0.0168,-0.0223,-1,0,-0.0037,-0.0241,0.0072,-0.5,-0.21125,-1
"202","SMC01046",-5,-8.5,14.0147,0,8.5,12,2.2205,0.7845,-27,-26,-0.0611,0.5688,31.3286,-1,0.5915,-4
"203","SMC01096",-1,-1,-0.1818,0,0,0,0.0026,0.2542,-1,-2,-0.02465,-0.05075,0.0089,0,5.7549,-1
"204","SMC01155",-1,-1,-0.07325,0,0,0,0.00015,-8e-04,-2,-2,0.0148,0.02165,-0.09,0,0.0094,-1
"205","SMC01161",-13,-13,4.7763,0,0,-1,-0.004,-0.0075,-16,1,0.0031,0.0036,5.4893,NA,NA,NA
"206","SMC01172",-2,-62,0.2,-0.2874,0,-22,-0.254,0.2,-2,-11,0,0.3492,0.0014,NA,NA,NA
"207","SMC01196",-1,-1,-0.006,0,0,0,-0.084,0.0314,-1,0,0,-0.0602,0.0797,NA,NA,NA
"208","SMC01215",-4,-4,267.1503,-0.0539,0,0,0.6149,-13.2779,-5,-91,6.9375,7.1154,242.183,2,478.4724,0
"209","SMC01248",0,-2,-0.0019,0,0,0.5,-2e-04,0.0585,0,0,-1e-04,-1e-04,-9e-04,NA,NA,NA
"210","SMC01257",-13.5,-63,15.8992,0,45.5,67,0,-1.9643,-145,-7,0.0087,0.0481,23.8155,NA,NA,NA
"211","SMC01260",-142,-2,360.80205,-0.04,25.5,44,-3.9485,-26.8334,-15,-9,-2.9751,-4.4122,428.6889,-0.5,89.4789,-43.5
"212","SMC01320",-1,-1,-0.08005,0,0,0,0.0253,-0.0155,-1,0,-0.0073,-0.008,-0.02975,1,2.72,0
"213","SMC01358",-27,-94,5.60015,0,44.5,95,0,-0.06975,-47.5,-15,0.004,0.0035,8.31375,NA,NA,NA
"214","SMC01413",0,0,-3e-04,0,0,0,0,0,0,0,0,0,-2e-04,NA,NA,NA
"215","SMC01424",0,0,-0.0051,0,0,0.5,-0.00655,-0.02715,0,0,-0.01785,-0.01815,-0.01175,NA,NA,NA
"216","SMC01452",-34,-98,1.4199,0,39,97.5,-0.15155,-0.20365,-37,NA,NA,NA,7.4592,NA,NA,NA
"217","SMC01454",-12,-59,10.9043,0,43,59,0,-0.203,-60,-2,0.007,0.132,20.3959,-11,18.6019,-44.5
"218","SMC01504",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"219","SMC01544",-1,-1,-0.0675,0,0,0,0.0283,-0.066,0,0,-0.0074,-0.0079,-0.03025,1,2.7485,0
"220","SMC01550",-2,-62,0.2397,-0.5329,-2,-18,-2.0611,0.2,-3,-62,0,0.3587,0.0189,NA,NA,NA
"221","SMC01567",0,0,-0.0087,0,0,0,0.0051,0.0055,0,0,-8e-04,-0.0012,-0.0077,NA,NA,NA
"222","SMC01606",-181,-8.5,35.715,-0.00125,106,67.5,-0.42445,-0.2705,-5,152.5,-0.01515,0.1218,66.6044,1,50.5076,-8
"223","SMC01640",NA,NA,18.3589,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","SMC01656",-20,-16.5,3.15865,0,-4,36.5,-0.0839,-0.18545,-16,-56,0.0132,0.0634,7.56645,-3.5,0.77545,-33
"225","SMC01662",-33,-78,34.1295,0,36,63,-0.3446,-2.3551,-23,-19,0.0067,0.0536,57.8373,-19,5.0829,-30
"226","SMC01692",0,0,1.67475,0,0,1,0,0,-12,NA,NA,NA,2.1799,NA,NA,NA
"227","SMC01694",-66,-12,1.3856,0.0112,-3,20,-2.76,-0.3157,-58,-28,0,0.2174,10.2336,NA,NA,NA
"228","SMC01726",-156,-0.5,197.9569,-0.02765,26,37.5,-1.07915,-7.3294,-14.5,-30.5,-1.3368,-1.98505,284.4105,-19,-602.7957,-39
"229","SMC01748",-7.5,-34.5,111.2897,0,19.5,36,8.3228,25.21325,-12.5,4,0.2881,3.384,116.253,-1.5,80.2094,-38
"230","SMC01772",-11,-47.5,1.05485,5e-05,36,67,-0.0085,-0.05935,-28.5,-7,0.00185,0.0111,3.34815,NA,NA,NA
"231","SMC01808",0,-1,0,0,0,0,0,-0.007,0,0,0,0,0,NA,NA,NA
"232","SMC01860",-127,-51,190.5332,0,152,-29,-16.4547,-7.02165,19,166,-0.3822,-0.2401,212.9465,NA,NA,NA
"233","SMC01912",-37,-81,-0.1192,1e-04,53,72,0,-0.1545,-66,60,5e-04,0.0085,3.8634,NA,NA,NA
"234","SMC01934",-1.5,-52.5,-21.7565,0,59,80,23.33195,23.99925,-7,-10,1.32645,23.5854,110.28405,NA,NA,NA
"235","SMC01960",-26,-44,15.265,0,30,43,-68.7283,0.6993,-5,-65,0.0733,0.6783,45.9586,NA,NA,NA
"236","SMC01987",-27,-30,16.6529,0,39.5,133.5,0,-0.05365,-80,-55,-0.0013,-0.1502,60.06135,1,2.4147,-28
"237","SMC01990",18.5,-5.5,36.03455,-0.0037,46,97,-0.38625,-0.41325,-39,63,-1.4347,-0.6984,46.7764,NA,NA,NA
"238","SMC02028",-8,-14,41.2968,0,0,25,-1.4634,1.6286,-20,-4,0.1868,1.0661,34.34065,0,-0.538,-59
"239","SMC02075",0,0,-0.0424,0,0,0,0.0567,-0.00215,0,0,-0.002,-0.003,-0.0228,NA,NA,NA
"240","SMC02088",-44,-12,4.7083,-0.0492,-15,-24,0.92,0,1,-1,0.01,0,0.5702,1,9.3945,3
"241","SMC02092",0,0,0.9965,0,0,0,-0.0309,-0.022,0,0,0,0.018,1.4871,NA,NA,NA
"242","SMC02139",0,0,-0.01795,0,0,0.5,0.0358,-0.07805,-0.5,-1,0.0114,0.0023,-0.012,NA,NA,NA
"243","SMC02152",11,-6,37.616,-0.4455,-26,39,-2.78,-0.6562,-34,-32.5,0,-0.02725,78.0279,NA,NA,NA
"244","SMC02206",-9,-35.5,10.2717,0,34.5,82,-0.0312,-0.9203,-33,-56,0.002,0.0779,22.2567,-19,6.9929,-61
"245","SMC02228",30.5,-4,1039.9178,-0.0271,-1,15,-8.6616,-49.6738,-94,-7,-8.7382,-15.4404,1371.7177,0,-2294.0366,-9
"246","SMC02270",-7,-62,0.9493,-1e-04,36,21,4e-04,0.0371,22,137,0.003,0.0575,1.1744,NA,NA,NA
"247","SMC02302",15,-43,62.6623,0,43,60,-0.001,-2.0867,-90,-30,0.0096,0.396,61.8867,NA,NA,NA
"248","SMC02436",-137,-85,117.3743,0,142,-45,46.3512,1.2997,-152,171,-0.115,-0.19355,259.30475,NA,NA,NA
"249","SMC02536",-12,-65,2.0565,-0.0125,-1,26,-2.76,-0.7,-7,-10,0,-0.2578,6.5546,NA,NA,NA
"250","SMC02568",-2,0,0,-0.0298,0,4,0.2,1.5,-4,-9,0,0,0,NA,NA,NA
"251","SMC02591",0,0,-0.0081,0,0,0,0,-2e-04,0,0,-0.0053,-0.0133,-0.0032,NA,NA,NA
"252","SMC02712",-1,-46,0,0,0,-2,0,0,0,-1,0,0,0,NA,NA,NA
"253","SMC02884",-127,-50.5,195.929,0,152,-28.5,-17.26735,-7.30515,19,166,-0.3906,-0.7535,230.7629,NA,NA,NA
"254","SMC02902",-248,-0.5,51.5496,-0.00265,46,21,-0.20645,-6.72905,-21.5,148.5,0.19545,0.62085,70.57875,1,21.3541,-9
"255","SMC02972",2,0,0,0.0047,0,0,0.13,0,0,-4,0.01,0,0,NA,NA,NA
"256","SMC02984",-9.5,-81,25.6213,-0.1111,10.5,29.5,-1.02155,-0.3514,-78,-19,0,-0.34,55.3667,NA,NA,NA
"257","SMC03011",-4.5,-71.5,-4.7711,0,48.5,107.5,0.29975,1.64895,-31,-20.5,0.0251,0.21265,31.3816,NA,NA,NA
"258","SMC03216",0,0,-0.007,5e-05,0,0,-0.00865,-0.00435,0,0,-0.0067,-0.0068,-0.0876,NA,NA,NA
"259","SMC03268",-127,-78.5,306.2032,-1e-04,148.5,-13.5,-36.57315,-3.5303,19,166,-0.5185,-0.2732,391.9003,NA,NA,NA
"260","SMC03280",0,-1,-0.009,0,0,-1,-0.0029,-0.0074,0,-3,-0.01545,-0.0171,-0.007,-7,2.5245,0
"261","SMC03304",NA,NA,5.1246,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","SMC03438",-3,-46,-0.8205,-0.2639,-5,-6,-2.208,-0.1376,-5,-13,0,-0.3264,1.1853,NA,NA,NA
"263","SMC03523",-7,-58.5,3.4028,0,68,101.5,-0.002,-4.5264,-28,-49,0.0196,-0.3051,35.22055,-8,-2.4065,-63
"264","SMC03944",-2,-77,0.3988,-0.5735,-1,19,-2.76,-0.7,-61,-12,0,0.1428,1.771,NA,NA,NA
"265","SMC03984",0,0,0.6796,0,0,0,0.0078,-0.0805,0,0,-0.0061,-0.0078,0.5342,0,0.0088,0
"266","SMC04000",0,0,0.1268,0,0,0,-4e-04,-0.00325,0,0,-0.0012,-0.0015,0.1691,NA,NA,NA
"267","SMC04008",-44,-49.5,61.4025,0,26,43.5,-0.6817,-7.01875,-15.5,-48,0.0887,1.0865,99.1639,0,101.5857,-61
"268","SMC04175",-3,-3,15.0663,0,0,-1,0.09245,-0.1492,-8,-145,-0.0924,-0.1914,10.5554,NA,NA,NA
"269","SMC04204",-9,-0.5,0.00665,-0.00345,0,0,-0.484,0,-32,-25.5,-0.02,-0.62,0.00355,NA,NA,NA
"270","SMC04239",-3,0,44.7713,0,0,0,0.2384,-0.3276,0,0,-0.0231,0.05575,32.4393,NA,NA,NA
"271","SMC04264",-10.5,-53.5,16.00235,0,-3,54,-0.1845,-1.4084,-19.5,9,0.0237,0.341,30.36295,NA,NA,NA
"272","SMC04294",-19,0.5,78.22975,0,47,74.5,-0.4891,-2.03635,-29.5,-4,-0.7703,-1.0898,107.8145,0,23.637,-9
"273","SMC04308",-160,-123,106.04135,-0.0377,14,35.5,-0.1964,-1.2457,-24.5,18,-0.1133,-0.1431,116.9324,NA,NA,NA
"274","SMC04383",0,0,-0.0065,0,0,0,0.0028,-0.00515,0,0,-0.00045,-7e-04,-0.00235,NA,NA,NA
"275","SMC04426",0,0,-0.0037,0,0,0,-0.0044,-0.0071,-1,0,-0.0065,-0.0074,-0.009,NA,NA,NA
"276","SMC04682",-1,-1,0.2889,0,0,0,0,0.11005,0,4,0.0043,0.0591,0.1787,NA,NA,NA
"277","SMC04749",-125,-1,36.6979,1e-04,-1,24,-0.0656,-0.02145,-24,84.5,0.02465,0.0687,32.4202,-6,-18.7445,-12
"278","SMC04750",-12,-40,0.2392,-0.3253,-4,21,-0.4755,-0.5168,-43,-19,0,0.2053,1.8957,NA,NA,NA
"279","SMC04756",-137,-75,89.903,-1e-04,-159,-14,-11.41905,0.8779,4.5,173.5,-0.0716,-0.10975,192.18305,NA,NA,NA
"280","SMC04806",6.5,-27.5,64.73245,1e-04,56.5,139,-0.15085,-0.74655,-64,NA,NA,NA,115.2989,-2,57.255,-27
"281","SMC04880",-10,-41,-1.1,0,0,-2,0,0,0,-9,0,0,-0.0749,NA,NA,NA
"282","SMC05146",-3,-3,-0.15755,0,0,-0.5,1.09615,1.10115,0.5,1.5,0.02715,0.03885,0.3411,NA,NA,NA
"283","SMC05199",-1,-1,26.6461,0,0,0,-0.0342,-0.135,-13,-144,-0.077,-0.21515,12.1592,NA,NA,NA
"284","SMC05230",-81,-16,2006.32695,0.0013,185.5,16,-5.1569,146.446,-76,126.5,-2.7259,-1.6234,2872.75245,NA,NA,NA
"285","SMC05296",0,0,-0.62255,0,0,0,-0.0878,-1.29655,-1,-1,0.1701,0.0345,3.50905,0.5,-32.65865,-30.5
"286","SMC05402",-4,-3,1.2875,0,-1,-6,-0.1175,-0.1538,-3,-80,-0.0955,-0.0225,1.5432,-1,15.4036,-2
"287","SMC05702",-201,37.5,72.36055,0.02645,133,26.5,-0.88765,-0.2952,-6,156.5,0.07495,0.4956,106.9374,1,67.0398,-8
"288","SMC05759",-19,-12,240.6445,0,0,0,0.0025,3.9839,-15,0,1.0463,0.0332,159.7517,NA,NA,NA
"289","SMC05902",-8,-27,2.1081,0,36,45,-0.1077,0.6325,-40,10.5,0.03165,0.33545,3.942,-4.5,11.5052,-14.5
"290","SMC05956",-127,-52,184.48885,0,152,-62.5,-4.6348,7.38975,23,166,-0.329,-0.2067,205.4163,NA,NA,NA
"291","SMC06079",0,0,0.5493,0,0,0,0.0037,-0.0153,0,0,-0.00215,-0.0038,0.6762,-13,3.4049,0
"292","SMC06216",-0.5,-1,0.89975,0,-1,-2,-0.07505,-0.04385,-5,-1,-0.0632,-0.08635,-0.0408,0,23.364,-1
"293","SMC06298",0,0.5,0.10155,0.00035,-0.5,-0.5,0.11155,0.21165,0,0,-0.0078,-0.0139,-0.0924,NA,NA,NA
"294","SMC06302",-17.5,-60.5,100.26785,0,37.5,61.5,-0.2623,-10.78555,-24.5,-7,0.03755,0.04945,123.0032,-11,28.4367,-54
"295","SMC06356",0.5,-158,105.14125,-0.0378,14,35,-0.2011,-1.27585,-24.5,16,-0.11535,-0.1537,116.36795,NA,NA,NA
"296","SMC06467",0,0,0.0289,0,0,0,-2e-04,-2e-04,0,0,-0.00035,-0.00055,0.01385,NA,NA,NA
"297","SMC06740",-9,-56,6.4322,0,62,72,0,-3.0148,-26,-5,0.001,-4.9086,32.2692,10,-0.8715,-27
"298","SMC06794",-0.5,-0.5,-0.15865,1e-04,0,2,-0.84285,-1.04445,-2,-2.5,0.0182,0.00805,-0.01525,NA,NA,NA
"299","SMC06863",0,0,0.0081,0,0,0,0.0041,-0.01445,0,0,-0.00525,-0.013,0.08545,0,0.64215,0
"300","SMC06918",35,-7,45.8826,-0.02795,33.5,55,-0.02585,-0.2203,-23,-85,-0.1037,-0.1685,67.14155,NA,NA,NA
"301","SMC06926",0,0.5,4.6773,-5e-05,0,3,0,0,-3,-4,0,0,2.34605,NA,NA,NA
"302","SMC07126",-38,-30,61.275,-0.211,34,64,-2.0692,-2.8443,-30,-50,0,0.53435,132.4642,NA,NA,NA
"303","SMC08094",26,-163,20.79875,-0.0131,13,37,-0.1057,-0.4096,-18,-39.5,-0.13695,-0.19075,28.4295,NA,NA,NA
"304","SMC08150",-61.5,-2,217.0695,-0.0082,134,21,-0.64445,-2.6818,-21,101.5,-1.0783,-117.74485,307.8542,1,-732.4539,-7
"305","SMC08655",0,0,-0.04475,0,0,0,-0.0099,-0.0132,0,-1,-0.0054,-0.0067,0.20705,0.5,0.3055,0
"306","SMC08766",-190,-86,493.6107,0,13.5,53.5,-3.76485,-6.2051,-15,-4,-4.57,-6.4718,1204.16455,NA,NA,NA
"307","SMC08845",-5,-20,0.0721,-0.0807,-1,-20,0.15,0.399,14,5,0,0.108,0,NA,NA,NA
"308","SMC09118",25.5,-4.5,32.61445,-0.0197,30,41.5,-0.1279,-0.4371,-22.5,-44,-0.1826,-0.2078,42.65905,NA,NA,NA
"309","SMC09286",-222,-3,244.5816,-0.0275,76,64,-0.5321,-0.7888,-29.5,-45.5,-1.3544,-1.71015,432.81425,NA,NA,NA
"310","SMC09325",1,1,2.678,0,73,5,0,0.548,-5,-6,0,0,9.8779,NA,NA,NA
"311","SMC09503",0,0,-0.0085,0,0,0,0.00285,0.002,0,-1,-0.00095,-0.0014,-0.00085,NA,NA,NA
"312","SMC09534",-264,76,596.00825,-0.05565,122.5,67,-0.6546,-2.31405,-26.5,151,0.0928,-2.7168,1735.32845,NA,NA,NA
"313","SMC10685",43,-27,629.86885,-0.173,-17,-53,-2.788,-3.6468,-31.5,-45,0,1.1245,508.6346,NA,NA,NA
"314","SMC11343",-4,-3,26.1395,-0.0763,0,0,0.0661,0.1783,0,-98,0.4202,0.96505,11.66355,-5,89.2908,0
"315","SMC11384",-53,-57,-1.1226,-0.7424,-1,-6,0.0405,-0.1105,-14,-75,0,-0.1749,0.2118,NA,NA,NA
"316","SMC11727",0,0,0.2032,0,0,0,0.0078,-0.0307,0,0,-0.0121,-0.014,-0.0497,0.5,1.4848,0
"317","SMC12814",-53,-56,0.2293,-0.6963,0,-36,-2.0567,0.2,-2,-13,0,0.3371,0.0458,NA,NA,NA
"318","SMC12862",29.5,-52,339.2599,-0.0207,0,19,-2.6416,-20.1017,-13,-44,-4.3713,-7.6976,720.6841,NA,NA,NA
"319","SMC13062",34,-1,71.8344,-0.0465,47,61,-0.029,-0.6218,-22,-87,-0.1173,-0.1348,71.3533,NA,NA,NA
"320","SMC13214",36.5,36.5,2295.0988,0.05025,-0.5,12.5,0.42755,-88.3715,-13,-77.5,0.4086,252.5664,1941.46145,NA,NA,NA
"321","SMC13599",0,0,-0.0081,0,0,0,0.0029,-0.0056,0,0,-0.00055,-0.00085,-0.00055,NA,NA,NA
"322","SMC13630",-155,-11,408.76105,-0.0478,105,70.5,-0.0456,-27.95515,-35,126,0.0843,0.4834,1280.8167,NA,NA,NA
"323","SMC14099",-30,-69,10.475,0,48,76,-0.397,-1.4339,-29,-43,0.0061,0.0155,29.5019,NA,NA,NA
"324","SMC15678",-155,87,502.52545,-0.0605,138.5,79,-0.0667,-0.0258,-9,197.5,0.5048,2.3622,1736.2914,NA,NA,NA
"325","SMC16446",-10,-10,11.4444,0,0,-1,-0.0181,-0.0306,-1.5,2,-0.0506,-0.0383,14.788,NA,NA,NA
"326","SMC16832",-4,13.5,928.79295,-0.04155,53.5,64.5,-2.65435,-2.02945,-58,-0.5,-2.33605,-3.4267,1259.70525,NA,NA,NA
"327","SMC16980",-0.5,0,16.4904,0,0,0,-0.0247,-0.0979,-1,98,0.06295,0.16415,10.2146,NA,NA,NA
"328","SMC18545",0,0,0.0213,0,0,0,-0.00185,-0.0217,0,0,-0.0029,-0.00405,-0.03235,0,0.0686,0
"329","SMC19809",0,0,-0.0068,0,0,0,0.00285,0.0013,0,0,-5e-04,-7e-04,-0.0026,NA,NA,NA
"330","SMC19945",0,0,-0.041,0,0,0,-0.0021,-0.0078,0,0,-0.014,-0.0059,0.19865,0,0.3302,0
"331","SMC20032",-98,13,839.9279,-0.04445,59,62.5,-1.07665,-26.4729,-30.5,24.5,-1.5085,-1.78625,1408.21015,NA,NA,NA
"332","SMC20994",-58,-81,1.05895,-0.0286,7.5,30.5,-0.3268,-2.4931,-6,-114,0,0.43,3.3625,NA,NA,NA
"333","SMC21796",-18,-70,828.9968,0,44,102.5,-26.4966,-75.04515,-64,-63,0.2773,-0.0347,1068.70875,-15.5,1051.13865,-34
"334","SMC21822",71,71,1160.8572,0.0675,0,34,2.1021,-899.4244,-9,-6,0.1553,237.2091,1288.9842,7,1740.9871,-12
"335","SMC24222",44,44,1292.908,0.0522,0,33,2.1153,-82.0851,-9,-7,0.165,258.3513,1170.5146,NA,NA,NA
"336","SMC29064",-4,-4,0,0,0,0,0,0,0,-1,0,0,-0.0089,NA,NA,NA
"337","SMC34888",-2,-1,0.28035,0,-1,-1,-0.0408,-0.00115,-5,-1,0.0348,0.023,-0.1115,NA,NA,NA
"338","SMC35837",0,0,2.3273,0,0,0,-0.0357,-0.0368,-3,1,-0.0295,-0.0257,1.2948,NA,NA,NA
"339","SMC40887",-6,-25,188.9927,4e-04,-1,7.5,-4.21375,14.1746,-0.5,-94,-0.0063,0.6163,421.5245,NA,NA,NA
"340","SMCR8_007",0,0,-0.0118,0,0,0,-0.0025,-0.0129,0,0,-0.0084,-0.00815,-0.0117,NA,NA,NA
"341","SMCR8_011",36,36,4.3481,-0.0092,0,22,-0.0269,-0.038,-19,-42,-0.0404,-0.0592,3.2401,0,26.2732,-2
"342","SMCR8_012",-13,-77,0.4615,-0.5768,-13,24,-2.0328,-0.7,-36,-94,0,0.2005,1.8463,NA,NA,NA
"343","SMCR8_019",-10,-8,-1.8723,-0.3045,0,-1,0.03,0.1,0,-17,0.06,0.0057,0.1,-4,0.1693,0
"344","SMCR8_020",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"345","SMCR8_025",-2,-3,0,0,0,-2,0,0,0,-1,0,0,0,NA,NA,NA
"346","SMCR8_028",12,12,0,-0.02,0,-1,0,0,1,1,0.1,0.1,0,NA,NA,NA
"347","SMCR8_034",0,0,0.2761,0,0,0,0,0,0,0,0,0,0.00525,NA,NA,NA
"348","SMCR8_035",-12,-12,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA
"349","SMCR8_042",-96.5,-120,85.1474,-1e-04,116,-5.5,-1.19515,-1.27305,27,160,-0.745,-0.5223,175.4,NA,NA,NA
"350","SMCR8_046",0,0,0.028,0,0,-1,-0.00025,-7e-04,-1,0,-4e-04,-0.00055,0.01195,NA,NA,NA
"351","SMCR8_048",-104,-109,15.31825,-5e-04,103,148,-0.1841,-2.4263,11,132,-0.187,-0.173,48.56445,NA,NA,NA
"352","SMCR8_057",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"353","SMCR8_062",12,12,0,-0.02,0,-1,0,0,1,1,0.1,0.1,0,NA,NA,NA
"354","SMCR8_069",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"355","SMCR8_070",-1,-1,-0.0028,0,0,-1,-0.00235,-0.00305,0,0,-0.0038,-0.0011,-0.00325,0.5,0.0913,0
"356","SMCR8_074",-41,-46,0,0,0,0,0,0,0,-2,0,0,0,NA,NA,NA
"357","SMCR8_080",-7,-8,0,0,1,0,0,0,0,-15,0,0,0,NA,NA,NA
"358","SMCR8_105",0,0.5,4.5206,1e-04,-0.5,0.5,4.1214,-2.2372,-1,-2,0,0.0468,-0.24355,NA,NA,NA
"359","SMCR8_106",-7,-8,0,0,1,1,0,0,0,-6,0,0,0,NA,NA,NA
"360","SMCR8_147",-1,-5,0,-5e-04,0,0,0,0,0,-5,0,0,0,NA,NA,NA
"361","SMCR8_151",-69,37,759.7984,-0.1457,-16,-53,-0.7,1.9309,-32.5,-162,0,1.3857,648.6208,NA,NA,NA
"362","SMCR8_155",-6,-7,0,-0.0024,0,-1,0,0,0,-1,0,0,0,NA,NA,NA
"363","SMCR8_160",0,0,-0.0523,0,0,0,-0.0565,-0.1497,-1,-2,-0.0304,0.0307,-0.073,15,14.7973,-1
"364","SMCR8_163",0,-2,0,0,0,0,0,0,0,-4,0,0,0,NA,NA,NA
"365","SMCR8_172",-4,-8,0,0,0,-3,0,0,-1,-1,0,0,0,NA,NA,NA
"366","SMCR8_203",-2,-3,0,-0.0856,0,-6,0,0,0,-3,0,0,0,NA,NA,NA
"367","SMCR8_218",0,0,-0.00425,0,0,-3,-0.0015,-0.00215,-1,-2,-2e-04,-3e-04,-0.0153,-3.5,0.19095,0
"368","SMCR8_219",0,-1,0,-5e-04,0,0,0,0,-1,-9,0,0,0,NA,NA,NA
"369","SMCR8_267",0,0,-0.0288,0,0,0,0.001,-0.0081,-1,-0.5,-5e-05,0.00025,-0.0056,NA,NA,NA
"370","SMCR8_270",11,11.5,0,-0.02,0,-1,0,0,1,1,0.1,0.1,0,NA,NA,NA
"371","SMCR8_272",0,-1,0,0,0,0,0,0,-1,-6,0,0,0,NA,NA,NA
"372","SMCR8_346",0,0,-0.1346,0,0,1,3e-04,-1.3526,-4,0,-0.0123,-0.03005,0.0041,NA,NA,NA
"373","SMCR8_362",0,0,-0.2721,0,0,1,-0.34,-1.1088,-1,0.5,-0.00265,0.0241,0.2478,NA,NA,NA
"374","SMCR8_370",-1,-1,-0.006,0,-1,-3,0.0015,-0.0048,0,-2,-0.002,-0.0029,-0.00705,NA,NA,NA
"375","SMCR8_375",0,-1,0,0,0,0,0,0,-1,-2,0,0,0,NA,NA,NA
"376","SMCR8_419",0,0,-0.0536,0,-1,0,-2e-04,-0.0486,-3,1,-0.0036,-0.00415,0.1012,NA,NA,NA
"377","SMCR8_446",-2,-1,0.077,0,-1,-4,-0.0057,0.0268,-8,1.5,-0.00445,9e-04,0.0437,NA,NA,NA
"378","SMCR8_453",0,0,1.7698,0,0,4,-0.0343,-0.0351,-4,4,-0.0274,-0.0228,1.08015,NA,NA,NA
"379","SMCR8_474",-1,-2,0,-0.00275,1,-1,0,0,-1,-1,0,0,0,NA,NA,NA
"380","SMCR8_480",37,-57,504.5441,0,48,69,6e-04,-7.8472,-13,-6,0.66265,4.3339,900.696,NA,NA,NA
"381","SMCR8_496",0,-1,0,0,0,-1,0,0,0,-1,0,0,0,NA,NA,NA
"382","SMCR8_513",-0.5,-0.5,0.28775,1e-04,0,-2,-0.52675,2.1618,2,NA,NA,NA,0.16985,NA,NA,NA
"383","SMCR8_528",73,73,1238.0001,0.0512,0,34,2.1038,-493.5691,-9,-7,0.1609,246.366,1164.2373,NA,NA,NA
"384","SMCR8_530",12,12,0,-0.02,0,-2,0,0,2,2,0.1,0.1,0,NA,NA,NA
"385","SMCR8_543",-6,-7,0,-0.004,0,-3,0,0,-1,-10,0,0,0,NA,NA,NA
"386","SMCR8_587",0,0,2.90175,0,0,0,0.0153,0.3777,-2,-0.5,0.0478,-0.019,3.8451,NA,NA,NA
"387","SMCR8_605",-0.5,-1,-0.1511,3e-04,0,-1,-0.0021,0.35165,-5,-4,-0.00655,-0.0179,-0.08525,NA,NA,NA
"388","SMCR8_635",-2,-6,0,-0.0562,0,-1,0,0,-1,-3,0,0,0,NA,NA,NA
"389","SMCR8_688",0,0,-0.0115,0,0,-1,0,0.0525,0,1,-0.00125,-0.00115,-0.0109,NA,NA,NA
"390","SMCR8_713",-1,-1.5,0,-0.0055,1,-0.5,0,0,-1,3,0,0,0,NA,NA,NA
