"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.681,0.362,0.34,0.429,0.933,1,"Stictotarsus","glm"
"2",2,0.643,0.286,0.422,0.286,1,1,"Stictotarsus","glm"
"3",3,0.653,0.305,0.36,0.333,0.972,1,"Stictotarsus","glm"
"4",4,0.816,0.632,0.632,0.692,0.939,1,"Stictotarsus","glm"
"5",5,0.859,0.717,0.654,0.778,0.939,1,"Stictotarsus","glm"
"6",6,0.951,0.775,0.708,0.846,0.929,0.360621166338496,"Stictotarsus","glm"
"7",7,0.661,0.321,0.38,0.364,0.958,1,"Stictotarsus","glm"
"8",8,0.636,0.273,0.348,0.3,0.973,1,"Stictotarsus","glm"
"9",10,0.617,0.233,0.311,0.25,0.983,1,"Stictotarsus","glm"
"10",11,0.994,0.96,0.804,1,0.96,0.4,"Stictotarsus","glm"
"11",12,0.986,0.946,0.752,1,0.946,0.4,"Stictotarsus","tree"
"12",13,0.995,0.944,0.723,1,0.944,0.2,"Stictotarsus","tree"
"13",14,0.982,0.894,0.735,1,0.894,0.2,"Stictotarsus","tree"
"14",15,0.976,0.924,0.745,1,0.924,0.4,"Stictotarsus","tree"
"15",16,0.958,0.843,0.627,1,0.843,0.25,"Stictotarsus","tree"
"16",17,0.994,0.93,0.78,1,0.93,0.2,"Stictotarsus","tree"
"17",18,0.991,0.919,0.73,1,0.919,0.2,"Stictotarsus","tree"
"18",19,0.939,0.757,0.362,1,0.757,0.111111111111111,"Stictotarsus","tree"
"19",20,0.955,0.785,0.664,0.938,0.847,0.4,"Stictotarsus","tree"
"20",21,0.968,0.827,0.449,1,0.827,0.102698182425819,"Stictotarsus","tree"
"21",22,0.94,0.811,0.426,1,0.811,0.102435736275442,"Stictotarsus","brt"
"22",23,0.998,0.986,0.916,1,0.986,0.160358212973396,"Stictotarsus","brt"
"23",24,0.963,0.816,0.816,0.846,0.97,0.297208084202318,"Stictotarsus","brt"
"24",25,0.956,0.813,0.682,0.889,0.924,0.209974872541832,"Stictotarsus","brt"
"25",26,0.953,0.8,0.556,1,0.8,0.159722903271143,"Stictotarsus","brt"
"26",27,0.976,0.895,0.895,0.909,0.986,0.268753955985084,"Stictotarsus","brt"
"27",28,0.966,0.832,0.71,0.9,0.932,0.199937569910942,"Stictotarsus","brt"
"28",29,0.945,0.771,0.38,1,0.771,0.103160729261237,"Stictotarsus","brt"
"29",30,0.959,0.841,0.841,0.875,0.966,0.261680809544357,"Stictotarsus","brt"
"30",31,0.87,0.674,0.633,0.714,0.96,0.0036801229792674,"Stictotarsus","brt"
"31",32,0.83,0.73,0.318,1,0.73,0.0640213578117024,"Stictotarsus","fda"
"32",33,0.852,0.648,0.223,1,0.648,0.0449422860945848,"Stictotarsus","fda"
"33",34,0.836,0.615,0.728,0.615,1,0.892759090642832,"Stictotarsus","fda"
"34",35,0.877,0.732,0.699,0.778,0.955,0.984996746899395,"Stictotarsus","fda"
"35",36,0.827,0.484,0.316,0.769,0.714,0.0364533716571163,"Stictotarsus","fda"
"36",37,0.787,0.563,0.257,1,0.563,0.0517409284308926,"Stictotarsus","fda"
"37",38,0.668,0.392,0.347,0.5,0.892,0.168557969294379,"Stictotarsus","fda"
"38",39,0.873,0.629,0.32,0.857,0.771,0.0195565281750551,"Stictotarsus","fda"
"39",40,0.734,0.41,0.392,0.562,0.847,0.202211909954444,"Stictotarsus","fda"
"40",41,0.878,0.724,0.457,0.857,0.867,0.106845289468765,"Stictotarsus","fda"
"41",42,0.875,0.77,0.367,1,0.77,0.144054442644119,"Stictotarsus","42"
"42",43,0.824,0.662,0.234,1,0.662,0.126765042543411,"Stictotarsus","43"
"43",44,0.798,0.513,0.317,0.846,0.667,0.23147277534008,"Stictotarsus","44"
"44",45,0.879,0.732,0.699,0.778,0.955,0.622541129589081,"Stictotarsus","45"
"45",46,0.857,0.589,0.392,0.846,0.743,0.175248175859451,"Stictotarsus","46"
"46",47,0.773,0.481,0.379,0.636,0.845,0.1972646266222,"Stictotarsus","47"
"47",48,0.743,0.473,0.176,1,0.473,0.118280172348022,"Stictotarsus","48"
"48",49,0.845,0.586,0.272,0.857,0.729,0.10302022844553,"Stictotarsus","49"
"49",50,0.788,0.546,0.632,0.562,0.983,0.346592456102371,"Stictotarsus","50"
