"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.663,0.325,0.404,0.357,0.968,1,"Probezzia","glm"
"2",2,0.75,0.5,0.649,0.5,1,1,"Probezzia","glm"
"3",3,0.562,0.125,0.204,0.125,1,1,"Probezzia","glm"
"4",5,0.493,-0.014,-0.023,0,0.986,1,"Probezzia","glm"
"5",6,0.534,0.068,0.104,0.083,0.985,1,"Probezzia","glm"
"6",7,0.531,0.062,0.095,0.077,0.986,1,"Probezzia","glm"
"7",8,0.556,0.111,0.179,0.111,1,1,"Probezzia","glm"
"8",9,0.583,0.167,0.27,0.167,1,1,"Probezzia","glm"
"9",10,0.594,0.187,0.24,0.231,0.957,1,"Probezzia","glm"
"10",11,0.965,0.817,0.701,0.929,0.889,0.444444444444444,"Probezzia","glm"
"11",12,0.935,0.833,0.435,1,0.833,0.2,"Probezzia","tree"
"12",13,0.958,0.887,0.615,1,0.887,0.333333333333333,"Probezzia","tree"
"13",14,0.941,0.797,0.538,1,0.797,0.2,"Probezzia","tree"
"14",15,0.976,0.871,0.629,1,0.871,0.2,"Probezzia","tree"
"15",16,0.961,0.806,0.558,1,0.806,0.222222222222222,"Probezzia","tree"
"16",17,0.979,0.87,0.679,1,0.87,0.2,"Probezzia","tree"
"17",18,0.976,0.887,0.666,1,0.887,0.2,"Probezzia","tree"
"18",19,0.963,0.889,0.552,1,0.889,0.2,"Probezzia","tree"
"19",20,0.973,0.841,0.626,1,0.841,0.2,"Probezzia","tree"
"20",21,0.952,0.905,0.776,1,0.905,0.262631592811653,"Probezzia","tree"
"21",22,0.995,0.986,0.916,1,0.986,0.119911726484132,"Probezzia","brt"
"22",23,0.908,0.789,0.431,1,0.789,0.145991316694506,"Probezzia","brt"
"23",24,0.946,0.797,0.538,1,0.797,0.180038249987031,"Probezzia","brt"
"24",25,0.959,0.814,0.523,1,0.814,0.177297627472803,"Probezzia","brt"
"25",26,0.935,0.738,0.536,0.917,0.821,0.186560660915776,"Probezzia","brt"
"26",27,0.954,0.812,0.577,1,0.812,0.133118256912831,"Probezzia","brt"
"27",28,0.95,0.808,0.679,0.889,0.919,0.235466495837041,"Probezzia","brt"
"28",29,0.928,0.778,0.35,1,0.778,0.0965397557286165,"Probezzia","brt"
"29",30,0.916,0.681,0.404,1,0.681,0.170344694936327,"Probezzia","brt"
"30",31,0.876,0.778,0.56,1,0.778,0.147228449032579,"Probezzia","brt"
"31",32,0.796,0.528,0.328,0.667,0.861,0.0253116900932346,"Probezzia","fda"
"32",33,0.808,0.634,0.26,1,0.634,0.0878382355123173,"Probezzia","fda"
"33",34,0.85,0.652,0.357,1,0.652,0.135380128856978,"Probezzia","fda"
"34",35,0.839,0.7,0.45,0.9,0.8,0.206374694460264,"Probezzia","fda"
"35",36,0.842,0.708,0.49,0.917,0.791,0.255789159081929,"Probezzia","fda"
"36",37,0.849,0.754,0.492,1,0.754,0.231495277216896,"Probezzia","fda"
"37",38,0.871,0.758,0.443,1,0.758,0.199644677590442,"Probezzia","fda"
"38",39,0.771,0.653,0.224,1,0.653,0.0330175071519141,"Probezzia","fda"
"39",40,0.781,0.575,0.335,0.923,0.652,0.204051502926697,"Probezzia","fda"
"40",41,0.859,0.746,0.516,1,0.746,0.246001303195953,"Probezzia","fda"
"41",42,0.792,0.5,0.649,0.5,1,0.383670479059219,"Probezzia","42"
"42",43,0.827,0.65,0.355,0.875,0.775,0.179461866617203,"Probezzia","43"
"43",44,0.824,0.623,0.329,1,0.623,0.200822323560715,"Probezzia","44"
"44",45,0.863,0.729,0.402,1,0.729,0.219628840684891,"Probezzia","45"
"45",46,0.853,0.657,0.368,1,0.657,0.224049896001816,"Probezzia","46"
"46",47,0.867,0.687,0.536,0.846,0.841,0.30462834239006,"Probezzia","47"
"47",48,0.844,0.694,0.365,1,0.694,0.211409240961075,"Probezzia","48"
"48",49,0.639,0.486,0.127,1,0.486,-1.3644425868988,"Probezzia","49"
"49",50,0.8,0.537,0.382,0.769,0.768,0.264372527599335,"Probezzia","50"
