"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.836,0.672,0.347,1,0.672,1,"Paraleptophlebia","glm"
"2",2,0.557,0.114,0.16,0.143,0.971,1,"Paraleptophlebia","glm"
"3",3,0.545,0.091,0.147,0.091,1,1,"Paraleptophlebia","glm"
"4",4,0.542,0.083,0.134,0.083,1,1,"Paraleptophlebia","glm"
"5",5,0.611,0.222,0.336,0.222,1,1,"Paraleptophlebia","glm"
"6",6,0.611,0.223,0.287,0.25,0.973,1,"Paraleptophlebia","glm"
"7",7,0.98,0.847,0.763,0.929,0.918,0.217340973188434,"Paraleptophlebia","glm"
"8",8,0.493,-0.014,-0.023,0,0.986,1,"Paraleptophlebia","glm"
"9",9,0.526,0.053,0.077,0.053,1,1,"Paraleptophlebia","glm"
"10",10,0.533,0.067,0.105,0.067,1,1,"Paraleptophlebia","glm"
"11",11,0.938,0.821,0.543,1,0.821,0.285714285714286,"Paraleptophlebia","tree"
"12",12,0.972,0.857,0.667,1,0.857,0.2,"Paraleptophlebia","tree"
"13",13,0.96,0.882,0.676,1,0.882,0.4,"Paraleptophlebia","tree"
"14",14,0.958,0.794,0.536,1,0.794,0.2,"Paraleptophlebia","tree"
"15",15,0.955,0.855,0.577,1,0.855,0.333333333333333,"Paraleptophlebia","tree"
"16",16,0.961,0.851,0.528,1,0.851,0.2,"Paraleptophlebia","tree"
"17",17,0.967,0.863,0.797,0.929,0.934,0.666666666666667,"Paraleptophlebia","tree"
"18",18,0.974,0.845,0.612,1,0.845,0.2,"Paraleptophlebia","tree"
"19",19,0.965,0.804,0.675,1,0.804,0.333333333333333,"Paraleptophlebia","tree"
"20",20,0.957,0.809,0.605,1,0.809,0.2,"Paraleptophlebia","tree"
"21",21,0.961,0.821,0.543,1,0.821,0.167951673948345,"Paraleptophlebia","brt"
"22",22,0.951,0.829,0.829,0.857,0.971,0.270337140402011,"Paraleptophlebia","brt"
"23",23,0.948,0.853,0.618,1,0.853,0.209189944605879,"Paraleptophlebia","brt"
"24",24,0.952,0.853,0.635,1,0.853,0.154442595445994,"Paraleptophlebia","brt"
"25",25,0.96,0.86,0.82,0.889,0.971,0.210482614211669,"Paraleptophlebia","brt"
"26",26,0.941,0.794,0.621,0.875,0.919,0.181647591462787,"Paraleptophlebia","brt"
"27",27,0.989,0.934,0.842,1,0.934,0.24412200494095,"Paraleptophlebia","brt"
"28",28,0.953,0.833,0.895,0.833,1,0.272486289849548,"Paraleptophlebia","brt"
"29",29,0.951,0.822,0.745,0.947,0.875,0.313441938380994,"Paraleptophlebia","brt"
"30",30,0.948,0.779,0.561,1,0.779,0.182701022179759,"Paraleptophlebia","brt"
"31",31,0.922,0.736,0.516,0.9,0.836,0.100482801650551,"Paraleptophlebia","fda"
"32",32,0.853,0.571,0.377,0.857,0.714,0.226789104333098,"Paraleptophlebia","fda"
"33",33,0.881,0.765,0.475,1,0.765,0.195059459579759,"Paraleptophlebia","fda"
"34",34,0.93,0.882,0.692,1,0.882,0.265841645472472,"Paraleptophlebia","fda"
"35",35,0.857,0.71,0.361,1,0.71,0.0710279185203419,"Paraleptophlebia","fda"
"36",36,0.845,0.757,0.378,1,0.757,0.0857525785955418,"Paraleptophlebia","fda"
"37",37,0.868,0.601,0.394,0.929,0.672,0.159732319155724,"Paraleptophlebia","fda"
"38",38,0.817,0.621,0.367,0.917,0.704,0.206649294403928,"Paraleptophlebia","fda"
"39",39,0.874,0.679,0.517,1,0.679,0.279318387717504,"Paraleptophlebia","fda"
"40",40,0.866,0.727,0.544,0.933,0.794,0.200815614395318,"Paraleptophlebia","fda"
"41",41,0.904,0.731,0.414,1,0.731,0.199634864926338,"Paraleptophlebia","rbf"
"42",42,0.892,0.671,0.587,0.786,0.886,0.281909286975861,"Paraleptophlebia","rbf"
"43",43,0.913,0.779,0.496,1,0.779,0.290321499109268,"Paraleptophlebia","rbf"
"44",44,0.9,0.814,0.675,0.917,0.897,0.297468453645706,"Paraleptophlebia","rbf"
"45",45,0.886,0.725,0.378,1,0.725,0.157491847872734,"Paraleptophlebia","rbf"
"46",46,0.823,0.716,0.33,1,0.716,0.133555874228477,"Paraleptophlebia","rbf"
"47",47,0.817,0.489,0.503,0.571,0.918,0.295956879854202,"Paraleptophlebia","rbf"
"48",48,0.822,0.664,0.493,0.833,0.831,0.279942452907562,"Paraleptophlebia","rbf"
"49",49,0.84,0.661,0.497,1,0.661,0.346985757350922,"Paraleptophlebia","rbf"
"50",50,0.771,0.625,0.411,0.933,0.691,0.223096251487732,"Paraleptophlebia","rbf"
