"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.556,0.111,0.183,0.111,1,1,"Protzia","glm"
"2",2,0.472,-0.056,-0.074,0,0.944,1,"Protzia","glm"
"3",3,0.667,0.333,0.481,0.333,1,1,"Protzia","glm"
"4",6,0.564,0.129,0.19,0.143,0.986,1,"Protzia","glm"
"5",7,0.693,0.387,0.476,0.4,0.987,1,"Protzia","glm"
"6",8,0.571,0.143,0.233,0.143,1,1,"Protzia","glm"
"7",9,0.652,0.304,0.355,0.357,0.947,1,"Protzia","glm"
"8",10,0.714,0.429,0.576,0.429,1,1,"Protzia","glm"
"9",11,0.97,0.897,0.644,1,0.897,0.333333333333333,"Protzia","glm"
"10",12,0.962,0.831,0.525,1,0.831,0.166666666666667,"Protzia","glm"
"11",13,0.964,0.885,0.523,1,0.885,0.2,"Protzia","tree"
"12",14,0.981,0.962,0.649,1,0.962,0.5,"Protzia","tree"
"13",15,0.964,0.797,0.449,1,0.797,0.111111111111111,"Protzia","tree"
"14",16,0.954,0.861,0.524,1,0.861,0.2,"Protzia","tree"
"15",17,0.955,0.908,0.549,1,0.908,0.4,"Protzia","tree"
"16",18,0.967,0.915,0.66,1,0.915,0.4,"Protzia","tree"
"17",19,0.968,0.84,0.623,1,0.84,0.25,"Protzia","tree"
"18",20,0.951,0.803,0.439,1,0.803,0.111111111111111,"Protzia","tree"
"19",21,0.973,0.876,0.876,0.889,0.987,0.202943572245024,"Protzia","tree"
"20",22,0.994,0.972,0.886,1,0.972,0.162378365847637,"Protzia","tree"
"21",23,0.976,0.949,0.725,1,0.949,0.129450430801664,"Protzia","brt"
"22",24,0.996,0.987,0.851,1,0.987,0.0870700338466217,"Protzia","brt"
"23",25,0.973,0.861,0.861,0.875,0.986,0.207494234402808,"Protzia","brt"
"24",26,0.958,0.847,0.496,1,0.847,0.128948927071803,"Protzia","brt"
"25",27,0.976,0.934,0.637,1,0.934,0.111995473116305,"Protzia","brt"
"26",28,0.98,0.901,0.621,1,0.901,0.126189344356686,"Protzia","brt"
"27",29,0.994,0.947,0.848,1,0.947,0.19499039484048,"Protzia","brt"
"28",30,0.952,0.833,0.49,1,0.833,0.121570442458598,"Protzia","brt"
"29",31,0.912,0.833,0.508,1,0.833,0.10419078119048,"Protzia","brt"
"30",32,0.784,0.537,0.248,0.889,0.648,0.120985768514752,"Protzia","brt"
"31",33,0.724,0.526,0.137,1,0.526,0.025535338916927,"Protzia","fda"
"32",34,0.974,0.949,0.578,1,0.949,0.0701669370208373,"Protzia","fda"
"33",35,0.864,0.667,0.294,1,0.667,0.136290496110029,"Protzia","fda"
"34",36,0.78,0.569,0.19,1,0.569,0.0523531105614831,"Protzia","fda"
"35",37,0.897,0.75,0.27,1,0.75,0.0105611323129007,"Protzia","fda"
"36",38,0.871,0.718,0.314,1,0.718,0.0669882645245417,"Protzia","fda"
"37",39,0.752,0.409,0.194,0.929,0.48,0.0565018317580882,"Protzia","fda"
"38",40,0.89,0.667,0.277,1,0.667,0.0346925429146614,"Protzia","fda"
"39",41,0.939,0.859,0.558,1,0.859,0.17929020524025,"Protzia","fda"
"40",42,0.795,0.493,0.179,1,0.493,0.129977956414223,"Protzia","fda"
"41",43,0.78,0.577,0.163,1,0.577,0.103516325354576,"Protzia","43"
"42",44,0.953,0.859,0.311,1,0.859,0.111338041722775,"Protzia","44"
"43",45,0.841,0.696,0.322,1,0.696,0.193440541625023,"Protzia","45"
"44",46,0.901,0.764,0.364,1,0.764,0.142902180552483,"Protzia","46"
"45",47,0.824,0.616,0.278,0.8,0.816,0.117821127176285,"Protzia","47"
"46",48,0.893,0.761,0.363,1,0.761,0.137755960226059,"Protzia","48"
"47",49,0.758,0.413,0.181,1,0.413,0.132789000868797,"Protzia","49"
"48",50,0.885,0.652,0.264,1,0.652,0.143071576952934,"Protzia","50"
