"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,1,1,1,1,1,0.999999969945643,"Heleniella","glm"
"2",2,0.625,0.25,0.388,0.25,1,1,"Heleniella","glm"
"3",3,0.75,0.5,0.654,0.5,1,1,"Heleniella","glm"
"4",4,0.494,-0.013,-0.021,0,0.987,1,"Heleniella","glm"
"5",5,0.667,0.333,0.491,0.333,1,1,"Heleniella","glm"
"6",6,0.652,0.305,0.36,0.333,0.971,1,"Heleniella","glm"
"7",7,0.583,0.167,0.269,0.167,1,1,"Heleniella","glm"
"8",8,1,1,1,1,1,0.999999999896807,"Heleniella","glm"
"9",9,0.793,0.586,0.647,0.6,0.986,1,"Heleniella","glm"
"10",10,0.587,0.173,0.213,0.2,0.973,1,"Heleniella","glm"
"11",11,0.981,0.961,0.555,1,0.961,0.4,"Heleniella","tree"
"12",12,0.974,0.896,0.46,1,0.896,0.142857142857143,"Heleniella","tree"
"13",13,0.965,0.93,0.585,1,0.93,0.444444444444444,"Heleniella","tree"
"14",14,0.974,0.846,0.475,1,0.846,0.125,"Heleniella","tree"
"15",15,0.96,0.873,0.335,1,0.873,0.125,"Heleniella","tree"
"16",16,0.986,0.914,0.627,1,0.914,0.166666666666667,"Heleniella","tree"
"17",17,0.974,0.929,0.672,1,0.929,0.4,"Heleniella","tree"
"18",18,0.986,0.972,0.737,1,0.972,0.6,"Heleniella","tree"
"19",19,0.993,0.986,0.902,1,0.986,0.833333333333333,"Heleniella","tree"
"20",20,0.973,0.947,0.689,1,0.947,0.555555555555556,"Heleniella","tree"
"21",21,1,1,1,1,1,0.0943591201145537,"Heleniella","brt"
"22",22,0.974,0.948,0.643,1,0.948,0.0917846448574034,"Heleniella","brt"
"23",23,0.979,0.93,0.585,1,0.93,0.108073195620649,"Heleniella","brt"
"24",24,0.963,0.857,0.917,0.857,1,0.244435464056302,"Heleniella","brt"
"25",25,0.983,0.949,0.578,1,0.949,0.0962046807563842,"Heleniella","brt"
"26",26,0.979,0.943,0.723,1,0.943,0.214018601991267,"Heleniella","brt"
"27",27,0.955,0.829,0.433,1,0.829,0.1085042880963,"Heleniella","brt"
"28",28,1,1,1,1,1,0.105034498275899,"Heleniella","brt"
"29",29,0.992,0.959,0.749,1,0.959,0.145044485755307,"Heleniella","brt"
"30",30,0.997,0.987,0.902,1,0.987,0.168317999020699,"Heleniella","brt"
"31",31,0.909,0.857,0.233,1,0.857,0.0333300240041926,"Heleniella","fda"
"32",32,0.792,0.597,0.128,1,0.597,0.0182334347820538,"Heleniella","fda"
"33",33,0.937,0.873,0.424,1,0.873,0.0110444673207228,"Heleniella","fda"
"34",34,0.83,0.588,0.256,0.857,0.731,0.045681344331852,"Heleniella","fda"
"35",35,0.895,0.747,0.178,1,0.747,0.00120229907355871,"Heleniella","fda"
"36",36,0.879,0.8,0.387,1,0.8,0.0432996579195828,"Heleniella","fda"
"37",37,0.914,0.786,0.367,1,0.786,0.0348951959414645,"Heleniella","fda"
"38",38,0.991,0.986,0.85,1,0.986,0.0187995491330994,"Heleniella","fda"
"39",39,0.918,0.795,0.331,1,0.795,5.32257248428696e-05,"Heleniella","fda"
"40",40,0.739,0.587,0.647,0.6,0.987,0.947248855272834,"Heleniella","fda"
"41",41,0.831,0.701,0.106,1,0.701,0.0959700122475624,"Heleniella","rbf"
"42",42,0.929,0.831,0.327,1,0.831,0.129749566316605,"Heleniella","rbf"
"43",43,0.937,0.915,0.536,1,0.915,0.152805894613266,"Heleniella","rbf"
"44",44,0.837,0.603,0.2,1,0.603,0.104704208672047,"Heleniella","rbf"
"45",45,0.852,0.654,0.654,0.667,0.987,0.394988477230072,"Heleniella","rbf"
"46",46,0.931,0.886,0.55,1,0.886,0.182422339916229,"Heleniella","rbf"
"47",47,0.869,0.733,0.503,0.833,0.9,0.134850978851318,"Heleniella","rbf"
"48",48,1,1,1,1,1,0.503404378890991,"Heleniella","rbf"
"49",49,0.945,0.863,0.447,1,0.863,0.110433019697666,"Heleniella","rbf"
"50",50,0.92,0.853,0.421,1,0.853,0.106954731047153,"Heleniella","rbf"
