"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.769,0.487,0.422,0.52,0.967,0.712307038662496,"Pentaneura","glm"
"2",2,0.928,0.738,0.674,0.821,0.917,0.688273005162808,"Pentaneura","glm"
"3",3,0.893,0.682,0.631,0.789,0.893,0.616496997668851,"Pentaneura","glm"
"4",4,0.914,0.764,0.724,0.833,0.931,0.585760797383742,"Pentaneura","glm"
"5",5,0.839,0.602,0.54,0.709,0.893,0.666609058108269,"Pentaneura","glm"
"6",6,0.836,0.671,0.604,0.821,0.85,1,"Pentaneura","glm"
"7",7,0.768,0.526,0.473,0.588,0.938,0.670874214689182,"Pentaneura","glm"
"8",8,0.901,0.657,0.647,0.857,0.8,0.496342246856665,"Pentaneura","glm"
"9",9,0.833,0.589,0.534,0.654,0.935,0.647193376140638,"Pentaneura","glm"
"10",10,0.778,0.461,0.518,0.961,0.5,0.571852494421255,"Pentaneura","glm"
"11",11,0.951,0.713,0.709,0.88,0.833,0.666666666666667,"Pentaneura","tree"
"12",12,0.951,0.786,0.688,0.786,1,1,"Pentaneura","tree"
"13",13,0.934,0.77,0.743,0.877,0.893,0.8,"Pentaneura","tree"
"14",14,0.926,0.693,0.651,0.796,0.897,0.777777777777778,"Pentaneura","tree"
"15",15,0.951,0.784,0.764,0.891,0.893,0.666666666666667,"Pentaneura","tree"
"16",16,0.942,0.757,0.691,0.857,0.9,0.8,"Pentaneura","tree"
"17",17,0.934,0.789,0.775,0.882,0.906,0.833333333333333,"Pentaneura","tree"
"18",18,0.949,0.732,0.656,0.732,1,1,"Pentaneura","tree"
"19",19,0.943,0.769,0.749,0.865,0.903,0.666666666666667,"Pentaneura","tree"
"20",20,0.94,0.716,0.7,0.882,0.833,0.75,"Pentaneura","tree"
"21",21,0.901,0.747,0.778,0.98,0.767,0.541387200586668,"Pentaneura","brt"
"22",22,0.943,0.851,0.803,0.893,0.958,0.666543400579619,"Pentaneura","brt"
"23",23,0.927,0.753,0.72,0.86,0.893,0.632887286466812,"Pentaneura","brt"
"24",24,0.909,0.667,0.583,0.667,1,0.682018901435413,"Pentaneura","brt"
"25",25,0.91,0.71,0.653,0.782,0.929,0.680641667382864,"Pentaneura","brt"
"26",26,0.927,0.775,0.717,0.875,0.9,0.726744240430035,"Pentaneura","brt"
"27",27,0.931,0.734,0.743,0.922,0.812,0.569173279585164,"Pentaneura","brt"
"28",28,0.928,0.798,0.817,0.964,0.833,0.564472997644401,"Pentaneura","brt"
"29",29,0.892,0.69,0.728,0.981,0.71,0.559382190062329,"Pentaneura","brt"
"30",30,0.902,0.647,0.54,0.647,1,0.721523588456103,"Pentaneura","brt"
"31",31,0.763,0.473,0.415,0.54,0.933,0.700543199619395,"Pentaneura","fda"
"32",32,0.869,0.625,0.553,0.75,0.875,0.761226913243026,"Pentaneura","fda"
"33",33,0.806,0.504,0.486,0.789,0.714,0.686273342182587,"Pentaneura","fda"
"34",34,0.798,0.494,0.448,0.667,0.828,0.63917809792172,"Pentaneura","fda"
"35",35,0.805,0.497,0.492,0.818,0.679,0.637518900406613,"Pentaneura","fda"
"36",36,0.912,0.65,0.545,0.75,0.9,0.791108627640158,"Pentaneura","fda"
"37",37,0.773,0.526,0.473,0.588,0.938,0.651005246193581,"Pentaneura","fda"
"38",38,0.871,0.639,0.625,0.839,0.8,0.625947576140396,"Pentaneura","fda"
"39",39,0.766,0.413,0.458,0.962,0.452,0.575359834606725,"Pentaneura","fda"
"40",40,0.723,0.365,0.291,0.49,0.875,0.776762951252405,"Pentaneura","fda"
"41",41,0.719,0.447,0.383,0.48,0.967,0.772038042545319,"Pentaneura","rbf"
"42",42,0.735,0.452,0.432,0.786,0.667,0.632536172866821,"Pentaneura","rbf"
"43",43,0.735,0.436,0.369,0.579,0.857,0.659639120101929,"Pentaneura","rbf"
"44",44,0.659,0.37,0.333,0.611,0.759,0.619177281856537,"Pentaneura","rbf"
"45",45,0.747,0.407,0.407,0.8,0.607,0.60444974899292,"Pentaneura","rbf"
"46",46,0.806,0.536,0.482,0.786,0.75,0.61067008972168,"Pentaneura","rbf"
"47",47,0.778,0.565,0.514,0.627,0.938,0.618770718574524,"Pentaneura","rbf"
"48",48,0.808,0.536,0.446,0.536,1,0.670417785644531,"Pentaneura","rbf"
"49",49,0.812,0.525,0.481,0.654,0.871,0.590604841709137,"Pentaneura","rbf"
"50",50,0.591,0.299,0.328,0.882,0.417,0.245967209339142,"Pentaneura","rbf"
