"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.616,0.232,0.264,0.333,0.898,1,"Malenka","glm"
"2",2,0.812,0.625,0.52,1,0.625,1,"Malenka","glm"
"3",3,0.789,0.577,0.459,0.905,0.672,1,"Malenka","glm"
"4",4,0.563,0.126,0.17,0.143,0.983,1,"Malenka","glm"
"5",5,0.763,0.526,0.417,0.75,0.776,1,"Malenka","glm"
"6",6,0.8,0.6,0.459,0.955,0.645,1,"Malenka","glm"
"7",7,0.617,0.233,0.271,0.312,0.921,1,"Malenka","glm"
"8",8,0.466,-0.068,-0.077,0.125,0.807,1,"Malenka","glm"
"9",9,0.769,0.538,0.474,0.667,0.871,1,"Malenka","glm"
"10",10,0.813,0.626,0.538,0.85,0.776,1,"Malenka","glm"
"11",11,0.956,0.8,0.712,0.952,0.847,0.333333333333333,"Malenka","tree"
"12",12,0.979,0.874,0.841,0.963,0.911,0.5,"Malenka","tree"
"13",13,0.977,0.819,0.783,0.905,0.914,0.333333333333333,"Malenka","tree"
"14",14,0.983,0.851,0.79,0.952,0.898,0.375,"Malenka","tree"
"15",15,0.968,0.836,0.662,1,0.836,0.333333333333333,"Malenka","tree"
"16",16,0.953,0.745,0.633,0.955,0.79,0.333333333333333,"Malenka","tree"
"17",17,0.983,0.874,0.817,0.938,0.937,0.4,"Malenka","tree"
"18",18,0.977,0.846,0.827,0.917,0.93,0.6,"Malenka","tree"
"19",19,0.973,0.806,0.575,1,0.806,0.2,"Malenka","tree"
"20",20,0.984,0.881,0.84,0.95,0.931,0.6,"Malenka","tree"
"21",21,0.964,0.803,0.757,0.905,0.898,0.39943255385786,"Malenka","brt"
"22",22,0.975,0.875,0.82,1,0.875,0.427946008463595,"Malenka","brt"
"23",23,0.971,0.879,0.795,1,0.879,0.328959270220412,"Malenka","brt"
"24",24,0.956,0.834,0.763,0.952,0.881,0.353055665967024,"Malenka","brt"
"25",25,0.955,0.881,0.74,1,0.881,0.271344818772471,"Malenka","brt"
"26",26,0.969,0.842,0.774,0.955,0.887,0.333501593393456,"Malenka","brt"
"27",27,0.969,0.841,0.682,1,0.841,0.269020435994402,"Malenka","brt"
"28",28,0.981,0.888,0.857,0.958,0.93,0.535934170646818,"Malenka","brt"
"29",29,0.973,0.833,0.893,0.833,1,0.314142889738419,"Malenka","brt"
"30",30,0.975,0.881,0.84,0.95,0.931,0.346462031774915,"Malenka","brt"
"31",31,0.792,0.546,0.403,0.952,0.593,0.279604440394516,"Malenka","fda"
"32",32,0.923,0.732,0.64,1,0.732,0.399193935829688,"Malenka","fda"
"33",33,0.846,0.637,0.584,0.81,0.828,0.477124879151473,"Malenka","fda"
"34",34,0.879,0.664,0.533,0.952,0.712,0.243865567118533,"Malenka","fda"
"35",35,0.885,0.696,0.562,0.875,0.821,0.259444406012713,"Malenka","fda"
"36",36,0.916,0.699,0.602,0.909,0.79,0.387482685383169,"Malenka","fda"
"37",37,0.881,0.699,0.527,0.938,0.762,0.360918971274461,"Malenka","fda"
"38",38,0.838,0.719,0.603,1,0.719,0.421544177247829,"Malenka","fda"
"39",39,0.843,0.57,0.534,0.667,0.903,0.357347389908175,"Malenka","fda"
"40",40,0.881,0.676,0.573,0.9,0.776,0.278427698631243,"Malenka","fda"
"41",41,0.805,0.525,0.461,0.762,0.763,0.407353013753891,"Malenka","rbf"
"42",42,0.928,0.767,0.699,0.963,0.804,0.44729682803154,"Malenka","rbf"
"43",43,0.865,0.659,0.53,0.952,0.707,0.398521661758423,"Malenka","rbf"
"44",44,0.874,0.664,0.533,0.952,0.712,0.339727997779846,"Malenka","rbf"
"45",45,0.862,0.612,0.378,1,0.612,0.212753221392632,"Malenka","rbf"
"46",46,0.871,0.664,0.532,0.955,0.71,0.35531884431839,"Malenka","rbf"
"47",47,0.886,0.683,0.465,1,0.683,0.356314659118652,"Malenka","rbf"
"48",48,0.844,0.737,0.624,1,0.737,0.423348128795624,"Malenka","rbf"
"49",49,0.835,0.602,0.602,0.667,0.935,0.396182358264923,"Malenka","rbf"
"50",50,0.886,0.659,0.55,0.9,0.759,0.334867984056473,"Malenka","rbf"
