"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.84,0.629,0.494,0.95,0.679,0.261120807494876,"Alotanypus","glm"
"2",2,0.855,0.557,0.491,0.773,0.785,0.315309131309553,"Alotanypus","glm"
"3",3,0.927,0.75,0.818,0.75,1,0.888220368269001,"Alotanypus","glm"
"4",4,0.873,0.725,0.7,0.84,0.885,0.300679323372145,"Alotanypus","glm"
"5",5,0.733,0.466,0.477,0.562,0.903,1,"Alotanypus","glm"
"6",6,0.602,0.205,0.27,0.235,0.97,1,"Alotanypus","glm"
"7",7,0.675,0.349,0.381,0.429,0.921,1,"Alotanypus","glm"
"8",8,0.893,0.656,0.574,0.842,0.814,0.259724625063592,"Alotanypus","glm"
"9",9,0.727,0.455,0.549,0.471,0.984,1,"Alotanypus","glm"
"10",10,0.81,0.523,0.313,1,0.523,0.148206760536475,"Alotanypus","glm"
"11",11,0.965,0.807,0.726,0.95,0.857,0.4,"Alotanypus","tree"
"12",12,0.969,0.8,0.669,1,0.8,0.285714285714286,"Alotanypus","tree"
"13",13,0.978,0.833,0.862,0.85,0.983,0.8,"Alotanypus","tree"
"14",14,0.949,0.789,0.737,0.92,0.869,0.4,"Alotanypus","tree"
"15",15,0.938,0.762,0.683,0.875,0.887,0.571428571428571,"Alotanypus","tree"
"16",16,0.941,0.805,0.685,0.941,0.864,0.5,"Alotanypus","tree"
"17",17,0.957,0.841,0.658,1,0.841,0.4,"Alotanypus","tree"
"18",18,0.957,0.831,0.705,1,0.831,0.375,"Alotanypus","tree"
"19",19,0.971,0.889,0.773,1,0.889,0.4,"Alotanypus","tree"
"20",20,0.966,0.79,0.727,0.882,0.908,0.4,"Alotanypus","tree"
"21",21,0.933,0.707,0.655,0.85,0.857,0.2926435303023,"Alotanypus","brt"
"22",22,0.976,0.863,0.85,0.909,0.954,0.319267408843094,"Alotanypus","brt"
"23",23,0.958,0.831,0.713,1,0.831,0.25052954483374,"Alotanypus","brt"
"24",24,0.953,0.845,0.789,0.96,0.885,0.313543870921704,"Alotanypus","brt"
"25",25,0.92,0.79,0.607,1,0.79,0.198002147285165,"Alotanypus","brt"
"26",26,0.937,0.848,0.696,1,0.848,0.233587063161522,"Alotanypus","brt"
"27",27,0.986,0.897,0.873,0.929,0.968,0.232904102617903,"Alotanypus","brt"
"28",28,0.959,0.844,0.829,0.895,0.949,0.293396798103681,"Alotanypus","brt"
"29",29,0.975,0.909,0.89,0.941,0.968,0.256054406120136,"Alotanypus","brt"
"30",30,0.963,0.864,0.795,0.941,0.923,0.247889180460912,"Alotanypus","brt"
"31",31,0.776,0.504,0.363,0.95,0.554,0.194706981113914,"Alotanypus","fda"
"32",32,0.787,0.469,0.543,0.5,0.969,0.40042278998306,"Alotanypus","fda"
"33",33,0.864,0.733,0.785,0.75,0.983,0.856564787486211,"Alotanypus","fda"
"34",34,0.824,0.534,0.575,0.6,0.934,0.286200099668811,"Alotanypus","fda"
"35",35,0.838,0.688,0.778,0.688,1,0.255022376991691,"Alotanypus","fda"
"36",36,0.899,0.684,0.507,0.941,0.742,0.0638185193952655,"Alotanypus","fda"
"37",37,0.935,0.865,0.799,0.929,0.937,0.107948987828827,"Alotanypus","fda"
"38",38,0.87,0.676,0.533,0.947,0.729,0.125968444093201,"Alotanypus","fda"
"39",39,0.824,0.556,0.623,0.588,0.968,0.239170446127931,"Alotanypus","fda"
"40",40,0.762,0.446,0.25,1,0.446,0.0850144961225562,"Alotanypus","fda"
"41",41,0.787,0.521,0.381,0.95,0.571,0.317027509212494,"Alotanypus","rbf"
"42",42,0.809,0.478,0.344,0.909,0.569,0.254704117774963,"Alotanypus","rbf"
"43",43,0.831,0.566,0.628,0.6,0.966,0.458654403686523,"Alotanypus","rbf"
"44",44,0.838,0.603,0.557,0.8,0.803,0.281779646873474,"Alotanypus","rbf"
"45",45,0.803,0.639,0.67,0.688,0.952,0.314587026834488,"Alotanypus","rbf"
"46",46,0.911,0.682,0.467,1,0.682,0.170469239354134,"Alotanypus","rbf"
"47",47,0.929,0.881,0.835,0.929,0.952,0.349796533584595,"Alotanypus","rbf"
"48",48,0.806,0.52,0.405,0.842,0.678,0.234212934970856,"Alotanypus","rbf"
"49",49,0.848,0.541,0.591,0.588,0.952,0.3804692029953,"Alotanypus","rbf"
"50",50,0.722,0.433,0.256,0.941,0.492,0.21184778213501,"Alotanypus","rbf"
