"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.87,0.586,0.43,1,0.586,0.184662886177319,"Callibaetis","glm"
"2",2,0.911,0.684,0.638,0.88,0.804,0.295327438656526,"Callibaetis","glm"
"3",3,0.85,0.531,0.289,1,0.531,0.102712232211065,"Callibaetis","glm"
"4",4,0.878,0.633,0.626,0.76,0.873,0.290903867366163,"Callibaetis","glm"
"5",5,0.782,0.564,0.57,0.71,0.854,1,"Callibaetis","glm"
"6",6,0.824,0.572,0.541,0.941,0.63,0.425344997616737,"Callibaetis","glm"
"7",7,0.917,0.694,0.681,0.778,0.917,0.23949834228485,"Callibaetis","glm"
"8",8,0.67,0.34,0.291,0.9,0.44,1,"Callibaetis","glm"
"9",9,0.855,0.592,0.476,0.909,0.683,0.237078260598912,"Callibaetis","glm"
"10",10,0.933,0.754,0.797,0.773,0.981,0.429469142250455,"Callibaetis","glm"
"11",11,0.911,0.681,0.583,0.905,0.776,0.333333333333333,"Callibaetis","tree"
"12",12,0.947,0.722,0.708,0.84,0.882,0.4,"Callibaetis","tree"
"13",13,0.904,0.719,0.478,1,0.719,0.2,"Callibaetis","tree"
"14",14,0.906,0.709,0.604,1,0.709,0.4,"Callibaetis","tree"
"15",15,0.933,0.778,0.765,0.903,0.875,0.6,"Callibaetis","tree"
"16",16,0.919,0.687,0.674,0.882,0.804,0.5,"Callibaetis","tree"
"17",17,0.95,0.811,0.714,0.944,0.867,0.4,"Callibaetis","tree"
"18",18,0.937,0.687,0.632,0.967,0.72,0.4,"Callibaetis","tree"
"19",19,0.939,0.788,0.698,0.955,0.833,0.428571428571429,"Callibaetis","tree"
"20",20,0.947,0.769,0.686,0.955,0.815,0.428571428571429,"Callibaetis","tree"
"21",21,0.902,0.759,0.626,1,0.759,0.25674015669082,"Callibaetis","brt"
"22",22,0.936,0.802,0.771,0.92,0.882,0.354449256811842,"Callibaetis","brt"
"23",23,0.953,0.828,0.634,1,0.828,0.190826848372517,"Callibaetis","brt"
"24",24,0.921,0.731,0.715,0.84,0.891,0.327852344902864,"Callibaetis","brt"
"25",25,0.931,0.718,0.675,0.968,0.75,0.375461311398458,"Callibaetis","brt"
"26",26,0.886,0.699,0.713,0.765,0.935,0.44633894647274,"Callibaetis","brt"
"27",27,0.907,0.694,0.546,0.944,0.75,0.231957845183485,"Callibaetis","brt"
"28",28,0.919,0.74,0.716,0.9,0.84,0.391567593218966,"Callibaetis","brt"
"29",29,0.863,0.582,0.59,0.682,0.9,0.308574636362002,"Callibaetis","brt"
"30",30,0.944,0.742,0.678,0.909,0.833,0.306156154280621,"Callibaetis","brt"
"31",31,0.837,0.542,0.511,0.714,0.828,0.24716849478752,"Callibaetis","fda"
"32",32,0.849,0.561,0.611,0.6,0.961,0.452280839800667,"Callibaetis","fda"
"33",33,0.794,0.525,0.572,0.571,0.953,0.25696290023097,"Callibaetis","fda"
"34",34,0.839,0.567,0.506,0.84,0.727,0.256553123177996,"Callibaetis","fda"
"35",35,0.896,0.685,0.648,0.935,0.75,0.329175697316191,"Callibaetis","fda"
"36",36,0.813,0.542,0.515,0.912,0.63,0.409796565984975,"Callibaetis","fda"
"37",37,0.844,0.561,0.608,0.611,0.95,0.376883983536545,"Callibaetis","fda"
"38",38,0.819,0.52,0.47,0.9,0.62,0.281966176452356,"Callibaetis","fda"
"39",39,0.857,0.588,0.451,0.955,0.633,0.160319250020781,"Callibaetis","fda"
"40",40,0.819,0.572,0.642,0.591,0.981,0.595093207403954,"Callibaetis","fda"
"41",41,0.856,0.572,0.524,0.762,0.81,0.27435103058815,"Callibaetis","rbf"
"42",42,0.827,0.521,0.573,0.56,0.961,0.397981613874435,"Callibaetis","rbf"
"43",43,0.862,0.627,0.706,0.643,0.984,0.357042908668518,"Callibaetis","rbf"
"44",44,0.843,0.571,0.495,0.88,0.691,0.334545820951462,"Callibaetis","rbf"
"45",45,0.872,0.614,0.562,0.968,0.646,0.379386961460114,"Callibaetis","rbf"
"46",46,0.781,0.541,0.527,0.824,0.717,0.471151143312454,"Callibaetis","rbf"
"47",47,0.836,0.561,0.608,0.611,0.95,0.3359694480896,"Callibaetis","rbf"
"48",48,0.781,0.48,0.5,0.6,0.88,0.435327798128128,"Callibaetis","rbf"
"49",49,0.835,0.503,0.503,0.636,0.867,0.277543902397156,"Callibaetis","rbf"
"50",50,0.872,0.658,0.548,0.955,0.704,0.28742441534996,"Callibaetis","rbf"
