"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.931,0.746,0.669,0.818,0.928,0.164252299514605,"Culicoides","glm"
"2",2,0.69,0.38,0.364,0.529,0.851,1,"Culicoides","glm"
"3",3,0.593,0.186,0.267,0.2,0.986,1,"Culicoides","glm"
"4",4,0.9,0.8,0.875,0.8,1,1,"Culicoides","glm"
"5",5,0.7,0.4,0.52,0.4,1,1,"Culicoides","glm"
"6",6,0.617,0.235,0.322,0.25,0.985,1,"Culicoides","glm"
"7",7,0.77,0.54,0.54,0.615,0.924,1,"Culicoides","glm"
"8",8,0.699,0.397,0.366,0.5,0.897,1,"Culicoides","glm"
"9",9,0.915,0.706,0.467,0.9,0.806,0.0779642412394466,"Culicoides","glm"
"10",10,0.867,0.6,0.712,0.6,1,0.484051909086879,"Culicoides","glm"
"11",11,0.987,0.928,0.779,1,0.928,0.444444444444444,"Culicoides","tree"
"12",12,0.955,0.762,0.614,0.941,0.821,0.25,"Culicoides","tree"
"13",13,0.964,0.89,0.662,1,0.89,0.333333333333333,"Culicoides","tree"
"14",14,0.964,0.812,0.522,1,0.812,0.166666666666667,"Culicoides","tree"
"15",15,0.947,0.738,0.514,1,0.738,0.25,"Culicoides","tree"
"16",16,0.941,0.8,0.555,1,0.8,0.2,"Culicoides","tree"
"17",17,0.967,0.833,0.622,1,0.833,0.2,"Culicoides","tree"
"18",18,0.96,0.838,0.571,1,0.838,0.2,"Culicoides","tree"
"19",19,0.893,0.731,0.414,1,0.731,0.2,"Culicoides","tree"
"20",20,0.903,0.705,0.506,0.933,0.771,0.2,"Culicoides","tree"
"21",21,0.995,0.986,0.949,1,0.986,0.252359921498822,"Culicoides","brt"
"22",22,0.939,0.748,0.648,0.882,0.866,0.23572857941336,"Culicoides","brt"
"23",23,0.982,0.932,0.766,1,0.932,0.181231210427501,"Culicoides","brt"
"24",24,0.958,0.828,0.707,0.9,0.928,0.207799161223826,"Culicoides","brt"
"25",25,0.919,0.733,0.561,0.933,0.8,0.206036533291063,"Culicoides","brt"
"26",26,0.987,0.923,0.789,1,0.923,0.195732268079236,"Culicoides","brt"
"27",27,0.971,0.894,0.735,1,0.894,0.184195194818295,"Culicoides","brt"
"28",28,0.947,0.768,0.572,0.9,0.868,0.16335004760659,"Culicoides","brt"
"29",29,0.931,0.74,0.682,0.8,0.94,0.173850749781397,"Culicoides","brt"
"30",30,0.938,0.767,0.678,0.867,0.9,0.205806717714164,"Culicoides","brt"
"31",31,0.792,0.636,0.751,0.636,1,0.589617342514688,"Culicoides","fda"
"32",32,0.816,0.514,0.537,0.588,0.925,0.198938840182062,"Culicoides","fda"
"33",33,0.784,0.485,0.254,0.8,0.685,0.0994832196229165,"Culicoides","fda"
"34",34,0.922,0.871,0.835,0.9,0.971,0.216763868046264,"Culicoides","fda"
"35",35,0.884,0.621,0.457,0.867,0.754,0.121691598159865,"Culicoides","fda"
"36",36,0.812,0.523,0.255,1,0.523,0.0642804732894734,"Culicoides","fda"
"37",37,0.828,0.617,0.598,0.692,0.924,0.317456992290227,"Culicoides","fda"
"38",38,0.835,0.574,0.256,1,0.574,0.0324867307918293,"Culicoides","fda"
"39",39,0.803,0.6,0.723,0.6,1,0.546505468957742,"Culicoides","fda"
"40",40,0.746,0.41,0.457,0.467,0.943,0.152339600498333,"Culicoides","fda"
"41",41,0.859,0.578,0.578,0.636,0.942,0.292297720909119,"Culicoides","rbf"
"42",42,0.744,0.485,0.544,0.529,0.955,0.299984216690063,"Culicoides","rbf"
"43",43,0.785,0.475,0.207,0.9,0.575,0.153032913804054,"Culicoides","rbf"
"44",44,0.914,0.871,0.835,0.9,0.971,0.451835632324219,"Culicoides","rbf"
"45",45,0.877,0.656,0.457,0.933,0.723,0.239157035946846,"Culicoides","rbf"
"46",46,0.858,0.609,0.37,0.917,0.692,0.181684017181396,"Culicoides","rbf"
"47",47,0.839,0.571,0.508,0.692,0.879,0.216262638568878,"Culicoides","rbf"
"48",48,0.724,0.415,0.175,0.9,0.515,0.137874186038971,"Culicoides","rbf"
"49",49,0.788,0.581,0.479,0.7,0.881,0.261096477508545,"Culicoides","rbf"
"50",50,0.71,0.381,0.402,0.467,0.914,0.289491206407547,"Culicoides","rbf"
