"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.553,0.105,0.135,0.167,0.938,1,"Tanypodinae","glm"
"2",2,0.756,0.512,0.478,0.684,0.828,1,"Tanypodinae","glm"
"3",3,0.515,0.03,0.041,0.077,0.953,1,"Tanypodinae","glm"
"4",4,0.737,0.474,0.394,0.929,0.545,1,"Tanypodinae","glm"
"5",5,0.588,0.177,0.23,0.211,0.966,1,"Tanypodinae","glm"
"6",6,0.93,0.789,0.69,1,0.789,0.227680315220097,"Tanypodinae","glm"
"7",7,0.839,0.678,0.496,1,0.678,1,"Tanypodinae","glm"
"8",8,0.843,0.713,0.597,0.882,0.831,0.347854394397194,"Tanypodinae","glm"
"9",9,0.623,0.246,0.322,0.263,0.983,1,"Tanypodinae","glm"
"10",10,0.91,0.767,0.697,0.9,0.867,0.367986543668461,"Tanypodinae","glm"
"11",11,0.932,0.72,0.609,0.889,0.831,0.4,"Tanypodinae","tree"
"12",12,0.972,0.86,0.86,0.895,0.966,0.6,"Tanypodinae","tree"
"13",13,0.958,0.797,0.57,1,0.797,0.2,"Tanypodinae","tree"
"14",14,0.969,0.838,0.838,0.893,0.945,0.6,"Tanypodinae","tree"
"15",15,0.97,0.829,0.749,0.947,0.881,0.428571428571429,"Tanypodinae","tree"
"16",16,0.957,0.805,0.795,0.875,0.93,0.6,"Tanypodinae","tree"
"17",17,0.962,0.847,0.722,1,0.847,0.4,"Tanypodinae","tree"
"18",18,0.964,0.787,0.659,0.941,0.846,0.333333333333333,"Tanypodinae","tree"
"19",19,0.979,0.814,0.723,0.947,0.867,0.285714285714286,"Tanypodinae","tree"
"20",20,0.936,0.75,0.634,0.95,0.8,0.333333333333333,"Tanypodinae","tree"
"21",21,0.926,0.695,0.62,0.833,0.862,0.249320942964536,"Tanypodinae","brt"
"22",22,0.929,0.792,0.694,0.947,0.845,0.283408298505726,"Tanypodinae","brt"
"23",23,0.947,0.767,0.601,0.923,0.844,0.181771592116945,"Tanypodinae","brt"
"24",24,0.94,0.801,0.748,0.964,0.836,0.376821154819649,"Tanypodinae","brt"
"25",25,0.923,0.829,0.749,0.947,0.881,0.304864170591521,"Tanypodinae","brt"
"26",26,0.95,0.754,0.645,1,0.754,0.282192378200951,"Tanypodinae","brt"
"27",27,0.936,0.746,0.578,1,0.746,0.220289692856267,"Tanypodinae","brt"
"28",28,0.938,0.731,0.686,0.824,0.908,0.239250201656794,"Tanypodinae","brt"
"29",29,0.979,0.917,0.841,1,0.917,0.307281211606969,"Tanypodinae","brt"
"30",30,0.91,0.733,0.647,0.9,0.833,0.267269828608098,"Tanypodinae","brt"
"31",31,0.748,0.421,0.35,0.667,0.754,0.262410559008715,"Tanypodinae","fda"
"32",32,0.823,0.552,0.378,1,0.552,0.183578597181291,"Tanypodinae","fda"
"33",33,0.695,0.409,0.227,0.846,0.562,0.19054645203265,"Tanypodinae","fda"
"34",34,0.801,0.476,0.424,0.821,0.655,0.426701020112327,"Tanypodinae","fda"
"35",35,0.758,0.507,0.35,0.947,0.559,0.236236252344781,"Tanypodinae","fda"
"36",36,0.865,0.684,0.562,1,0.684,0.283050797494785,"Tanypodinae","fda"
"37",37,0.836,0.593,0.405,1,0.593,0.285206954263189,"Tanypodinae","fda"
"38",38,0.76,0.467,0.303,0.882,0.585,0.234993666253318,"Tanypodinae","fda"
"39",39,0.85,0.667,0.49,1,0.667,0.298278876027032,"Tanypodinae","fda"
"40",40,0.801,0.583,0.432,0.95,0.633,0.260574785600927,"Tanypodinae","fda"
"41",41,0.82,0.56,0.378,0.944,0.615,0.238299340009689,"Tanypodinae","rbf"
"42",42,0.845,0.585,0.432,0.947,0.638,0.309677481651306,"Tanypodinae","rbf"
"43",43,0.75,0.471,0.281,0.846,0.625,0.226183220744133,"Tanypodinae","rbf"
"44",44,0.853,0.564,0.477,0.964,0.6,0.389439702033997,"Tanypodinae","rbf"
"45",45,0.768,0.507,0.35,0.947,0.559,0.3022401034832,"Tanypodinae","rbf"
"46",46,0.794,0.601,0.504,0.917,0.684,0.376108348369598,"Tanypodinae","rbf"
"47",47,0.879,0.678,0.496,1,0.678,0.299525916576385,"Tanypodinae","rbf"
"48",48,0.799,0.559,0.396,0.882,0.677,0.275066882371902,"Tanypodinae","rbf"
"49",49,0.889,0.728,0.637,0.895,0.833,0.419883131980896,"Tanypodinae","rbf"
"50",50,0.877,0.65,0.565,0.85,0.8,0.407467842102051,"Tanypodinae","rbf"
