"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.636,0.273,0.348,0.3,0.973,1,"Atrichopogon","glm"
"2",2,0.707,0.414,0.514,0.429,0.986,1,"Atrichopogon","glm"
"3",3,0.776,0.552,0.597,0.6,0.952,1,"Atrichopogon","glm"
"4",4,0.65,0.3,0.429,0.3,1,1,"Atrichopogon","glm"
"5",5,0.597,0.194,0.256,0.222,0.972,1,"Atrichopogon","glm"
"6",6,0.693,0.386,0.475,0.4,0.986,1,"Atrichopogon","glm"
"7",7,0.723,0.445,0.414,0.5,0.945,1,"Atrichopogon","glm"
"8",8,0.75,0.5,0.654,0.5,1,1,"Atrichopogon","glm"
"9",9,0.611,0.222,0.336,0.222,1,1,"Atrichopogon","glm"
"10",10,0.523,0.045,0.058,0.1,0.945,1,"Atrichopogon","glm"
"11",11,0.987,0.904,0.694,1,0.904,0.2,"Atrichopogon","tree"
"12",12,0.964,0.887,0.586,1,0.887,0.2,"Atrichopogon","tree"
"13",13,0.983,0.871,0.725,1,0.871,0.3,"Atrichopogon","tree"
"14",14,0.957,0.829,0.547,1,0.829,0.2,"Atrichopogon","tree"
"15",15,0.941,0.859,0.579,1,0.859,0.4,"Atrichopogon","tree"
"16",16,0.97,0.904,0.547,1,0.904,0.2,"Atrichopogon","tree"
"17",17,0.971,0.904,0.589,1,0.904,0.2,"Atrichopogon","tree"
"18",18,0.974,0.901,0.494,1,0.901,0.166666666666667,"Atrichopogon","tree"
"19",19,0.96,0.884,0.638,1,0.884,0.333333333333333,"Atrichopogon","tree"
"20",20,0.987,0.959,0.849,1,0.959,0.6,"Atrichopogon","tree"
"21",21,0.986,0.945,0.806,1,0.945,0.202380336077992,"Atrichopogon","brt"
"22",22,0.992,0.944,0.75,1,0.944,0.132881947102348,"Atrichopogon","brt"
"23",23,0.969,0.839,0.67,1,0.839,0.217394151850852,"Atrichopogon","brt"
"24",24,0.966,0.871,0.629,1,0.871,0.175574310728541,"Atrichopogon","brt"
"25",25,0.978,0.901,0.673,1,0.901,0.161035117836272,"Atrichopogon","brt"
"26",26,0.986,0.932,0.636,1,0.932,0.10695097386713,"Atrichopogon","brt"
"27",27,0.979,0.945,0.724,1,0.945,0.120897638785317,"Atrichopogon","brt"
"28",28,1,1,1,1,1,0.110086200857182,"Atrichopogon","brt"
"29",29,0.989,0.957,0.835,1,0.957,0.183068487009248,"Atrichopogon","brt"
"30",30,0.966,0.849,0.576,1,0.849,0.169991399656135,"Atrichopogon","brt"
"31",31,0.803,0.53,0.25,0.9,0.63,0.0371698688236063,"Atrichopogon","fda"
"32",32,0.885,0.718,0.314,1,0.718,0.0061641480789184,"Atrichopogon","fda"
"33",33,0.857,0.542,0.408,0.8,0.742,0.0953263077209791,"Atrichopogon","fda"
"34",34,0.843,0.643,0.464,0.8,0.843,0.125151741029498,"Atrichopogon","fda"
"35",35,0.831,0.732,0.381,1,0.732,0.133031918838605,"Atrichopogon","fda"
"36",36,0.841,0.671,0.207,1,0.671,0.0291043906022907,"Atrichopogon","fda"
"37",37,0.813,0.562,0.163,1,0.562,0.000778492048538719,"Atrichopogon","fda"
"38",38,0.884,0.732,0.226,1,0.732,2.47573584379168e-05,"Atrichopogon","fda"
"39",39,0.831,0.667,0.316,1,0.667,0.055723456017902,"Atrichopogon","fda"
"40",40,0.804,0.548,0.226,1,0.548,0.0787585248635725,"Atrichopogon","fda"
"41",41,0.77,0.573,0.627,0.6,0.973,0.319844156503677,"Atrichopogon","rbf"
"42",42,0.844,0.604,0.288,0.857,0.746,0.100469827651978,"Atrichopogon","rbf"
"43",43,0.876,0.639,0.543,0.8,0.839,0.243300765752792,"Atrichopogon","rbf"
"44",44,0.813,0.557,0.429,0.7,0.857,0.199436023831367,"Atrichopogon","rbf"
"45",45,0.808,0.592,0.246,1,0.592,0.153977870941162,"Atrichopogon","rbf"
"46",46,0.885,0.753,0.281,1,0.753,0.114578872919083,"Atrichopogon","rbf"
"47",47,0.74,0.5,0.649,0.5,1,0.576889395713806,"Atrichopogon","rbf"
"48",48,0.803,0.5,0.654,0.5,1,0.444725573062897,"Atrichopogon","rbf"
"49",49,0.894,0.783,0.454,1,0.783,0.182251662015915,"Atrichopogon","rbf"
"50",50,0.838,0.663,0.493,0.8,0.863,0.188728630542755,"Atrichopogon","rbf"
