"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.571,0.143,0.143,0.2,0.943,1,"Sanfilippodytes","glm"
"2",3,0.713,0.425,0.17,0.889,0.536,1,"Sanfilippodytes","glm"
"3",4,0.667,0.333,0.479,0.333,1,1,"Sanfilippodytes","glm"
"4",6,0.827,0.653,0.653,0.667,0.987,1,"Sanfilippodytes","glm"
"5",7,0.667,0.333,0.491,0.333,1,1,"Sanfilippodytes","glm"
"6",8,0.479,-0.042,-0.055,0,0.958,1,"Sanfilippodytes","glm"
"7",9,1,1,1,1,1,0.999999999934964,"Sanfilippodytes","glm"
"8",10,0.551,0.102,0.126,0.143,0.959,1,"Sanfilippodytes","glm"
"9",11,0.961,0.914,0.587,1,0.914,0.4,"Sanfilippodytes","glm"
"10",12,0.966,0.803,0.452,1,0.803,0.111111111111111,"Sanfilippodytes","glm"
"11",13,0.968,0.87,0.606,1,0.87,0.2,"Sanfilippodytes","tree"
"12",14,0.987,0.926,0.671,1,0.926,0.2,"Sanfilippodytes","tree"
"13",15,0.972,0.861,0.446,1,0.861,0.111111111111111,"Sanfilippodytes","tree"
"14",16,0.964,0.907,0.428,1,0.907,0.2,"Sanfilippodytes","tree"
"15",17,0.966,0.91,0.429,1,0.91,0.2,"Sanfilippodytes","tree"
"16",18,0.962,0.887,0.551,1,0.887,0.2,"Sanfilippodytes","tree"
"17",19,0.981,0.962,0.556,1,0.962,0.4,"Sanfilippodytes","tree"
"18",20,0.954,0.849,0.497,1,0.849,0.166666666666667,"Sanfilippodytes","tree"
"19",21,0.957,0.871,0.475,1,0.871,0.0930453885926244,"Sanfilippodytes","tree"
"20",22,0.968,0.845,0.525,1,0.845,0.111492726979015,"Sanfilippodytes","tree"
"21",23,0.96,0.87,0.606,1,0.87,0.146336581107099,"Sanfilippodytes","brt"
"22",24,0.99,0.956,0.778,1,0.956,0.12410713112743,"Sanfilippodytes","brt"
"23",25,0.986,0.944,0.688,1,0.944,0.111320989722477,"Sanfilippodytes","brt"
"24",26,0.991,0.973,0.737,1,0.973,0.088991033794071,"Sanfilippodytes","brt"
"25",27,0.974,0.936,0.52,1,0.936,0.0803194332301861,"Sanfilippodytes","brt"
"26",28,0.965,0.819,0.819,0.833,0.986,0.163970522405734,"Sanfilippodytes","brt"
"27",29,1,1,1,1,1,0.174670994745184,"Sanfilippodytes","brt"
"28",30,0.971,0.83,0.779,0.857,0.973,0.185906069924016,"Sanfilippodytes","brt"
"29",31,0.909,0.743,0.581,0.8,0.943,0.146489210542142,"Sanfilippodytes","brt"
"30",32,0.868,0.831,0.499,1,0.831,0.163549129082701,"Sanfilippodytes","brt"
"31",33,0.762,0.454,0.189,0.889,0.565,0.091283799389466,"Sanfilippodytes","fda"
"32",34,0.85,0.676,0.253,1,0.676,0.0712197496174271,"Sanfilippodytes","fda"
"33",35,0.875,0.722,0.252,1,0.722,0.0867792941391582,"Sanfilippodytes","fda"
"34",36,0.844,0.667,0.794,0.667,1,0.567219122786997,"Sanfilippodytes","fda"
"35",37,0.829,0.603,0.101,1,0.603,8.49107838826883e-05,"Sanfilippodytes","fda"
"36",38,0.824,0.582,0.446,0.667,0.915,0.131161821524103,"Sanfilippodytes","fda"
"37",39,1,1,1,1,1,0.999954462662418,"Sanfilippodytes","fda"
"38",40,0.867,0.646,0.541,0.714,0.932,0.0722145011362905,"Sanfilippodytes","fda"
"39",41,0.921,0.771,0.31,1,0.771,0.104444324970245,"Sanfilippodytes","fda"
"40",42,0.938,0.819,0.702,0.875,0.944,0.198970705270767,"Sanfilippodytes","fda"
"41",43,0.783,0.469,0.199,0.889,0.58,0.153741925954819,"Sanfilippodytes","43"
"42",44,0.767,0.603,0.198,1,0.603,0.143788129091263,"Sanfilippodytes","44"
"43",45,0.889,0.703,0.451,0.8,0.903,0.146834462881088,"Sanfilippodytes","45"
"44",46,0.92,0.773,0.208,1,0.773,0.102014802396297,"Sanfilippodytes","46"
"45",47,0.876,0.718,0.159,1,0.718,0.0976637154817581,"Sanfilippodytes","47"
"46",48,0.864,0.676,0.245,1,0.676,0.131691932678223,"Sanfilippodytes","48"
"47",49,1,1,1,1,1,0.461573868989944,"Sanfilippodytes","49"
"48",50,0.806,0.646,0.541,0.714,0.932,0.255426198244095,"Sanfilippodytes","50"
