"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.885,0.771,0.772,0.821,0.95,1,"Tricorythodes","glm"
"2",2,0.808,0.617,0.513,0.962,0.655,1,"Tricorythodes","glm"
"3",3,0.83,0.627,0.63,0.897,0.73,0.603236216077371,"Tricorythodes","glm"
"4",4,0.829,0.658,0.653,0.976,0.682,1,"Tricorythodes","glm"
"5",5,0.669,0.337,0.336,0.512,0.825,1,"Tricorythodes","glm"
"6",6,0.88,0.76,0.74,0.97,0.791,1,"Tricorythodes","glm"
"7",7,0.905,0.826,0.786,1,0.826,0.405125266024158,"Tricorythodes","glm"
"8",8,0.833,0.667,0.615,1,0.667,1,"Tricorythodes","glm"
"9",9,0.704,0.408,0.423,0.457,0.951,1,"Tricorythodes","glm"
"10",10,0.933,0.799,0.785,0.973,0.826,0.523549160103415,"Tricorythodes","glm"
"11",11,0.961,0.771,0.772,0.846,0.925,0.666666666666667,"Tricorythodes","tree"
"12",12,0.956,0.789,0.72,0.962,0.828,0.375,"Tricorythodes","tree"
"13",13,0.963,0.816,0.816,0.897,0.919,0.714285714285714,"Tricorythodes","tree"
"14",14,0.94,0.745,0.744,0.881,0.864,0.5,"Tricorythodes","tree"
"15",15,0.973,0.827,0.827,0.927,0.9,0.6,"Tricorythodes","tree"
"16",16,0.97,0.825,0.837,0.848,0.977,0.956521739130435,"Tricorythodes","tree"
"17",17,0.965,0.81,0.804,0.897,0.913,0.625,"Tricorythodes","tree"
"18",18,0.949,0.781,0.75,0.969,0.812,0.4,"Tricorythodes","tree"
"19",19,0.947,0.76,0.761,0.857,0.902,0.666666666666667,"Tricorythodes","tree"
"20",20,0.972,0.848,0.853,0.892,0.957,0.6,"Tricorythodes","tree"
"21",21,0.916,0.672,0.671,0.872,0.8,0.465359538970403,"Tricorythodes","brt"
"22",22,0.953,0.837,0.811,0.923,0.914,0.351779200285843,"Tricorythodes","brt"
"23",23,0.927,0.737,0.737,0.872,0.865,0.56325199268665,"Tricorythodes","brt"
"24",24,0.931,0.765,0.767,0.833,0.932,0.57488359931901,"Tricorythodes","brt"
"25",25,0.935,0.804,0.803,0.854,0.95,0.526809628107482,"Tricorythodes","brt"
"26",26,0.967,0.877,0.868,0.97,0.907,0.539744508560703,"Tricorythodes","brt"
"27",27,0.957,0.828,0.855,0.828,1,0.550628057365571,"Tricorythodes","brt"
"28",28,0.949,0.812,0.776,1,0.812,0.328558876019649,"Tricorythodes","brt"
"29",29,0.909,0.69,0.703,0.714,0.976,0.563683564533477,"Tricorythodes","brt"
"30",30,0.952,0.816,0.827,0.838,0.978,0.499210086928331,"Tricorythodes","brt"
"31",31,0.95,0.774,0.773,0.974,0.8,0.647918439781312,"Tricorythodes","fda"
"32",32,0.843,0.63,0.543,0.923,0.707,0.421688853630714,"Tricorythodes","fda"
"33",33,0.825,0.656,0.657,0.872,0.784,0.700875752289943,"Tricorythodes","fda"
"34",34,0.898,0.748,0.745,0.952,0.795,0.740182095456595,"Tricorythodes","fda"
"35",35,0.796,0.527,0.529,0.927,0.6,0.518411588040805,"Tricorythodes","fda"
"36",36,0.919,0.814,0.792,1,0.814,0.77728130010438,"Tricorythodes","fda"
"37",37,0.87,0.701,0.675,0.897,0.804,0.508794345056024,"Tricorythodes","fda"
"38",38,0.887,0.771,0.729,1,0.771,0.550143503219908,"Tricorythodes","fda"
"39",39,0.912,0.748,0.738,0.943,0.805,0.575566741780619,"Tricorythodes","fda"
"40",40,0.824,0.598,0.577,0.946,0.652,0.35518669451951,"Tricorythodes","fda"
"41",41,0.933,0.748,0.747,0.923,0.825,0.581719398498535,"Tricorythodes","rbf"
"42",42,0.811,0.531,0.423,0.962,0.569,0.361788958311081,"Tricorythodes","rbf"
"43",43,0.796,0.604,0.605,0.821,0.784,0.675917446613312,"Tricorythodes","rbf"
"44",44,0.889,0.702,0.699,0.952,0.75,0.545055627822876,"Tricorythodes","rbf"
"45",45,0.848,0.552,0.554,0.927,0.625,0.491443395614624,"Tricorythodes","rbf"
"46",46,0.903,0.76,0.74,0.97,0.791,0.538623452186584,"Tricorythodes","rbf"
"47",47,0.888,0.735,0.704,0.931,0.804,0.496472179889679,"Tricorythodes","rbf"
"48",48,0.85,0.594,0.545,0.969,0.625,0.405757516622543,"Tricorythodes","rbf"
"49",49,0.856,0.585,0.58,0.829,0.756,0.531244039535522,"Tricorythodes","rbf"
"50",50,0.723,0.485,0.475,0.811,0.674,0.562442183494568,"Tricorythodes","rbf"
