"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.645,0.29,0.339,0.333,0.957,1,"Dolichopodidae","glm"
"2",2,0.967,0.917,0.917,0.933,0.984,0.435826280582141,"Dolichopodidae","glm"
"3",3,0.922,0.765,0.613,0.929,0.836,0.215063394813343,"Dolichopodidae","glm"
"4",4,0.958,0.771,0.7,0.9,0.871,0.209111929552519,"Dolichopodidae","glm"
"5",5,0.905,0.736,0.425,1,0.736,0.0808154073723535,"Dolichopodidae","glm"
"6",6,0.752,0.504,0.446,0.6,0.904,1,"Dolichopodidae","glm"
"7",7,0.936,0.814,0.523,1,0.814,0.0916195038811891,"Dolichopodidae","glm"
"8",8,0.944,0.838,0.726,0.909,0.929,0.117374845466369,"Dolichopodidae","glm"
"9",9,0.763,0.525,0.544,0.583,0.942,1,"Dolichopodidae","glm"
"10",10,0.968,0.866,0.677,1,0.866,0.104004821923242,"Dolichopodidae","glm"
"11",11,0.935,0.841,0.549,1,0.841,0.375,"Dolichopodidae","tree"
"12",12,0.973,0.819,0.711,0.933,0.885,0.2,"Dolichopodidae","tree"
"13",13,0.986,0.852,0.683,1,0.852,0.2,"Dolichopodidae","tree"
"14",14,0.969,0.805,0.709,0.95,0.855,0.4,"Dolichopodidae","tree"
"15",15,0.941,0.806,0.523,1,0.806,0.2,"Dolichopodidae","tree"
"16",16,0.943,0.877,0.631,1,0.877,0.5,"Dolichopodidae","tree"
"17",17,0.946,0.871,0.629,1,0.871,0.4,"Dolichopodidae","tree"
"18",18,0.947,0.814,0.544,1,0.814,0.2,"Dolichopodidae","tree"
"19",19,0.97,0.855,0.636,1,0.855,0.285714285714286,"Dolichopodidae","tree"
"20",20,0.962,0.821,0.598,1,0.821,0.2,"Dolichopodidae","tree"
"21",21,0.968,0.899,0.671,1,0.899,0.150190084160538,"Dolichopodidae","brt"
"22",22,0.974,0.918,0.816,1,0.918,0.216905499864611,"Dolichopodidae","brt"
"23",23,0.958,0.814,0.698,0.929,0.885,0.251046969403786,"Dolichopodidae","brt"
"24",24,0.961,0.887,0.793,1,0.887,0.272562889816329,"Dolichopodidae","brt"
"25",25,0.977,0.854,0.765,0.909,0.944,0.158610323930224,"Dolichopodidae","brt"
"26",26,0.979,0.904,0.694,1,0.904,0.150076289568554,"Dolichopodidae","brt"
"27",27,0.994,0.971,0.895,1,0.971,0.174550617671258,"Dolichopodidae","brt"
"28",28,0.971,0.829,0.568,1,0.829,0.140758801918794,"Dolichopodidae","brt"
"29",29,0.957,0.79,0.764,0.833,0.957,0.206332747848973,"Dolichopodidae","brt"
"30",30,0.978,0.908,0.908,0.923,0.985,0.240733100929766,"Dolichopodidae","brt"
"31",31,0.778,0.536,0.416,0.667,0.87,0.0682873425463557,"Dolichopodidae","fda"
"32",32,0.822,0.584,0.667,0.6,0.984,0.422944281481441,"Dolichopodidae","fda"
"33",33,0.829,0.61,0.665,0.643,0.967,0.628126667202155,"Dolichopodidae","fda"
"34",34,0.832,0.619,0.63,0.7,0.919,0.366437164462784,"Dolichopodidae","fda"
"35",35,0.836,0.528,0.229,1,0.528,0.0375386821164531,"Dolichopodidae","fda"
"36",36,0.858,0.618,0.547,0.7,0.918,0.133111581582101,"Dolichopodidae","fda"
"37",37,0.719,0.429,0.429,0.5,0.929,0.112389091109369,"Dolichopodidae","fda"
"38",38,0.844,0.622,0.703,0.636,0.986,0.214199355474752,"Dolichopodidae","fda"
"39",39,0.822,0.565,0.278,1,0.565,0.0475717271829306,"Dolichopodidae","fda"
"40",40,0.904,0.662,0.706,0.692,0.97,0.403680857412386,"Dolichopodidae","fda"
"41",41,0.821,0.527,0.244,0.889,0.638,0.0404341518878937,"Dolichopodidae","rbf"
"42",42,0.882,0.607,0.378,1,0.607,0.217986971139908,"Dolichopodidae","rbf"
"43",43,0.766,0.571,0.684,0.571,1,0.660718202590942,"Dolichopodidae","rbf"
"44",44,0.85,0.608,0.505,0.85,0.758,0.214061617851257,"Dolichopodidae","rbf"
"45",45,0.769,0.47,0.359,0.636,0.833,0.180584907531738,"Dolichopodidae","rbf"
"46",46,0.805,0.522,0.365,0.7,0.822,0.175791069865227,"Dolichopodidae","rbf"
"47",47,0.806,0.614,0.285,1,0.614,0.116765901446342,"Dolichopodidae","rbf"
"48",48,0.809,0.556,0.413,0.727,0.829,0.165222674608231,"Dolichopodidae","rbf"
"49",49,0.786,0.536,0.255,1,0.536,0.118578404188156,"Dolichopodidae","rbf"
"50",50,0.909,0.65,0.563,0.769,0.881,0.366590976715088,"Dolichopodidae","rbf"
