"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.93,0.785,0.785,0.952,0.833,0.802681835819842,"Simulium","glm"
"2",2,0.932,0.788,0.818,0.98,0.808,0.553424822813882,"Simulium","glm"
"3",3,0.69,0.38,0.431,0.935,0.444,1,"Simulium","glm"
"4",4,0.658,0.315,0.277,0.815,0.5,1,"Simulium","glm"
"5",5,0.881,0.686,0.53,0.742,0.944,0.812347718018186,"Simulium","glm"
"6",6,0.871,0.718,0.753,0.968,0.75,0.627963572595723,"Simulium","glm"
"7",7,0.894,0.7,0.735,0.961,0.739,0.615062546882686,"Simulium","glm"
"8",8,0.851,0.706,0.789,1,0.706,0.391126984121331,"Simulium","glm"
"9",9,0.872,0.617,0.46,0.667,0.95,0.843990751266986,"Simulium","glm"
"10",10,0.699,0.398,0.409,0.898,0.5,1,"Simulium","glm"
"11",11,0.961,0.806,0.652,0.806,1,1,"Simulium","tree"
"12",12,0.97,0.865,0.881,0.98,0.885,0.8,"Simulium","tree"
"13",13,0.901,0.753,0.724,0.919,0.833,0.944444444444444,"Simulium","tree"
"14",14,0.946,0.892,0.746,0.892,1,1,"Simulium","tree"
"15",15,0.973,0.815,0.717,0.871,0.944,0.8,"Simulium","tree"
"16",16,0.933,0.794,0.609,0.794,1,1,"Simulium","tree"
"17",17,0.974,0.835,0.815,0.922,0.913,0.75,"Simulium","tree"
"18",18,0.927,0.741,0.602,0.8,0.941,0.833333333333333,"Simulium","tree"
"19",19,0.935,0.71,0.606,0.81,0.9,0.8,"Simulium","tree"
"20",20,0.991,0.895,0.871,0.966,0.929,0.833333333333333,"Simulium","tree"
"21",21,0.922,0.697,0.684,0.919,0.778,0.708746575335418,"Simulium","brt"
"22",22,0.888,0.628,0.605,0.82,0.808,0.628412649249262,"Simulium","brt"
"23",23,0.915,0.681,0.655,0.903,0.778,0.718025030795555,"Simulium","brt"
"24",24,0.896,0.708,0.462,0.708,1,0.802022639175211,"Simulium","brt"
"25",25,0.95,0.824,0.793,0.935,0.889,0.71712729852438,"Simulium","brt"
"26",26,0.923,0.701,0.642,0.889,0.812,0.79779324478274,"Simulium","brt"
"27",27,0.918,0.721,0.638,0.765,0.957,0.672374823208455,"Simulium","brt"
"28",28,0.9,0.682,0.564,0.8,0.882,0.775183320171926,"Simulium","brt"
"29",29,0.937,0.737,0.737,0.937,0.8,0.689365916504019,"Simulium","brt"
"30",30,0.956,0.881,0.74,0.881,1,0.791747232911677,"Simulium","brt"
"31",31,0.927,0.753,0.724,0.919,0.833,0.980142405737136,"Simulium","fda"
"32",32,0.902,0.643,0.579,0.72,0.923,0.833438609677783,"Simulium","fda"
"33",33,0.828,0.504,0.401,0.726,0.778,0.906627806779463,"Simulium","fda"
"34",34,0.825,0.555,0.415,0.769,0.786,0.954994055636846,"Simulium","fda"
"35",35,0.863,0.658,0.671,0.935,0.722,0.8652925118683,"Simulium","fda"
"36",36,0.846,0.671,0.655,0.921,0.75,0.804871114583278,"Simulium","fda"
"37",37,0.731,0.419,0.338,0.549,0.87,0.772163879434542,"Simulium","fda"
"38",38,0.839,0.639,0.653,0.933,0.706,0.730051952102283,"Simulium","fda"
"39",39,0.83,0.571,0.391,0.571,1,0.88565393380135,"Simulium","fda"
"40",40,0.866,0.61,0.375,0.61,1,0.965020185846147,"Simulium","fda"
"41",41,0.659,0.418,0.38,0.806,0.611,0.431559264659882,"Simulium","rbf"
"42",42,0.845,0.572,0.583,0.88,0.692,0.618703842163086,"Simulium","rbf"
"43",43,0.728,0.419,0.455,0.919,0.5,0.67573744058609,"Simulium","rbf"
"44",44,0.789,0.581,0.598,0.938,0.643,0.65436989068985,"Simulium","rbf"
"45",45,0.801,0.577,0.535,0.855,0.722,0.754431068897247,"Simulium","rbf"
"46",46,0.877,0.701,0.642,0.889,0.812,0.661506175994873,"Simulium","rbf"
"47",47,0.682,0.491,0.509,0.882,0.609,0.635852932929993,"Simulium","rbf"
"48",48,0.619,0.321,0.321,0.85,0.471,-3.59964323043823,"Simulium","rbf"
"49",49,0.849,0.712,0.575,0.762,0.95,0.791015028953552,"Simulium","rbf"
"50",50,0.862,0.627,0.392,0.627,1,0.882275223731995,"Simulium","rbf"
