"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.899,0.798,0.756,0.889,0.909,1,"Alotanypus","glm"
"2",2,0.748,0.497,0.265,0.923,0.574,1,"Alotanypus","glm"
"3",3,0.793,0.467,0.591,0.467,1,0.548502238151207,"Alotanypus","glm"
"4",4,0.886,0.664,0.694,0.72,0.944,0.408951163497651,"Alotanypus","glm"
"5",5,0.908,0.779,0.621,0.929,0.851,0.328323751908522,"Alotanypus","glm"
"6",6,0.664,0.327,0.381,0.389,0.938,1,"Alotanypus","glm"
"7",7,0.826,0.652,0.729,0.667,0.986,1,"Alotanypus","glm"
"8",8,0.701,0.402,0.465,0.45,0.952,1,"Alotanypus","glm"
"9",9,0.703,0.406,0.485,0.438,0.968,1,"Alotanypus","glm"
"10",10,0.923,0.733,0.51,1,0.733,0.149293333797638,"Alotanypus","glm"
"11",11,0.976,0.873,0.772,1,0.873,0.4,"Alotanypus","tree"
"12",12,0.962,0.853,0.651,1,0.853,0.4,"Alotanypus","tree"
"13",13,0.958,0.831,0.632,1,0.831,0.2,"Alotanypus","tree"
"14",14,0.941,0.719,0.637,0.96,0.759,0.333333333333333,"Alotanypus","tree"
"15",15,0.975,0.806,0.589,1,0.806,0.2,"Alotanypus","tree"
"16",16,0.96,0.837,0.747,0.944,0.892,0.5,"Alotanypus","tree"
"17",17,0.946,0.786,0.564,1,0.786,0.25,"Alotanypus","tree"
"18",18,0.95,0.785,0.772,0.85,0.935,0.666666666666667,"Alotanypus","tree"
"19",19,0.941,0.731,0.571,0.938,0.794,0.333333333333333,"Alotanypus","tree"
"20",20,0.915,0.767,0.554,1,0.767,0.2,"Alotanypus","tree"
"21",21,0.951,0.798,0.756,0.889,0.909,0.311738200026089,"Alotanypus","brt"
"22",22,0.914,0.761,0.581,0.923,0.838,0.171723313448333,"Alotanypus","brt"
"23",23,0.961,0.853,0.876,0.867,0.986,0.211537333979241,"Alotanypus","brt"
"24",24,0.899,0.664,0.694,0.72,0.944,0.396478460487252,"Alotanypus","brt"
"25",25,0.961,0.884,0.837,0.929,0.955,0.262615673010125,"Alotanypus","brt"
"26",26,0.93,0.791,0.67,0.944,0.846,0.239309755691468,"Alotanypus","brt"
"27",27,0.956,0.819,0.692,0.933,0.886,0.208403272846912,"Alotanypus","brt"
"28",28,0.95,0.79,0.648,1,0.79,0.242930360918796,"Alotanypus","brt"
"29",29,0.922,0.732,0.629,0.875,0.857,0.217135124093383,"Alotanypus","brt"
"30",30,0.973,0.833,0.654,1,0.833,0.190073763251233,"Alotanypus","brt"
"31",31,0.925,0.833,0.883,0.833,1,0.964853423978905,"Alotanypus","fda"
"32",32,0.829,0.607,0.486,0.769,0.838,0.106176757638046,"Alotanypus","fda"
"33",33,0.706,0.386,0.489,0.4,0.986,0.537617998740167,"Alotanypus","fda"
"34",34,0.86,0.664,0.694,0.72,0.944,0.171442111029104,"Alotanypus","fda"
"35",35,0.846,0.675,0.465,0.929,0.746,0.173923476524267,"Alotanypus","fda"
"36",36,0.884,0.636,0.691,0.667,0.969,0.453964322636317,"Alotanypus","fda"
"37",37,0.903,0.705,0.744,0.733,0.971,0.0422093330880268,"Alotanypus","fda"
"38",38,0.885,0.584,0.662,0.6,0.984,0.459949511406583,"Alotanypus","fda"
"39",39,0.832,0.576,0.551,0.688,0.889,0.131085890878894,"Alotanypus","fda"
"40",40,0.837,0.626,0.703,0.643,0.983,0.391209774085916,"Alotanypus","fda"
"41",41,0.912,0.816,0.787,0.889,0.927,0.470510423183441,"Alotanypus","rbf"
"42",42,0.844,0.663,0.707,0.692,0.971,0.231481671333313,"Alotanypus","rbf"
"43",43,0.729,0.385,0.276,0.667,0.718,0.173699215054512,"Alotanypus","rbf"
"44",44,0.798,0.59,0.59,0.72,0.87,0.359232366085052,"Alotanypus","rbf"
"45",45,0.844,0.675,0.465,0.929,0.746,0.285323888063431,"Alotanypus","rbf"
"46",46,0.859,0.605,0.63,0.667,0.938,0.472312390804291,"Alotanypus","rbf"
"47",47,0.868,0.705,0.744,0.733,0.971,0.282018661499023,"Alotanypus","rbf"
"48",48,0.864,0.565,0.387,1,0.565,0.203749120235443,"Alotanypus","rbf"
"49",49,0.852,0.656,0.705,0.688,0.968,0.293463349342346,"Alotanypus","rbf"
"50",50,0.8,0.61,0.664,0.643,0.967,0.350147366523743,"Alotanypus","rbf"
