"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.903,0.824,0.749,1,0.824,0.425077811567174,"Rheocricotopus","glm"
"2",2,0.915,0.68,0.686,0.778,0.902,0.411366976495295,"Rheocricotopus","glm"
"3",3,0.769,0.42,0.352,1,0.42,0.173293676259364,"Rheocricotopus","glm"
"4",4,0.785,0.569,0.531,0.909,0.66,1,"Rheocricotopus","glm"
"5",5,0.9,0.673,0.639,0.971,0.702,0.392916803107349,"Rheocricotopus","glm"
"6",6,0.697,0.393,0.37,0.882,0.511,1,"Rheocricotopus","glm"
"7",7,0.688,0.375,0.459,0.375,1,1,"Rheocricotopus","glm"
"8",8,0.864,0.586,0.563,0.972,0.614,0.26401724248083,"Rheocricotopus","glm"
"9",9,0.712,0.424,0.352,0.964,0.46,1,"Rheocricotopus","glm"
"10",10,0.882,0.598,0.57,0.939,0.659,0.418673306694058,"Rheocricotopus","glm"
"11",11,0.971,0.841,0.797,0.958,0.882,0.4,"Rheocricotopus","tree"
"12",12,0.948,0.765,0.692,1,0.765,0.428571428571429,"Rheocricotopus","tree"
"13",13,0.942,0.74,0.716,0.9,0.84,0.4,"Rheocricotopus","tree"
"14",14,0.955,0.769,0.754,0.909,0.86,0.4,"Rheocricotopus","tree"
"15",15,0.966,0.864,0.85,0.971,0.894,0.666666666666667,"Rheocricotopus","tree"
"16",16,0.958,0.742,0.742,0.853,0.889,0.625,"Rheocricotopus","tree"
"17",17,0.971,0.838,0.78,0.958,0.879,0.4,"Rheocricotopus","tree"
"18",18,0.937,0.707,0.7,0.889,0.818,0.5,"Rheocricotopus","tree"
"19",19,0.934,0.729,0.685,0.929,0.8,0.375,"Rheocricotopus","tree"
"20",20,0.957,0.75,0.739,0.909,0.841,0.428571428571429,"Rheocricotopus","tree"
"21",21,0.94,0.799,0.765,0.917,0.882,0.395626595732082,"Rheocricotopus","brt"
"22",22,0.947,0.845,0.81,0.963,0.882,0.367190887542696,"Rheocricotopus","brt"
"23",23,0.892,0.793,0.768,0.933,0.86,0.384333319680218,"Rheocricotopus","brt"
"24",24,0.936,0.759,0.751,0.879,0.88,0.421034656559289,"Rheocricotopus","brt"
"25",25,0.914,0.712,0.701,0.882,0.83,0.441267595354248,"Rheocricotopus","brt"
"26",26,0.912,0.689,0.656,1,0.689,0.399042793331463,"Rheocricotopus","brt"
"27",27,0.946,0.761,0.702,0.917,0.845,0.293925294802124,"Rheocricotopus","brt"
"28",28,0.954,0.871,0.873,0.917,0.955,0.485748145445554,"Rheocricotopus","brt"
"29",29,0.906,0.749,0.71,0.929,0.82,0.381572353071047,"Rheocricotopus","brt"
"30",30,0.881,0.667,0.677,0.758,0.909,0.484746429830221,"Rheocricotopus","brt"
"31",31,0.846,0.647,0.54,1,0.647,0.417778489440311,"Rheocricotopus","fda"
"32",32,0.878,0.612,0.546,0.926,0.686,0.242737056007873,"Rheocricotopus","fda"
"33",33,0.74,0.427,0.364,0.967,0.46,0.262522176430454,"Rheocricotopus","fda"
"34",34,0.852,0.576,0.621,0.576,1,0.657085620908865,"Rheocricotopus","fda"
"35",35,0.885,0.651,0.616,0.971,0.681,0.466763484110373,"Rheocricotopus","fda"
"36",36,0.843,0.69,0.673,0.912,0.778,0.485014782118211,"Rheocricotopus","fda"
"37",37,0.8,0.517,0.385,1,0.517,0.212601246383781,"Rheocricotopus","fda"
"38",38,0.834,0.553,0.535,0.917,0.636,0.545280103803033,"Rheocricotopus","fda"
"39",39,0.816,0.593,0.542,0.893,0.7,0.400782413010667,"Rheocricotopus","fda"
"40",40,0.849,0.561,0.569,0.697,0.864,0.549252324245301,"Rheocricotopus","fda"
"41",41,0.808,0.64,0.582,0.875,0.765,0.470296204090118,"Rheocricotopus","rbf"
"42",42,0.82,0.514,0.441,0.926,0.588,0.339946389198303,"Rheocricotopus","rbf"
"43",43,0.892,0.633,0.583,0.933,0.7,0.448292821645737,"Rheocricotopus","rbf"
"44",44,0.846,0.527,0.538,0.667,0.86,0.45896503329277,"Rheocricotopus","rbf"
"45",45,0.792,0.516,0.48,0.941,0.574,0.417209506034851,"Rheocricotopus","rbf"
"46",46,0.765,0.563,0.535,0.941,0.622,0.444104731082916,"Rheocricotopus","rbf"
"47",47,0.792,0.509,0.463,0.75,0.759,0.360903173685074,"Rheocricotopus","rbf"
"48",48,0.804,0.558,0.538,0.944,0.614,0.475396633148193,"Rheocricotopus","rbf"
"49",49,0.779,0.513,0.456,0.893,0.62,0.426518976688385,"Rheocricotopus","rbf"
"50",50,0.841,0.561,0.54,0.879,0.682,0.483566105365753,"Rheocricotopus","rbf"
