"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.659,0.319,0.42,0.333,0.986,1,"Caenis","glm"
"2",2,0.692,0.385,0.509,0.385,1,1,"Caenis","glm"
"3",3,0.591,0.182,0.197,0.273,0.909,1,"Caenis","glm"
"4",4,0.701,0.402,0.445,0.444,0.958,1,"Caenis","glm"
"5",8,0.643,0.286,0.423,0.286,1,1,"Caenis","glm"
"6",9,0.94,0.759,0.675,0.846,0.913,0.260985709130084,"Caenis","glm"
"7",10,0.633,0.267,0.37,0.267,1,1,"Caenis","glm"
"8",11,0.958,0.812,0.561,1,0.812,0.2,"Caenis","glm"
"9",12,0.99,0.889,0.732,1,0.889,0.2,"Caenis","glm"
"10",13,0.957,0.818,0.562,1,0.818,0.2,"Caenis","glm"
"11",14,0.93,0.845,0.551,1,0.845,0.4,"Caenis","tree"
"12",15,0.955,0.882,0.479,1,0.882,0.2,"Caenis","tree"
"13",16,0.958,0.786,0.499,1,0.786,0.166666666666667,"Caenis","tree"
"14",17,0.965,0.878,0.555,1,0.878,0.2,"Caenis","tree"
"15",18,0.948,0.857,0.5,1,0.857,0.2,"Caenis","tree"
"16",19,0.974,0.913,0.769,1,0.913,0.4,"Caenis","tree"
"17",20,0.971,0.857,0.698,1,0.857,0.25,"Caenis","tree"
"18",21,0.952,0.812,0.561,1,0.812,0.1619678418205,"Caenis","tree"
"19",22,0.983,0.889,0.732,1,0.889,0.183296466141689,"Caenis","tree"
"20",23,0.934,0.727,0.432,1,0.727,0.123768217321667,"Caenis","tree"
"21",24,0.992,0.944,0.79,1,0.944,0.152454887042321,"Caenis","brt"
"22",25,0.974,0.921,0.59,1,0.921,0.0961222159356216,"Caenis","brt"
"23",26,0.932,0.823,0.691,0.909,0.914,0.196425145406396,"Caenis","brt"
"24",27,0.959,0.865,0.525,1,0.865,0.120773128755895,"Caenis","brt"
"25",28,0.972,0.909,0.625,1,0.909,0.112166638677119,"Caenis","brt"
"26",29,0.957,0.884,0.707,1,0.884,0.202561724898572,"Caenis","brt"
"27",30,0.989,0.902,0.879,0.933,0.968,0.27401340902487,"Caenis","brt"
"28",31,0.89,0.71,0.421,1,0.71,0.116130246544374,"Caenis","brt"
"29",32,0.836,0.624,0.457,0.846,0.778,0.126612719441241,"Caenis","brt"
"30",33,0.844,0.621,0.369,0.909,0.712,0.164342423810093,"Caenis","brt"
"31",34,0.828,0.527,0.584,0.556,0.972,0.474231200081447,"Caenis","fda"
"32",35,0.732,0.671,0.201,1,0.671,0.0990280424640679,"Caenis","fda"
"33",36,0.814,0.557,0.255,1,0.557,0.125298252980924,"Caenis","fda"
"34",37,0.873,0.73,0.318,1,0.73,0.102456804862382,"Caenis","fda"
"35",38,0.833,0.584,0.254,0.857,0.727,0.0138332914088197,"Caenis","fda"
"36",39,0.818,0.551,0.28,1,0.551,0.0907217353196256,"Caenis","fda"
"37",40,0.842,0.571,0.339,1,0.571,0.0835888447876753,"Caenis","fda"
"38",41,0.883,0.699,0.472,0.917,0.783,0.216396078467369,"Caenis","fda"
"39",42,0.844,0.683,0.424,1,0.683,0.258281886577606,"Caenis","fda"
"40",43,0.853,0.667,0.425,0.909,0.758,0.234649956226349,"Caenis","fda"
"41",44,0.834,0.581,0.367,0.778,0.803,0.149952590465546,"Caenis","44"
"42",45,0.855,0.697,0.221,1,0.697,0.138849198818207,"Caenis","45"
"43",46,0.831,0.614,0.302,1,0.614,0.199926137924194,"Caenis","46"
"44",47,0.869,0.689,0.277,1,0.689,0.142609223723412,"Caenis","47"
"45",48,0.82,0.597,0.198,1,0.597,0.101894825696945,"Caenis","48"
"46",49,0.828,0.565,0.292,1,0.565,0.176563799381256,"Caenis","49"
"47",50,0.844,0.562,0.431,0.8,0.762,0.251978874206543,"Caenis","50"
