"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.526,0.053,0.077,0.053,1,1,"Zaitzevia","glm"
"2",2,0.85,0.701,0.662,0.893,0.808,1,"Zaitzevia","glm"
"3",3,0.8,0.6,0.503,1,0.6,1,"Zaitzevia","glm"
"4",4,0.872,0.744,0.604,0.941,0.803,1,"Zaitzevia","glm"
"5",5,0.707,0.414,0.362,0.867,0.547,1,"Zaitzevia","glm"
"6",6,0.625,0.249,0.311,0.294,0.955,1,"Zaitzevia","glm"
"7",7,0.527,0.055,0.067,0.15,0.905,1,"Zaitzevia","glm"
"8",8,0.492,-0.015,-0.023,0,0.985,1,"Zaitzevia","glm"
"9",9,0.7,0.4,0.535,0.4,1,1,"Zaitzevia","glm"
"10",10,0.781,0.563,0.421,0.952,0.61,1,"Zaitzevia","glm"
"11",11,0.979,0.841,0.827,0.895,0.946,0.571428571428571,"Zaitzevia","tree"
"12",12,0.977,0.813,0.787,0.929,0.885,0.4,"Zaitzevia","tree"
"13",13,0.938,0.713,0.726,0.786,0.927,0.8,"Zaitzevia","tree"
"14",14,0.989,0.869,0.743,1,0.869,0.222222222222222,"Zaitzevia","tree"
"15",15,0.954,0.801,0.773,0.933,0.868,0.4,"Zaitzevia","tree"
"16",16,0.972,0.807,0.686,0.941,0.866,0.2,"Zaitzevia","tree"
"17",17,0.967,0.825,0.695,1,0.825,0.285714285714286,"Zaitzevia","tree"
"18",18,0.965,0.816,0.7,0.938,0.879,0.444444444444444,"Zaitzevia","tree"
"19",19,0.997,0.937,0.802,1,0.937,0.2,"Zaitzevia","tree"
"20",20,0.985,0.868,0.817,0.952,0.915,0.4,"Zaitzevia","tree"
"21",21,0.93,0.733,0.615,0.947,0.786,0.30303057502764,"Zaitzevia","brt"
"22",22,0.979,0.857,0.886,0.857,1,0.524584207836499,"Zaitzevia","brt"
"23",23,0.932,0.729,0.675,0.929,0.8,0.391129742786046,"Zaitzevia","brt"
"24",24,0.986,0.934,0.861,1,0.934,0.428398947494442,"Zaitzevia","brt"
"25",25,0.931,0.726,0.681,0.933,0.792,0.382295114687602,"Zaitzevia","brt"
"26",26,0.942,0.763,0.674,0.882,0.881,0.282518665862013,"Zaitzevia","brt"
"27",27,0.952,0.791,0.686,0.95,0.841,0.312216621870007,"Zaitzevia","brt"
"28",28,0.933,0.801,0.674,0.938,0.864,0.26113327205126,"Zaitzevia","brt"
"29",29,0.994,0.984,0.944,1,0.984,0.3203685064609,"Zaitzevia","brt"
"30",30,0.94,0.746,0.606,1,0.746,0.243184613207737,"Zaitzevia","brt"
"31",31,0.818,0.575,0.505,0.789,0.786,0.402245415920812,"Zaitzevia","fda"
"32",32,0.855,0.753,0.695,0.964,0.788,0.638638891769075,"Zaitzevia","fda"
"33",33,0.842,0.637,0.554,0.964,0.673,0.403181007316959,"Zaitzevia","fda"
"34",34,0.881,0.721,0.53,1,0.721,0.205204904236009,"Zaitzevia","fda"
"35",35,0.827,0.584,0.541,0.867,0.717,0.498744985049036,"Zaitzevia","fda"
"36",36,0.821,0.597,0.375,1,0.597,0.166382593549729,"Zaitzevia","fda"
"37",37,0.829,0.619,0.439,1,0.619,0.343016811905291,"Zaitzevia","fda"
"38",38,0.786,0.667,0.438,1,0.667,0.268156359772577,"Zaitzevia","fda"
"39",39,0.971,0.952,0.846,1,0.952,0.237939576975369,"Zaitzevia","fda"
"40",40,0.826,0.634,0.522,0.905,0.729,0.297515045075007,"Zaitzevia","fda"
"41",41,0.785,0.554,0.386,1,0.554,0.241081118583679,"Zaitzevia","rbf"
"42",42,0.859,0.731,0.655,1,0.731,0.482953816652298,"Zaitzevia","rbf"
"43",43,0.836,0.637,0.554,0.964,0.673,0.425724387168884,"Zaitzevia","rbf"
"44",44,0.88,0.77,0.594,1,0.77,0.334361523389816,"Zaitzevia","rbf"
"45",45,0.868,0.664,0.645,0.833,0.83,0.512852013111115,"Zaitzevia","rbf"
"46",46,0.812,0.642,0.42,1,0.642,0.258831202983856,"Zaitzevia","rbf"
"47",47,0.874,0.696,0.554,0.95,0.746,0.406804829835892,"Zaitzevia","rbf"
"48",48,0.81,0.667,0.438,1,0.667,0.285512864589691,"Zaitzevia","rbf"
"49",49,0.905,0.794,0.513,1,0.794,0.268133282661438,"Zaitzevia","rbf"
"50",50,0.831,0.634,0.522,0.905,0.729,0.369656682014465,"Zaitzevia","rbf"
