"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.75,0.5,0.656,0.5,1,1,"Pagastia","glm"
"2",2,0.681,0.361,0.465,0.375,0.986,1,"Pagastia","glm"
"3",3,0.594,0.187,0.261,0.2,0.987,1,"Pagastia","glm"
"4",4,1,1,1,1,1,0.999999999678367,"Pagastia","glm"
"5",6,0.743,0.487,0.487,0.5,0.987,1,"Pagastia","glm"
"6",9,0.487,-0.025,-0.03,0,0.975,1,"Pagastia","glm"
"7",11,0.962,0.899,0.461,1,0.899,0.2,"Pagastia","glm"
"8",12,0.978,0.904,0.651,1,0.904,0.2,"Pagastia","glm"
"9",13,0.972,0.924,0.592,1,0.924,0.333333333333333,"Pagastia","glm"
"10",14,0.971,0.943,0.576,1,0.943,0.428571428571429,"Pagastia","glm"
"11",15,0.987,0.974,0.738,1,0.974,0.6,"Pagastia","tree"
"12",16,0.931,0.855,0.233,1,0.855,0.142857142857143,"Pagastia","tree"
"13",17,0.973,0.945,0.479,1,0.945,0.333333333333333,"Pagastia","tree"
"14",18,0.964,0.907,0.428,1,0.907,0.2,"Pagastia","tree"
"15",19,0.964,0.899,0.394,1,0.899,0.166666666666667,"Pagastia","tree"
"16",20,0.962,0.893,0.392,1,0.893,0.166666666666667,"Pagastia","tree"
"17",21,0.987,0.975,0.788,1,0.975,0.112051625377361,"Pagastia","tree"
"18",22,0.995,0.973,0.875,1,0.973,0.137216216209864,"Pagastia","tree"
"19",23,0.987,0.975,0.821,1,0.975,0.125236273102618,"Pagastia","tree"
"20",24,1,1,1,1,1,0.101929438535239,"Pagastia","tree"
"21",25,0.996,0.987,0.851,1,0.987,0.112964961534416,"Pagastia","brt"
"22",26,1,1,1,1,1,0.0674848993984242,"Pagastia","brt"
"23",27,1,1,1,1,1,0.0889467834920234,"Pagastia","brt"
"24",28,1,1,1,1,1,0.0763791374214452,"Pagastia","brt"
"25",29,0.987,0.962,0.65,1,0.962,0.0954249028481315,"Pagastia","brt"
"26",30,0.982,0.96,0.649,1,0.96,0.0779034693520952,"Pagastia","brt"
"27",31,0.845,0.699,0.516,0.75,0.949,3.44575255391544e-05,"Pagastia","brt"
"28",32,0.795,0.615,0.307,0.875,0.74,0.029814426140977,"Pagastia","brt"
"29",33,0.734,0.534,0.186,0.8,0.734,0.029251607687743,"Pagastia","brt"
"30",34,0.914,0.843,0.306,1,0.843,0.00183942781135893,"Pagastia","brt"
"31",35,0.961,0.961,0.649,1,0.961,0.114637695819983,"Pagastia","fda"
"32",36,0.875,0.75,0.133,1,0.75,0.00957151668199583,"Pagastia","fda"
"33",37,0.897,0.849,0.231,1,0.849,0.0154325203940833,"Pagastia","fda"
"34",38,0.604,0.387,0.046,1,0.387,0.0313621934640414,"Pagastia","fda"
"35",39,0.848,0.646,0.118,1,0.646,0.0431757954934241,"Pagastia","fda"
"36",40,0.889,0.8,0.235,1,0.8,0.032315718184453,"Pagastia","fda"
"37",41,0.87,0.712,0.575,0.75,0.962,0.162163972854614,"Pagastia","fda"
"38",42,0.783,0.63,0.252,1,0.63,0.1164211332798,"Pagastia","fda"
"39",43,0.719,0.446,0.126,0.8,0.646,0.10139524191618,"Pagastia","fda"
"40",44,0.843,0.638,0.55,0.667,0.971,0.127393320202827,"Pagastia","fda"
"41",45,0.987,0.987,0.851,1,0.987,0.161889523267746,"Pagastia","45"
"42",46,0.921,0.855,0.233,1,0.855,0.119183033704758,"Pagastia","46"
"43",47,0.932,0.863,0.251,1,0.863,0.10263928771019,"Pagastia","47"
"44",48,0.956,0.947,0.577,1,0.947,0.108652129769325,"Pagastia","48"
"45",49,0.789,0.641,0.553,0.667,0.975,0.220349729061127,"Pagastia","49"
"46",50,0.92,0.853,0.309,1,0.853,0.100700974464417,"Pagastia","50"
