"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.763,0.538,0.538,0.667,0.872,0.851952801968311,"Hyalella","glm"
"2",2,0.878,0.756,0.767,0.818,0.938,1,"Hyalella","glm"
"3",3,0.956,0.82,0.83,0.862,0.957,0.392068446856659,"Hyalella","glm"
"4",4,0.868,0.59,0.616,0.611,0.979,0.662018524257503,"Hyalella","glm"
"5",5,0.941,0.743,0.738,0.882,0.86,0.311002079782223,"Hyalella","glm"
"6",6,0.895,0.706,0.736,0.706,1,0.666501117551438,"Hyalella","glm"
"7",7,0.837,0.674,0.679,0.744,0.93,1,"Hyalella","glm"
"8",8,0.689,0.378,0.399,0.957,0.421,1,"Hyalella","glm"
"9",9,0.815,0.63,0.604,0.755,0.875,1,"Hyalella","glm"
"10",10,0.907,0.8,0.8,0.825,0.975,0.529955040232096,"Hyalella","glm"
"11",11,0.973,0.795,0.795,1,0.795,0.5,"Hyalella","tree"
"12",12,0.956,0.816,0.82,0.879,0.938,0.714285714285714,"Hyalella","tree"
"13",13,0.912,0.671,0.649,0.862,0.809,0.5,"Hyalella","tree"
"14",14,0.934,0.71,0.69,0.944,0.766,0.5,"Hyalella","tree"
"15",15,0.971,0.836,0.841,0.882,0.953,0.666666666666667,"Hyalella","tree"
"16",16,0.953,0.771,0.753,0.941,0.83,0.5,"Hyalella","tree"
"17",17,0.964,0.804,0.804,0.897,0.907,0.666666666666667,"Hyalella","tree"
"18",18,0.973,0.788,0.786,0.894,0.895,0.6,"Hyalella","tree"
"19",19,0.974,0.793,0.793,0.918,0.875,0.666666666666667,"Hyalella","tree"
"20",20,0.97,0.775,0.775,0.95,0.825,0.5,"Hyalella","tree"
"21",21,0.945,0.744,0.744,0.821,0.923,0.590342943851598,"Hyalella","brt"
"22",22,0.97,0.837,0.845,0.879,0.958,0.418246108689846,"Hyalella","brt"
"23",23,0.914,0.697,0.658,0.931,0.766,0.335439549746089,"Hyalella","brt"
"24",24,0.93,0.823,0.808,0.972,0.851,0.35527732320939,"Hyalella","brt"
"25",25,0.928,0.795,0.791,0.912,0.884,0.465054468996433,"Hyalella","brt"
"26",26,0.934,0.779,0.755,0.971,0.809,0.323598571418972,"Hyalella","brt"
"27",27,0.949,0.781,0.78,0.897,0.884,0.409345377466422,"Hyalella","brt"
"28",28,0.972,0.852,0.856,0.957,0.895,0.41247026961064,"Hyalella","brt"
"29",29,0.962,0.826,0.8,0.857,0.969,0.531948482250716,"Hyalella","brt"
"30",30,0.952,0.725,0.725,0.95,0.775,0.39579886885418,"Hyalella","brt"
"31",31,0.836,0.564,0.564,0.744,0.821,0.310827374442132,"Hyalella","fda"
"32",32,0.92,0.828,0.844,0.848,0.979,0.381343089195279,"Hyalella","fda"
"33",33,0.82,0.599,0.642,0.621,0.979,0.442714197678485,"Hyalella","fda"
"34",34,0.829,0.59,0.616,0.611,0.979,0.629729952031269,"Hyalella","fda"
"35",35,0.832,0.596,0.601,0.735,0.86,0.244937045193607,"Hyalella","fda"
"36",36,0.81,0.663,0.686,0.706,0.957,0.458014008730368,"Hyalella","fda"
"37",37,0.864,0.744,0.753,0.744,1,0.383948229184016,"Hyalella","fda"
"38",38,0.894,0.73,0.719,0.809,0.921,0.485526631605824,"Hyalella","fda"
"39",39,0.878,0.755,0.709,0.755,1,0.724431652603628,"Hyalella","fda"
"40",40,0.878,0.675,0.675,0.725,0.95,0.404493396987969,"Hyalella","fda"
"41",41,0.893,0.692,0.692,0.795,0.897,0.426065444946289,"Hyalella","rbf"
"42",42,0.888,0.775,0.771,0.879,0.896,0.366074800491333,"Hyalella","rbf"
"43",43,0.856,0.682,0.71,0.724,0.957,0.368866682052612,"Hyalella","rbf"
"44",44,0.549,0.27,0.289,0.333,0.936,-4.23827457427979,"Hyalella","rbf"
"45",45,0.849,0.594,0.617,0.618,0.977,0.541648387908936,"Hyalella","rbf"
"46",46,0.801,0.562,0.581,0.647,0.915,0.430137395858765,"Hyalella","rbf"
"47",47,0.839,0.718,0.727,0.718,1,0.432778120040894,"Hyalella","rbf"
"48",48,0.882,0.682,0.672,0.787,0.895,0.532378911972046,"Hyalella","rbf"
"49",49,0.121,-0.031,-0.025,0,0.969,4.67970895767212,"Hyalella","rbf"
"50",50,0.858,0.675,0.675,0.8,0.875,0.365368366241455,"Hyalella","rbf"
