"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.643,0.286,0.421,0.286,1,1,"Dicranota","glm"
"2",2,0.58,0.161,0.223,0.176,0.984,1,"Dicranota","glm"
"3",3,0.654,0.308,0.308,0.375,0.933,1,"Dicranota","glm"
"4",5,0.692,0.385,0.41,0.462,0.923,1,"Dicranota","glm"
"5",6,0.719,0.438,0.457,0.5,0.938,1,"Dicranota","glm"
"6",7,0.66,0.319,0.421,0.333,0.986,1,"Dicranota","glm"
"7",8,0.6,0.2,0.266,0.231,0.97,1,"Dicranota","glm"
"8",9,0.6,0.2,0.302,0.2,1,1,"Dicranota","glm"
"9",10,0.556,0.111,0.181,0.111,1,1,"Dicranota","glm"
"10",11,0.98,0.915,0.66,1,0.915,0.2,"Dicranota","glm"
"11",12,0.99,0.905,0.801,1,0.905,0.333333333333333,"Dicranota","tree"
"12",13,0.978,0.907,0.652,1,0.907,0.2,"Dicranota","tree"
"13",14,0.968,0.859,0.638,1,0.859,0.2,"Dicranota","tree"
"14",15,0.96,0.831,0.621,1,0.831,0.2,"Dicranota","tree"
"15",16,0.966,0.906,0.723,1,0.906,0.5,"Dicranota","tree"
"16",17,0.963,0.845,0.551,1,0.845,0.2,"Dicranota","tree"
"17",18,0.984,0.879,0.705,1,0.879,0.166666666666667,"Dicranota","tree"
"18",19,0.986,0.875,0.654,1,0.875,0.142857142857143,"Dicranota","tree"
"19",20,0.972,0.853,0.576,1,0.853,0.2,"Dicranota","tree"
"20",21,0.99,0.972,0.861,1,0.972,0.198058216790113,"Dicranota","tree"
"21",22,0.942,0.81,0.644,1,0.81,0.249401654836506,"Dicranota","brt"
"22",23,0.997,0.987,0.934,1,0.987,0.190017217190465,"Dicranota","brt"
"23",24,0.959,0.874,0.818,0.917,0.958,0.252031739471733,"Dicranota","brt"
"24",25,0.948,0.8,0.776,0.846,0.954,0.267323426072943,"Dicranota","brt"
"25",26,0.989,0.969,0.893,1,0.969,0.221702557853042,"Dicranota","brt"
"26",27,0.947,0.75,0.75,0.778,0.972,0.218695283802057,"Dicranota","brt"
"27",28,0.967,0.879,0.705,1,0.879,0.282382976986197,"Dicranota","brt"
"28",29,0.977,0.938,0.802,1,0.938,0.258153086644667,"Dicranota","brt"
"29",30,0.98,0.874,0.874,0.889,0.985,0.235103960798409,"Dicranota","brt"
"30",31,0.903,0.732,0.329,1,0.732,0.0189574316470138,"Dicranota","brt"
"31",32,0.902,0.685,0.671,0.765,0.921,0.283577314129263,"Dicranota","fda"
"32",33,0.832,0.688,0.399,0.875,0.813,0.0954601376350172,"Dicranota","fda"
"33",34,0.928,0.846,0.743,0.917,0.93,0.222368703755609,"Dicranota","fda"
"34",35,0.844,0.585,0.319,1,0.585,0.180629320699103,"Dicranota","fda"
"35",36,0.906,0.759,0.568,0.9,0.859,0.140325832415397,"Dicranota","fda"
"36",37,0.806,0.498,0.346,0.667,0.831,0.0860929801749273,"Dicranota","fda"
"37",38,0.826,0.682,0.414,1,0.682,0.173536459733175,"Dicranota","fda"
"38",39,0.828,0.606,0.538,0.7,0.906,0.0824053335973363,"Dicranota","fda"
"39",40,0.743,0.471,0.172,1,0.471,0.0871258725884273,"Dicranota","fda"
"40",41,0.913,0.759,0.547,0.857,0.901,0.154643476009369,"Dicranota","fda"
"41",42,0.853,0.579,0.544,0.706,0.873,0.293804466724396,"Dicranota","42"
"42",43,0.825,0.688,0.399,0.875,0.813,0.178933337330818,"Dicranota","43"
"43",44,0.9,0.651,0.572,0.75,0.901,0.234582751989365,"Dicranota","44"
"44",45,0.938,0.862,0.789,0.923,0.938,0.289673149585724,"Dicranota","45"
"45",46,0.845,0.569,0.621,0.6,0.969,0.566704273223877,"Dicranota","46"
"46",47,0.778,0.507,0.188,1,0.507,0.137622252106667,"Dicranota","47"
"47",48,0.782,0.652,0.381,1,0.652,0.23686894774437,"Dicranota","48"
"48",49,0.705,0.484,0.202,1,0.484,0.135491207242012,"Dicranota","49"
"49",50,0.815,0.601,0.406,0.778,0.824,0.160597950220108,"Dicranota","50"
