"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.54,0.08,0.102,0.125,0.955,1,"Limnophyes","glm"
"2",2,0.698,0.396,0.267,0.842,0.554,1,"Limnophyes","glm"
"3",3,0.782,0.564,0.576,0.647,0.917,1,"Limnophyes","glm"
"4",4,0.894,0.658,0.641,0.783,0.875,0.291736979408659,"Limnophyes","glm"
"5",5,0.85,0.606,0.27,1,0.606,0.0840810211259732,"Limnophyes","glm"
"6",6,0.895,0.676,0.385,1,0.676,0.1421090662659,"Limnophyes","glm"
"7",7,0.891,0.682,0.551,0.882,0.8,0.250170079401275,"Limnophyes","glm"
"8",8,0.993,0.986,0.946,1,0.986,0.407503897530756,"Limnophyes","glm"
"9",9,0.9,0.762,0.681,0.889,0.873,0.252843179937965,"Limnophyes","glm"
"10",10,0.629,0.258,0.241,0.438,0.821,1,"Limnophyes","glm"
"11",11,0.943,0.833,0.519,1,0.833,0.2,"Limnophyes","tree"
"12",12,0.948,0.8,0.644,1,0.8,0.333333333333333,"Limnophyes","tree"
"13",13,0.987,0.908,0.889,0.941,0.967,0.8,"Limnophyes","tree"
"14",14,0.927,0.742,0.651,0.957,0.786,0.375,"Limnophyes","tree"
"15",15,0.923,0.758,0.429,1,0.758,0.2,"Limnophyes","tree"
"16",16,0.965,0.77,0.588,0.917,0.853,0.2,"Limnophyes","tree"
"17",17,0.949,0.744,0.646,0.882,0.862,0.333333333333333,"Limnophyes","tree"
"18",18,0.952,0.851,0.577,1,0.851,0.25,"Limnophyes","tree"
"19",19,0.946,0.786,0.667,0.944,0.841,0.428571428571429,"Limnophyes","tree"
"20",20,0.929,0.714,0.535,0.938,0.776,0.2,"Limnophyes","tree"
"21",21,0.958,0.814,0.699,0.875,0.939,0.172358714405062,"Limnophyes","brt"
"22",22,0.933,0.741,0.645,0.895,0.846,0.246034716125053,"Limnophyes","brt"
"23",23,0.948,0.758,0.626,0.941,0.817,0.253284316984214,"Limnophyes","brt"
"24",24,0.93,0.742,0.651,0.957,0.786,0.326897289534688,"Limnophyes","brt"
"25",25,0.956,0.788,0.471,1,0.788,0.133257988494993,"Limnophyes","brt"
"26",26,0.945,0.789,0.763,0.833,0.956,0.20196359492846,"Limnophyes","brt"
"27",27,0.943,0.772,0.634,0.941,0.831,0.225900283928588,"Limnophyes","brt"
"28",28,0.957,0.859,0.791,0.9,0.959,0.20420339936512,"Limnophyes","brt"
"29",29,0.904,0.69,0.532,0.944,0.746,0.202886623796102,"Limnophyes","brt"
"30",30,0.951,0.741,0.635,0.875,0.866,0.22490100139144,"Limnophyes","brt"
"31",31,0.748,0.47,0.528,0.5,0.97,0.253133934945641,"Limnophyes","fda"
"32",32,0.74,0.403,0.411,0.526,0.877,0.27679727121157,"Limnophyes","fda"
"33",33,0.842,0.608,0.434,0.941,0.667,0.158035999098723,"Limnophyes","fda"
"34",34,0.794,0.459,0.365,0.87,0.589,0.213715814558879,"Limnophyes","fda"
"35",35,0.699,0.369,0.369,0.444,0.924,0.0468895731683982,"Limnophyes","fda"
"36",36,0.843,0.623,0.377,0.917,0.706,0.094858880720368,"Limnophyes","fda"
"37",37,0.789,0.557,0.366,0.941,0.615,0.177138296580458,"Limnophyes","fda"
"38",38,0.838,0.67,0.396,0.9,0.77,0.0256271396740053,"Limnophyes","fda"
"39",39,0.848,0.603,0.458,0.889,0.714,0.0837535520078151,"Limnophyes","fda"
"40",40,0.776,0.438,0.557,0.438,1,0.613835811112349,"Limnophyes","fda"
"41",41,0.831,0.587,0.295,0.875,0.712,0.170580759644508,"Limnophyes","rbf"
"42",42,0.744,0.433,0.285,0.895,0.538,0.170255959033966,"Limnophyes","rbf"
"43",43,0.691,0.324,0.206,0.824,0.5,0.223178848624229,"Limnophyes","rbf"
"44",44,0.836,0.543,0.51,0.739,0.804,0.302343130111694,"Limnophyes","rbf"
"45",45,0.827,0.545,0.224,1,0.545,0.0980437994003296,"Limnophyes","rbf"
"46",46,0.846,0.623,0.377,0.917,0.706,0.179298341274261,"Limnophyes","rbf"
"47",47,0.719,0.436,0.275,0.882,0.554,0.206801041960716,"Limnophyes","rbf"
"48",48,0.835,0.611,0.402,0.8,0.811,0.176677256822586,"Limnophyes","rbf"
"49",49,0.51,0.159,0.162,0.333,0.825,3.31366348266602,"Limnophyes","rbf"
"50",50,0.826,0.61,0.692,0.625,0.985,0.436249732971191,"Limnophyes","rbf"
