"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.702,0.404,0.463,0.949,0.455,1,"Polypedilum","glm"
"2",2,0.789,0.508,0.415,0.545,0.963,0.703917599899079,"Polypedilum","glm"
"3",3,0.914,0.65,0.66,0.9,0.75,0.662189713894881,"Polypedilum","glm"
"4",4,0.809,0.581,0.581,0.897,0.684,0.618580703801253,"Polypedilum","glm"
"5",5,0.927,0.769,0.817,1,0.769,0.451745375876623,"Polypedilum","glm"
"6",6,0.753,0.505,0.448,0.648,0.857,1,"Polypedilum","glm"
"7",7,0.877,0.607,0.601,0.867,0.741,0.749999780977164,"Polypedilum","glm"
"8",8,0.861,0.585,0.553,0.723,0.862,0.598493036441818,"Polypedilum","glm"
"9",9,0.643,0.286,0.355,0.982,0.304,1,"Polypedilum","glm"
"10",10,0.787,0.469,0.345,0.556,0.913,0.807359119994283,"Polypedilum","glm"
"11",11,0.938,0.734,0.627,0.78,0.955,0.923076923076923,"Polypedilum","tree"
"12",12,0.96,0.779,0.779,0.927,0.852,0.714285714285714,"Polypedilum","tree"
"13",13,0.949,0.749,0.71,0.82,0.929,0.75,"Polypedilum","tree"
"14",14,0.928,0.707,0.543,0.707,1,1,"Polypedilum","tree"
"15",15,0.965,0.829,0.783,0.868,0.962,0.971428571428571,"Polypedilum","tree"
"16",16,0.964,0.803,0.832,0.981,0.821,0.777777777777778,"Polypedilum","tree"
"17",17,0.946,0.796,0.729,0.833,0.963,0.96875,"Polypedilum","tree"
"18",18,0.931,0.708,0.717,0.915,0.793,0.666666666666667,"Polypedilum","tree"
"19",19,0.972,0.849,0.798,0.893,0.957,0.8,"Polypedilum","tree"
"20",20,0.9,0.691,0.593,0.778,0.913,0.9375,"Polypedilum","tree"
"21",21,0.894,0.695,0.553,0.695,1,0.76270581918986,"Polypedilum","brt"
"22",22,0.919,0.706,0.699,0.891,0.815,0.660668029943814,"Polypedilum","brt"
"23",23,0.904,0.713,0.681,0.82,0.893,0.62549365307545,"Polypedilum","brt"
"24",24,0.908,0.652,0.608,0.862,0.789,0.732309053646178,"Polypedilum","brt"
"25",25,0.922,0.697,0.619,0.736,0.962,0.690458772193614,"Polypedilum","brt"
"26",26,0.927,0.782,0.762,0.889,0.893,0.607348264380783,"Polypedilum","brt"
"27",27,0.869,0.57,0.57,0.867,0.704,0.663832585872669,"Polypedilum","brt"
"28",28,0.875,0.671,0.649,0.809,0.862,0.628202236521521,"Polypedilum","brt"
"29",29,0.933,0.75,0.636,0.75,1,0.723414141259059,"Polypedilum","brt"
"30",30,0.908,0.703,0.582,0.746,0.957,0.726537654908393,"Polypedilum","brt"
"31",31,0.781,0.489,0.511,0.898,0.591,0.787884581189465,"Polypedilum","fda"
"32",32,0.733,0.418,0.328,0.455,0.963,0.783850422559218,"Polypedilum","fda"
"33",33,0.849,0.564,0.491,0.6,0.964,0.804125137351915,"Polypedilum","fda"
"34",34,0.804,0.616,0.595,0.879,0.737,0.846102742816525,"Polypedilum","fda"
"35",35,0.898,0.694,0.708,0.925,0.769,0.574287226078382,"Polypedilum","fda"
"36",36,0.901,0.73,0.749,0.944,0.786,0.505393373501079,"Polypedilum","fda"
"37",37,0.777,0.526,0.566,0.933,0.593,0.756375452311493,"Polypedilum","fda"
"38",38,0.821,0.54,0.48,0.574,0.966,0.674810571273396,"Polypedilum","fda"
"39",39,0.787,0.571,0.437,0.571,1,0.768026073805181,"Polypedilum","fda"
"40",40,0.698,0.417,0.286,0.46,0.957,0.808103261324464,"Polypedilum","fda"
"41",41,0.759,0.451,0.376,0.678,0.773,0.787560224533081,"Polypedilum","rbf"
"42",42,0.797,0.472,0.379,0.509,0.963,0.702233374118805,"Polypedilum","rbf"
"43",43,0.827,0.563,0.591,0.92,0.643,0.602500438690186,"Polypedilum","rbf"
"44",44,0.842,0.6,0.534,0.81,0.789,0.769497692584991,"Polypedilum","rbf"
"45",45,0.877,0.694,0.708,0.925,0.769,0.554898977279663,"Polypedilum","rbf"
"46",46,0.902,0.668,0.592,0.704,0.964,0.733308970928192,"Polypedilum","rbf"
"47",47,0.816,0.535,0.464,0.683,0.852,0.739045023918152,"Polypedilum","rbf"
"48",48,0.641,0.296,0.261,0.468,0.828,0.625337898731232,"Polypedilum","rbf"
"49",49,0.476,0.191,0.132,0.321,0.87,0.896276235580444,"Polypedilum","rbf"
"50",50,0.661,0.334,0.243,0.508,0.826,0.752370238304138,"Polypedilum","rbf"
