"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.857,0.559,0.581,0.904,0.655,0.496154366142228,"Chironomidae","glm"
"2",2,0.843,0.606,0.576,0.939,0.667,0.303872239414491,"Chironomidae","glm"
"3",3,0.694,0.388,0.383,0.949,0.439,1,"Chironomidae","glm"
"4",4,0.853,0.59,0.59,0.667,0.923,0.602933353148441,"Chironomidae","glm"
"5",5,0.862,0.589,0.563,0.745,0.844,0.597528188628272,"Chironomidae","glm"
"6",6,0.854,0.555,0.543,0.759,0.796,0.289829121600019,"Chironomidae","glm"
"7",7,0.609,0.217,0.229,0.342,0.875,1,"Chironomidae","glm"
"8",8,0.937,0.791,0.787,0.846,0.944,0.509844703919455,"Chironomidae","glm"
"9",9,0.783,0.567,0.564,0.972,0.595,1,"Chironomidae","glm"
"10",10,0.812,0.501,0.497,0.766,0.735,0.54963184500386,"Chironomidae","glm"
"11",11,0.915,0.662,0.673,0.904,0.759,0.666666666666667,"Chironomidae","tree"
"12",12,0.947,0.715,0.712,0.848,0.867,0.428571428571429,"Chironomidae","tree"
"13",13,0.934,0.696,0.699,0.769,0.927,0.6,"Chironomidae","tree"
"14",14,0.931,0.692,0.692,0.897,0.795,0.6,"Chironomidae","tree"
"15",15,0.963,0.789,0.775,0.882,0.906,0.714285714285714,"Chironomidae","tree"
"16",16,0.938,0.721,0.669,0.966,0.755,0.4,"Chironomidae","tree"
"17",17,0.938,0.695,0.711,0.737,0.958,0.833333333333333,"Chironomidae","tree"
"18",18,0.955,0.793,0.788,0.821,0.972,0.9,"Chironomidae","tree"
"19",19,0.939,0.697,0.698,0.806,0.892,0.666666666666667,"Chironomidae","tree"
"20",20,0.936,0.693,0.713,0.957,0.735,0.6,"Chironomidae","tree"
"21",21,0.903,0.685,0.646,0.788,0.897,0.657644427679355,"Chironomidae","brt"
"22",22,0.878,0.691,0.705,0.758,0.933,0.488658319956942,"Chironomidae","brt"
"23",23,0.895,0.652,0.651,0.872,0.78,0.459357385712739,"Chironomidae","brt"
"24",24,0.918,0.744,0.744,0.923,0.821,0.467107710003696,"Chironomidae","brt"
"25",25,0.927,0.761,0.731,0.824,0.938,0.597006850884185,"Chironomidae","brt"
"26",26,0.892,0.639,0.578,0.966,0.673,0.326340780008888,"Chironomidae","brt"
"27",27,0.942,0.822,0.813,0.947,0.875,0.445785560538983,"Chironomidae","brt"
"28",28,0.93,0.756,0.759,0.923,0.833,0.520022675936955,"Chironomidae","brt"
"29",29,0.919,0.727,0.726,0.889,0.838,0.491327795991165,"Chironomidae","brt"
"30",30,0.922,0.733,0.725,0.851,0.882,0.579169733715582,"Chironomidae","brt"
"31",31,0.776,0.427,0.354,0.462,0.966,0.797916885341501,"Chironomidae","fda"
"32",32,0.778,0.515,0.495,0.848,0.667,0.400461377456872,"Chironomidae","fda"
"33",33,0.874,0.704,0.701,0.923,0.78,0.481689407726499,"Chironomidae","fda"
"34",34,0.805,0.513,0.513,0.615,0.897,0.502670837090087,"Chironomidae","fda"
"35",35,0.789,0.484,0.514,0.922,0.562,0.51556803095757,"Chironomidae","fda"
"36",36,0.819,0.526,0.53,0.69,0.837,0.338526244179326,"Chironomidae","fda"
"37",37,0.802,0.523,0.526,0.711,0.812,0.390143190184722,"Chironomidae","fda"
"38",38,0.841,0.568,0.571,0.846,0.722,0.410207038982076,"Chironomidae","fda"
"39",39,0.882,0.672,0.671,0.861,0.811,0.688337198956518,"Chironomidae","fda"
"40",40,0.783,0.524,0.549,0.936,0.588,0.549199205029869,"Chironomidae","fda"
"41",41,0.809,0.467,0.478,0.846,0.621,0.602899789810181,"Chironomidae","rbf"
"42",42,0.763,0.477,0.464,0.788,0.689,0.473409056663513,"Chironomidae","rbf"
"43",43,0.713,0.356,0.354,0.795,0.561,0.516499161720276,"Chironomidae","rbf"
"44",44,0.834,0.513,0.513,0.872,0.641,0.333421677350998,"Chironomidae","rbf"
"45",45,0.787,0.464,0.49,0.902,0.562,0.609833002090454,"Chironomidae","rbf"
"46",46,0.777,0.479,0.466,0.724,0.755,0.343087255954742,"Chironomidae","rbf"
"47",47,0.785,0.503,0.492,0.816,0.688,0.395754247903824,"Chironomidae","rbf"
"48",48,0.849,0.628,0.627,0.795,0.833,0.460971474647522,"Chironomidae","rbf"
"49",49,0.755,0.485,0.482,0.944,0.541,0.497732758522034,"Chironomidae","rbf"
"50",50,0.687,0.317,0.325,0.787,0.529,0.528466939926147,"Chironomidae","rbf"
