"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.926,0.723,0.679,0.85,0.873,0.287825901897494,"Labrundinia","glm"
"2",2,0.88,0.673,0.578,0.905,0.768,0.284877577653257,"Labrundinia","glm"
"3",3,0.746,0.492,0.443,0.9,0.592,1,"Labrundinia","glm"
"4",4,0.777,0.555,0.59,0.625,0.93,1,"Labrundinia","glm"
"5",5,0.714,0.429,0.488,0.429,1,1,"Labrundinia","glm"
"6",6,0.813,0.523,0.57,0.577,0.946,0.440234173952401,"Labrundinia","glm"
"7",7,0.739,0.479,0.344,0.952,0.526,1,"Labrundinia","glm"
"8",8,0.724,0.449,0.389,0.903,0.545,1,"Labrundinia","glm"
"9",9,0.861,0.624,0.621,0.794,0.83,0.432969187653811,"Labrundinia","glm"
"10",10,0.872,0.652,0.57,0.92,0.732,0.335149271601269,"Labrundinia","glm"
"11",11,0.965,0.827,0.802,0.9,0.927,0.6,"Labrundinia","tree"
"12",12,0.96,0.78,0.726,0.905,0.875,0.4,"Labrundinia","tree"
"13",13,0.94,0.798,0.788,0.9,0.898,0.6,"Labrundinia","tree"
"14",14,0.956,0.776,0.724,0.917,0.86,0.4,"Labrundinia","tree"
"15",15,0.925,0.684,0.635,0.929,0.755,0.4,"Labrundinia","tree"
"16",16,0.965,0.816,0.784,0.923,0.893,0.4,"Labrundinia","tree"
"17",17,0.943,0.734,0.693,0.857,0.877,0.4,"Labrundinia","tree"
"18",18,0.951,0.74,0.71,0.903,0.836,0.4,"Labrundinia","tree"
"19",19,0.941,0.733,0.725,0.882,0.851,0.555555555555556,"Labrundinia","tree"
"20",20,0.914,0.715,0.692,0.84,0.875,0.444444444444444,"Labrundinia","tree"
"21",21,0.968,0.877,0.837,0.95,0.927,0.295579670639881,"Labrundinia","brt"
"22",22,0.891,0.702,0.682,0.81,0.893,0.362125555251265,"Labrundinia","brt"
"23",23,0.931,0.729,0.693,0.933,0.796,0.39209227935299,"Labrundinia","brt"
"24",24,0.957,0.805,0.795,0.875,0.93,0.364116471569611,"Labrundinia","brt"
"25",25,0.934,0.791,0.779,0.893,0.898,0.394656817073175,"Labrundinia","brt"
"26",26,0.921,0.712,0.627,0.962,0.75,0.315329830978921,"Labrundinia","brt"
"27",27,0.947,0.794,0.709,0.952,0.842,0.278109516139276,"Labrundinia","brt"
"28",28,0.915,0.776,0.755,0.903,0.873,0.405253917220574,"Labrundinia","brt"
"29",29,0.903,0.671,0.688,0.735,0.936,0.520080742320538,"Labrundinia","brt"
"30",30,0.925,0.719,0.674,0.88,0.839,0.323083769309426,"Labrundinia","brt"
"31",31,0.858,0.573,0.457,0.9,0.673,0.181287356086336,"Labrundinia","fda"
"32",32,0.754,0.554,0.458,0.857,0.696,0.36584762730192,"Labrundinia","fda"
"33",33,0.874,0.683,0.662,0.867,0.816,0.581733507688247,"Labrundinia","fda"
"34",34,0.853,0.581,0.536,0.792,0.789,0.293297709778784,"Labrundinia","fda"
"35",35,0.886,0.628,0.583,0.893,0.735,0.41904745929227,"Labrundinia","fda"
"36",36,0.773,0.435,0.364,0.846,0.589,0.324817202073937,"Labrundinia","fda"
"37",37,0.832,0.654,0.527,0.952,0.702,0.277753958188883,"Labrundinia","fda"
"38",38,0.78,0.568,0.495,0.968,0.6,0.430365304707386,"Labrundinia","fda"
"39",39,0.792,0.478,0.451,0.882,0.596,0.439199593109428,"Labrundinia","fda"
"40",40,0.829,0.545,0.45,0.92,0.625,0.213283230359865,"Labrundinia","fda"
"41",41,0.842,0.55,0.642,0.55,1,0.509295105934143,"Labrundinia","rbf"
"42",42,0.798,0.56,0.487,0.81,0.75,0.415457516908646,"Labrundinia","rbf"
"43",43,0.88,0.703,0.686,0.867,0.837,0.55736368894577,"Labrundinia","rbf"
"44",44,0.882,0.636,0.544,0.917,0.719,0.377717465162277,"Labrundinia","rbf"
"45",45,0.884,0.709,0.678,0.893,0.816,0.485808432102203,"Labrundinia","rbf"
"46",46,0.773,0.433,0.371,0.808,0.625,0.36254671216011,"Labrundinia","rbf"
"47",47,0.799,0.637,0.507,0.952,0.684,0.350516319274902,"Labrundinia","rbf"
"48",48,0.795,0.564,0.482,1,0.564,0.308506160974503,"Labrundinia","rbf"
"49",49,0.675,0.481,0.442,0.971,0.511,0.329120129346848,"Labrundinia","rbf"
"50",50,0.772,0.466,0.518,0.52,0.946,0.560571193695068,"Labrundinia","rbf"
