"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.68,0.361,0.463,0.375,0.986,1,"Caenis bajaensis","glm"
"2",2,0.636,0.273,0.391,0.273,1,1,"Caenis bajaensis","glm"
"3",3,0.92,0.795,0.66,0.933,0.862,0.274611574012735,"Caenis bajaensis","glm"
"4",4,0.881,0.761,0.538,1,0.761,0.292484854889781,"Caenis bajaensis","glm"
"5",5,0.801,0.631,0.39,1,0.631,0.21267416937062,"Caenis bajaensis","glm"
"6",6,0.777,0.555,0.499,0.625,0.93,1,"Caenis bajaensis","glm"
"7",7,0.678,0.355,0.395,0.417,0.938,1,"Caenis bajaensis","glm"
"8",8,0.527,0.055,0.066,0.158,0.897,1,"Caenis bajaensis","glm"
"9",9,0.597,0.194,0.256,0.222,0.972,1,"Caenis bajaensis","glm"
"10",10,0.643,0.285,0.383,0.3,0.985,1,"Caenis bajaensis","glm"
"11",11,0.992,0.957,0.821,1,0.957,0.5,"Caenis bajaensis","tree"
"12",12,0.969,0.864,0.644,1,0.864,0.25,"Caenis bajaensis","tree"
"13",13,0.979,0.862,0.7,1,0.862,0.285714285714286,"Caenis bajaensis","tree"
"14",14,0.943,0.806,0.603,1,0.806,0.4,"Caenis bajaensis","tree"
"15",15,0.987,0.908,0.787,1,0.908,0.2,"Caenis bajaensis","tree"
"16",16,0.958,0.873,0.583,1,0.873,0.2,"Caenis bajaensis","tree"
"17",17,0.974,0.84,0.739,0.917,0.923,0.4,"Caenis bajaensis","tree"
"18",18,0.984,0.882,0.766,1,0.882,0.333333333333333,"Caenis bajaensis","tree"
"19",19,0.956,0.859,0.579,1,0.859,0.2,"Caenis bajaensis","tree"
"20",20,0.957,0.838,0.571,1,0.838,0.222222222222222,"Caenis bajaensis","tree"
"21",21,0.944,0.826,0.497,1,0.826,0.146792693754682,"Caenis bajaensis","brt"
"22",22,0.981,0.894,0.894,0.909,0.985,0.203998564486202,"Caenis bajaensis","brt"
"23",23,0.973,0.923,0.818,1,0.923,0.254218239670745,"Caenis bajaensis","brt"
"24",24,0.918,0.703,0.742,0.733,0.97,0.283352556168914,"Caenis bajaensis","brt"
"25",25,0.93,0.774,0.702,0.867,0.908,0.223229472127044,"Caenis bajaensis","brt"
"26",26,0.949,0.845,0.525,1,0.845,0.136685269147347,"Caenis bajaensis","brt"
"27",27,0.94,0.785,0.532,1,0.785,0.180053864546628,"Caenis bajaensis","brt"
"28",28,0.962,0.838,0.694,1,0.838,0.241576802631594,"Caenis bajaensis","brt"
"29",29,0.951,0.845,0.551,1,0.845,0.14882316206892,"Caenis bajaensis","brt"
"30",30,0.959,0.868,0.627,1,0.868,0.153308169843578,"Caenis bajaensis","brt"
"31",31,0.806,0.6,0.301,0.875,0.725,0.0984605672813524,"Caenis bajaensis","fda"
"32",32,0.81,0.576,0.455,0.727,0.848,0.144352115668485,"Caenis bajaensis","fda"
"33",33,0.751,0.472,0.271,0.933,0.538,0.10613160360513,"Caenis bajaensis","fda"
"34",34,0.827,0.597,0.351,1,0.597,0.187687263838873,"Caenis bajaensis","fda"
"35",35,0.787,0.641,0.439,0.933,0.708,0.209104604176789,"Caenis bajaensis","fda"
"36",36,0.896,0.706,0.438,0.875,0.831,0.0841870564799753,"Caenis bajaensis","fda"
"37",37,0.791,0.523,0.255,1,0.523,0.140366904820705,"Caenis bajaensis","fda"
"38",38,0.841,0.632,0.429,1,0.632,0.243629634898727,"Caenis bajaensis","fda"
"39",39,0.903,0.789,0.457,1,0.789,0.178478869309782,"Caenis bajaensis","fda"
"40",40,0.807,0.603,0.28,1,0.603,0.140033874219976,"Caenis bajaensis","fda"
"41",41,0.87,0.672,0.391,0.875,0.797,0.197107866406441,"Caenis bajaensis","rbf"
"42",42,0.799,0.545,0.407,0.727,0.818,0.222516790032387,"Caenis bajaensis","rbf"
"43",43,0.797,0.6,0.36,1,0.6,0.211481899023056,"Caenis bajaensis","rbf"
"44",44,0.84,0.642,0.396,1,0.642,0.259532362222672,"Caenis bajaensis","rbf"
"45",45,0.383,0.195,0.088,0.933,0.262,2.33832931518555,"Caenis bajaensis","rbf"
"46",46,0.926,0.734,0.49,0.875,0.859,0.180748477578163,"Caenis bajaensis","rbf"
"47",47,0.726,0.446,0.201,1,0.446,0.149495720863342,"Caenis bajaensis","rbf"
"48",48,0.815,0.691,0.494,1,0.691,0.339064478874207,"Caenis bajaensis","rbf"
"49",49,0.858,0.676,0.32,1,0.676,0.215630993247032,"Caenis bajaensis","rbf"
"50",50,0.746,0.5,0.204,1,0.5,0.161450639367104,"Caenis bajaensis","rbf"
