"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.667,0.333,0.457,0.333,1,1,"Microcylloepus","glm"
"2",2,0.554,0.109,0.142,0.158,0.951,1,"Microcylloepus","glm"
"3",3,0.555,0.11,0.165,0.125,0.985,1,"Microcylloepus","glm"
"4",4,0.625,0.25,0.362,0.25,1,1,"Microcylloepus","glm"
"5",5,0.531,0.062,0.098,0.062,1,1,"Microcylloepus","glm"
"6",6,0.57,0.139,0.202,0.154,0.985,1,"Microcylloepus","glm"
"7",7,0.603,0.205,0.258,0.25,0.955,1,"Microcylloepus","glm"
"8",8,0.857,0.714,0.444,1,0.714,1,"Microcylloepus","glm"
"9",9,0.564,0.128,0.186,0.143,0.985,1,"Microcylloepus","glm"
"10",10,0.736,0.473,0.532,0.5,0.973,1,"Microcylloepus","glm"
"11",11,0.982,0.922,0.788,1,0.922,0.5,"Microcylloepus","tree"
"12",12,0.944,0.731,0.638,0.895,0.836,0.333333333333333,"Microcylloepus","tree"
"13",13,0.956,0.882,0.612,1,0.882,0.4,"Microcylloepus","tree"
"14",14,0.981,0.855,0.636,1,0.855,0.222222222222222,"Microcylloepus","tree"
"15",15,0.969,0.793,0.652,0.938,0.855,0.25,"Microcylloepus","tree"
"16",16,0.951,0.835,0.722,0.923,0.912,0.6,"Microcylloepus","tree"
"17",17,0.951,0.821,0.582,1,0.821,0.285714285714286,"Microcylloepus","tree"
"18",18,0.989,0.889,0.719,1,0.889,0.2,"Microcylloepus","tree"
"19",19,0.979,0.868,0.691,1,0.868,0.285714285714286,"Microcylloepus","tree"
"20",20,0.993,0.946,0.773,1,0.946,0.333333333333333,"Microcylloepus","tree"
"21",21,0.931,0.76,0.583,0.917,0.844,0.240933981935111,"Microcylloepus","brt"
"22",22,0.939,0.78,0.715,0.895,0.885,0.310952788832,"Microcylloepus","brt"
"23",23,0.947,0.897,0.647,1,0.897,0.164859768235973,"Microcylloepus","brt"
"24",24,0.981,0.884,0.693,1,0.884,0.194154787581642,"Microcylloepus","brt"
"25",25,0.938,0.797,0.597,1,0.797,0.19743003996168,"Microcylloepus","brt"
"26",26,0.91,0.747,0.556,0.923,0.824,0.189711765486157,"Microcylloepus","brt"
"27",27,0.939,0.806,0.558,1,0.806,0.196130703561818,"Microcylloepus","brt"
"28",28,0.963,0.806,0.67,0.917,0.889,0.271801719167386,"Microcylloepus","brt"
"29",29,0.965,0.813,0.791,0.857,0.956,0.336508980997143,"Microcylloepus","brt"
"30",30,0.959,0.821,0.703,0.875,0.946,0.185679448027334,"Microcylloepus","brt"
"31",31,0.772,0.484,0.229,1,0.484,0.0753227420100649,"Microcylloepus","fda"
"32",32,0.75,0.504,0.462,0.684,0.82,0.290851091176755,"Microcylloepus","fda"
"33",33,0.879,0.794,0.448,1,0.794,0.141982708910009,"Microcylloepus","fda"
"34",34,0.847,0.667,0.372,1,0.667,0.105755613423119,"Microcylloepus","fda"
"35",35,0.796,0.609,0.369,1,0.609,0.221420127490248,"Microcylloepus","fda"
"36",36,0.794,0.585,0.347,0.923,0.662,0.186690756876796,"Microcylloepus","fda"
"37",37,0.836,0.601,0.485,0.75,0.851,0.242522732497532,"Microcylloepus","fda"
"38",38,0.854,0.762,0.506,1,0.762,0.245309428851373,"Microcylloepus","fda"
"39",39,0.841,0.666,0.508,0.857,0.809,0.259610526195541,"Microcylloepus","fda"
"40",40,0.87,0.743,0.361,1,0.743,0.0693453230170844,"Microcylloepus","fda"
"41",41,0.882,0.75,0.486,1,0.75,0.198599487543106,"Microcylloepus","rbf"
"42",42,0.768,0.547,0.43,0.842,0.705,0.284199774265289,"Microcylloepus","rbf"
"43",43,0.866,0.647,0.278,1,0.647,0.171803161501884,"Microcylloepus","rbf"
"44",44,0.845,0.696,0.404,1,0.696,0.201039209961891,"Microcylloepus","rbf"
"45",45,0.77,0.551,0.316,1,0.551,0.227553397417068,"Microcylloepus","rbf"
"46",46,0.788,0.585,0.347,0.923,0.662,0.251480162143707,"Microcylloepus","rbf"
"47",47,0.84,0.672,0.383,1,0.672,0.21777531504631,"Microcylloepus","rbf"
"48",48,0.802,0.667,0.39,1,0.667,0.26853334903717,"Microcylloepus","rbf"
"49",49,0.8,0.622,0.445,0.857,0.765,0.280147016048431,"Microcylloepus","rbf"
"50",50,0.853,0.73,0.345,1,0.73,0.161388397216797,"Microcylloepus","rbf"
