"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.865,0.59,0.603,0.694,0.896,0.532452851904676,"Argia","glm"
"2",2,0.698,0.397,0.434,0.959,0.438,1,"Argia","glm"
"3",3,0.803,0.496,0.504,0.649,0.848,0.61961523950354,"Argia","glm"
"4",4,0.876,0.718,0.718,0.949,0.769,0.571841588085113,"Argia","glm"
"5",5,0.862,0.569,0.579,0.686,0.884,0.630086747306472,"Argia","glm"
"6",6,0.863,0.573,0.56,0.914,0.659,0.372583369385605,"Argia","glm"
"7",7,0.874,0.604,0.55,1,0.604,0.180595990693777,"Argia","glm"
"8",8,0.91,0.679,0.665,0.879,0.8,0.429746022643354,"Argia","glm"
"9",9,0.694,0.387,0.379,0.757,0.63,1,"Argia","glm"
"10",10,0.887,0.703,0.713,0.703,1,0.778174592551416,"Argia","glm"
"11",11,0.953,0.861,0.855,0.944,0.917,0.857142857142857,"Argia","tree"
"12",12,0.964,0.834,0.843,0.959,0.875,0.714285714285714,"Argia","tree"
"13",13,0.959,0.832,0.83,0.919,0.913,0.777777777777778,"Argia","tree"
"14",14,0.967,0.795,0.795,1,0.795,0.555555555555556,"Argia","tree"
"15",15,0.969,0.811,0.817,0.857,0.953,0.6,"Argia","tree"
"16",16,0.956,0.784,0.787,0.857,0.927,0.6,"Argia","tree"
"17",17,0.979,0.844,0.844,0.906,0.938,0.666666666666667,"Argia","tree"
"18",18,0.937,0.693,0.687,0.848,0.844,0.6,"Argia","tree"
"19",19,0.918,0.62,0.614,0.838,0.783,0.444444444444444,"Argia","tree"
"20",20,0.977,0.878,0.872,1,0.878,0.6,"Argia","tree"
"21",21,0.907,0.764,0.759,0.889,0.875,0.458484167499198,"Argia","brt"
"22",22,0.925,0.784,0.771,0.878,0.906,0.605448340940784,"Argia","brt"
"23",23,0.918,0.746,0.754,0.811,0.935,0.502633278421742,"Argia","brt"
"24",24,0.938,0.795,0.795,0.949,0.846,0.474844046217452,"Argia","brt"
"25",25,0.949,0.8,0.815,0.8,1,0.504771090182996,"Argia","brt"
"26",26,0.921,0.751,0.759,0.8,0.951,0.530926145804327,"Argia","brt"
"27",27,0.927,0.792,0.772,0.938,0.854,0.429610111682006,"Argia","brt"
"28",28,0.932,0.733,0.699,1,0.733,0.354631365738134,"Argia","brt"
"29",29,0.881,0.61,0.625,0.676,0.935,0.555620049364161,"Argia","brt"
"30",30,0.959,0.87,0.871,0.919,0.951,0.477740279575313,"Argia","brt"
"31",31,0.815,0.521,0.493,0.917,0.604,0.408361198002923,"Argia","fda"
"32",32,0.809,0.492,0.514,0.898,0.594,0.720445595196912,"Argia","fda"
"33",33,0.77,0.473,0.447,0.973,0.5,0.395684319271709,"Argia","fda"
"34",34,0.834,0.564,0.564,0.897,0.667,0.488222048832819,"Argia","fda"
"35",35,0.859,0.702,0.711,0.771,0.93,0.641115450386491,"Argia","fda"
"36",36,0.842,0.539,0.545,0.686,0.854,0.543569671589063,"Argia","fda"
"37",37,0.814,0.469,0.474,0.656,0.812,0.53031896146055,"Argia","fda"
"38",38,0.864,0.679,0.665,0.879,0.8,0.480215783598824,"Argia","fda"
"39",39,0.807,0.565,0.537,1,0.565,0.297056628469923,"Argia","fda"
"40",40,0.847,0.664,0.665,0.811,0.854,0.509374587029364,"Argia","fda"
"41",41,0.791,0.444,0.413,0.944,0.5,0.342606395483017,"Argia","rbf"
"42",42,0.844,0.626,0.651,0.939,0.688,0.633698642253876,"Argia","rbf"
"43",43,0.76,0.48,0.484,0.676,0.804,0.568731665611267,"Argia","rbf"
"44",44,0.899,0.641,0.641,0.846,0.795,0.604057729244232,"Argia","rbf"
"45",45,0.745,0.462,0.448,0.857,0.605,0.490402549505234,"Argia","rbf"
"46",46,0.778,0.504,0.488,0.943,0.561,0.49320712685585,"Argia","rbf"
"47",47,0.829,0.51,0.521,0.656,0.854,0.534681677818298,"Argia","rbf"
"48",48,0.88,0.63,0.649,0.697,0.933,0.542811870574951,"Argia","rbf"
"49",49,0.462,0.217,0.198,1,0.217,-3.95347833633423,"Argia","rbf"
"50",50,0.741,0.423,0.417,0.838,0.585,0.446514368057251,"Argia","rbf"
