"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.493,-0.014,-0.021,0,0.986,1,"Neotrichia","glm"
"2",2,0.653,0.307,0.307,0.333,0.973,1,"Neotrichia","glm"
"3",3,0.78,0.561,0.513,0.6,0.961,1,"Neotrichia","glm"
"4",4,0.743,0.486,0.551,0.5,0.986,1,"Neotrichia","glm"
"5",5,0.875,0.75,0.85,0.75,1,1,"Neotrichia","glm"
"6",6,0.564,0.128,0.128,0.222,0.905,1,"Neotrichia","glm"
"7",8,0.797,0.595,0.619,0.636,0.958,1,"Neotrichia","glm"
"8",9,0.571,0.143,0.233,0.143,1,1,"Neotrichia","glm"
"9",10,0.625,0.25,0.387,0.25,1,1,"Neotrichia","glm"
"10",11,0.942,0.863,0.396,1,0.863,0.2,"Neotrichia","glm"
"11",12,0.964,0.907,0.428,1,0.907,0.2,"Neotrichia","tree"
"12",13,0.941,0.868,0.449,1,0.868,0.285714285714286,"Neotrichia","tree"
"13",14,0.976,0.917,0.537,1,0.917,0.2,"Neotrichia","tree"
"14",15,0.957,0.886,0.456,1,0.886,0.2,"Neotrichia","tree"
"15",16,0.974,0.865,0.581,1,0.865,0.2,"Neotrichia","tree"
"16",17,0.985,0.949,0.726,1,0.949,0.4,"Neotrichia","tree"
"17",18,0.973,0.875,0.65,1,0.875,0.25,"Neotrichia","tree"
"18",19,0.973,0.943,0.75,1,0.943,0.6,"Neotrichia","tree"
"19",20,0.976,0.918,0.537,1,0.918,0.2,"Neotrichia","tree"
"20",21,0.983,0.973,0.787,1,0.973,0.088264334296711,"Neotrichia","tree"
"21",22,1,1,1,1,1,0.0872057939610767,"Neotrichia","brt"
"22",23,0.971,0.934,0.637,1,0.934,0.106674244521117,"Neotrichia","brt"
"23",24,0.969,0.917,0.537,1,0.917,0.091072232006896,"Neotrichia","brt"
"24",25,0.995,0.986,0.882,1,0.986,0.100810459994528,"Neotrichia","brt"
"25",26,0.946,0.824,0.504,1,0.824,0.157909501206923,"Neotrichia","brt"
"26",27,0.998,0.987,0.917,1,0.987,0.184277484607167,"Neotrichia","brt"
"27",28,0.933,0.764,0.462,1,0.764,0.127892055985165,"Neotrichia","brt"
"28",29,0.973,0.843,0.494,1,0.843,0.111132111481242,"Neotrichia","brt"
"29",30,0.99,0.959,0.708,1,0.959,0.138348561478551,"Neotrichia","brt"
"30",31,0.784,0.63,0.15,1,0.63,0.0509461376751868,"Neotrichia","brt"
"31",32,0.893,0.787,0.221,1,0.787,0.0421243449731765,"Neotrichia","fda"
"32",33,0.921,0.747,0.584,0.8,0.947,0.147761780900807,"Neotrichia","fda"
"33",34,0.868,0.667,0.419,0.75,0.917,0.00693078071882117,"Neotrichia","fda"
"34",35,0.986,0.971,0.786,1,0.971,0.431423472383887,"Neotrichia","fda"
"35",36,0.871,0.811,0.482,1,0.811,0.116360996282493,"Neotrichia","fda"
"36",37,0.914,0.835,0.418,1,0.835,0.136859230814237,"Neotrichia","fda"
"37",38,0.862,0.609,0.659,0.636,0.972,0.616604734384624,"Neotrichia","fda"
"38",39,0.847,0.657,0.258,1,0.657,0.107910256710019,"Neotrichia","fda"
"39",40,0.89,0.795,0.287,1,0.795,0.0343989246730065,"Neotrichia","fda"
"40",41,0.935,0.89,0.458,1,0.89,0.118519745767117,"Neotrichia","fda"
"41",42,0.867,0.693,0.148,1,0.693,0.0970223248004913,"Neotrichia","42"
"42",43,0.916,0.747,0.584,0.8,0.947,0.166012197732925,"Neotrichia","43"
"43",44,0.878,0.736,0.736,0.75,0.986,0.215081840753555,"Neotrichia","44"
"44",45,0.996,0.986,0.882,1,0.986,0.281581699848175,"Neotrichia","45"
"45",46,0.871,0.743,0.386,1,0.743,0.208494037389755,"Neotrichia","46"
"46",47,0.905,0.81,0.376,1,0.81,0.15969118475914,"Neotrichia","47"
"47",48,0.852,0.611,0.294,1,0.611,0.129839360713959,"Neotrichia","48"
"48",49,0.935,0.886,0.585,1,0.886,0.170584470033646,"Neotrichia","49"
"49",50,0.774,0.616,0.143,1,0.616,0.0992226675152779,"Neotrichia","50"
