"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.719,0.438,0.47,0.5,0.938,1,"Atrichopogon","glm"
"2",2,0.785,0.571,0.478,0.667,0.904,1,"Atrichopogon","glm"
"3",3,0.721,0.443,0.443,0.5,0.943,1,"Atrichopogon","glm"
"4",4,0.779,0.557,0.64,0.571,0.986,1,"Atrichopogon","glm"
"5",5,0.701,0.401,0.461,0.429,0.973,1,"Atrichopogon","glm"
"6",6,0.863,0.727,0.48,0.857,0.87,1,"Atrichopogon","glm"
"7",7,0.65,0.3,0.429,0.3,1,1,"Atrichopogon","glm"
"8",8,0.562,0.125,0.205,0.125,1,1,"Atrichopogon","glm"
"9",9,0.653,0.306,0.361,0.333,0.973,1,"Atrichopogon","glm"
"10",10,0.629,0.259,0.321,0.286,0.973,1,"Atrichopogon","glm"
"11",11,0.964,0.785,0.532,1,0.785,0.2,"Atrichopogon","tree"
"12",12,0.962,0.89,0.641,1,0.89,0.4,"Atrichopogon","tree"
"13",13,0.965,0.871,0.582,1,0.871,0.166666666666667,"Atrichopogon","tree"
"14",14,0.972,0.901,0.621,1,0.901,0.2,"Atrichopogon","tree"
"15",15,0.963,0.849,0.497,1,0.849,0.2,"Atrichopogon","tree"
"16",16,0.973,0.942,0.75,1,0.942,0.6,"Atrichopogon","tree"
"17",17,0.985,0.917,0.728,1,0.917,0.285714285714286,"Atrichopogon","tree"
"18",18,0.955,0.868,0.557,1,0.868,0.2,"Atrichopogon","tree"
"19",19,0.979,0.918,0.629,1,0.918,0.2,"Atrichopogon","tree"
"20",20,0.992,0.946,0.752,1,0.946,0.333333333333333,"Atrichopogon","tree"
"21",21,0.949,0.809,0.672,0.917,0.892,0.22565800424919,"Atrichopogon","brt"
"22",22,0.939,0.795,0.459,1,0.795,0.131419299546901,"Atrichopogon","brt"
"23",23,0.971,0.871,0.582,1,0.871,0.141912223111041,"Atrichopogon","brt"
"24",24,0.986,0.93,0.703,1,0.93,0.147781876258951,"Atrichopogon","brt"
"25",25,0.965,0.857,0.916,0.857,1,0.167455752708381,"Atrichopogon","brt"
"26",26,0.981,0.942,0.75,1,0.942,0.128672046190165,"Atrichopogon","brt"
"27",27,0.961,0.861,0.602,1,0.861,0.157638376662104,"Atrichopogon","brt"
"28",28,0.985,0.921,0.69,1,0.921,0.145906594227197,"Atrichopogon","brt"
"29",29,0.995,0.986,0.916,1,0.986,0.167797363977493,"Atrichopogon","brt"
"30",30,0.985,0.932,0.705,1,0.932,0.135203370993548,"Atrichopogon","brt"
"31",31,0.887,0.732,0.533,0.917,0.815,0.106845993292262,"Atrichopogon","fda"
"32",32,0.868,0.642,0.351,0.889,0.753,0.068750300021605,"Atrichopogon","fda"
"33",33,0.904,0.757,0.39,1,0.757,0.0418336730182849,"Atrichopogon","fda"
"34",34,0.877,0.644,0.54,0.714,0.93,0.232490606888569,"Atrichopogon","fda"
"35",35,0.875,0.658,0.251,1,0.658,0.00445034097705334,"Atrichopogon","fda"
"36",36,0.894,0.683,0.4,0.857,0.826,0.0104217790736776,"Atrichopogon","fda"
"37",37,0.832,0.636,0.358,0.9,0.736,0.0753482071254147,"Atrichopogon","fda"
"38",38,0.854,0.658,0.514,0.75,0.908,0.0764487132514415,"Atrichopogon","fda"
"39",39,0.881,0.74,0.302,1,0.74,0.0409088468425253,"Atrichopogon","fda"
"40",40,0.786,0.568,0.185,1,0.568,0.0241125986956918,"Atrichopogon","fda"
"41",41,0.877,0.686,0.465,0.917,0.769,0.206790909171104,"Atrichopogon","rbf"
"42",42,0.857,0.711,0.449,0.889,0.822,0.196574211120605,"Atrichopogon","rbf"
"43",43,0.887,0.714,0.339,1,0.714,0.120918102562428,"Atrichopogon","rbf"
"44",44,0.918,0.775,0.382,1,0.775,0.111164748668671,"Atrichopogon","rbf"
"45",45,0.863,0.616,0.22,1,0.616,0.100496113300323,"Atrichopogon","rbf"
"46",46,0.884,0.64,0.337,0.857,0.783,0.123238570988178,"Atrichopogon","rbf"
"47",47,0.858,0.678,0.412,0.9,0.778,0.173859626054764,"Atrichopogon","rbf"
"48",48,0.845,0.704,0.421,0.875,0.829,0.127022266387939,"Atrichopogon","rbf"
"49",49,0.874,0.642,0.322,0.833,0.808,0.11048398911953,"Atrichopogon","rbf"
"50",50,0.915,0.776,0.586,0.857,0.919,0.132530182600021,"Atrichopogon","rbf"
