"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.534,0.069,0.091,0.111,0.958,1,"Tvetenia bavarica group","glm"
"2",2,0.562,0.124,0.157,0.188,0.937,1,"Tvetenia bavarica group","glm"
"3",3,0.493,-0.014,-0.023,0,0.986,1,"Tvetenia bavarica group","glm"
"4",4,0.53,0.061,0.066,0.222,0.839,1,"Tvetenia bavarica group","glm"
"5",5,0.608,0.216,0.3,0.231,0.985,1,"Tvetenia bavarica group","glm"
"6",7,0.538,0.076,0.061,0.273,0.803,1,"Tvetenia bavarica group","glm"
"7",8,0.531,0.062,0.096,0.062,1,1,"Tvetenia bavarica group","glm"
"8",9,0.42,-0.159,-0.178,0,0.841,1,"Tvetenia bavarica group","glm"
"9",10,0.953,0.811,0.714,0.944,0.867,0.204407091701888,"Tvetenia bavarica group","glm"
"10",11,0.953,0.831,0.525,1,0.831,0.2,"Tvetenia bavarica group","glm"
"11",12,0.946,0.731,0.571,0.938,0.794,0.285714285714286,"Tvetenia bavarica group","tree"
"12",13,0.944,0.778,0.461,1,0.778,0.142857142857143,"Tvetenia bavarica group","tree"
"13",14,0.953,0.855,0.726,1,0.855,0.5,"Tvetenia bavarica group","tree"
"14",15,0.975,0.868,0.678,1,0.868,0.285714285714286,"Tvetenia bavarica group","tree"
"15",16,0.933,0.778,0.51,1,0.778,0.2,"Tvetenia bavarica group","tree"
"16",17,0.963,0.859,0.621,1,0.859,0.333333333333333,"Tvetenia bavarica group","tree"
"17",18,0.982,0.844,0.844,0.875,0.969,0.6,"Tvetenia bavarica group","tree"
"18",19,0.962,0.797,0.584,1,0.797,0.2,"Tvetenia bavarica group","tree"
"19",20,0.964,0.817,0.673,1,0.817,0.25,"Tvetenia bavarica group","tree"
"20",21,0.951,0.817,0.501,1,0.817,0.144835616870956,"Tvetenia bavarica group","tree"
"21",22,0.918,0.749,0.732,0.812,0.937,0.268084922979982,"Tvetenia bavarica group","brt"
"22",23,0.953,0.833,0.549,1,0.833,0.164968804162186,"Tvetenia bavarica group","brt"
"23",24,0.974,0.896,0.862,0.944,0.952,0.325312750045043,"Tvetenia bavarica group","brt"
"24",25,0.98,0.926,0.802,1,0.926,0.245682280975073,"Tvetenia bavarica group","brt"
"25",26,0.954,0.81,0.558,1,0.81,0.151512084109727,"Tvetenia bavarica group","brt"
"26",27,0.945,0.775,0.48,1,0.775,0.130695779726882,"Tvetenia bavarica group","brt"
"27",28,0.97,0.922,0.825,1,0.922,0.269754982796969,"Tvetenia bavarica group","brt"
"28",29,0.959,0.803,0.664,0.933,0.87,0.178118615742631,"Tvetenia bavarica group","brt"
"29",30,0.983,0.867,0.75,1,0.867,0.28333128094533,"Tvetenia bavarica group","brt"
"30",31,0.831,0.565,0.273,0.889,0.676,0.138098500817249,"Tvetenia bavarica group","brt"
"31",32,0.811,0.542,0.375,0.875,0.667,0.25318908426135,"Tvetenia bavarica group","fda"
"32",33,0.825,0.589,0.485,0.7,0.889,0.148712615520934,"Tvetenia bavarica group","fda"
"33",34,0.764,0.516,0.324,1,0.516,0.241506023832064,"Tvetenia bavarica group","fda"
"34",35,0.876,0.676,0.402,1,0.676,0.119295468121861,"Tvetenia bavarica group","fda"
"35",36,0.75,0.556,0.271,1,0.556,0.152708933295025,"Tvetenia bavarica group","fda"
"36",37,0.8,0.549,0.246,1,0.549,0.128542929797082,"Tvetenia bavarica group","fda"
"37",38,0.836,0.578,0.354,1,0.578,0.212511958603915,"Tvetenia bavarica group","fda"
"38",39,0.772,0.484,0.46,0.6,0.884,0.207959054223781,"Tvetenia bavarica group","fda"
"39",40,0.852,0.711,0.568,0.944,0.767,0.340758158437338,"Tvetenia bavarica group","fda"
"40",41,0.773,0.648,0.293,1,0.648,0.162267237901688,"Tvetenia bavarica group","fda"
"41",42,0.847,0.574,0.449,0.812,0.762,0.327574104070663,"Tvetenia bavarica group","42"
"42",43,0.812,0.569,0.244,1,0.569,0.146515309810638,"Tvetenia bavarica group","43"
"43",44,0.656,0.471,0.364,0.778,0.694,1.48550057411194,"Tvetenia bavarica group","44"
"44",45,0.489,0.235,0.09,1,0.235,-1.24259912967682,"Tvetenia bavarica group","45"
"45",46,0.831,0.541,0.503,0.636,0.905,0.258257985115051,"Tvetenia bavarica group","46"
"46",47,0.749,0.494,0.274,0.818,0.676,0.182384431362152,"Tvetenia bavarica group","47"
"47",48,0.835,0.641,0.491,0.875,0.766,0.303380995988846,"Tvetenia bavarica group","48"
"48",49,0.785,0.464,0.236,1,0.464,0.186921387910843,"Tvetenia bavarica group","49"
"49",50,0.887,0.767,0.603,1,0.767,0.362453728914261,"Tvetenia bavarica group","50"
