"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.66,0.319,0.421,0.333,0.986,1,"Hexatoma","glm"
"2",2,0.727,0.454,0.505,0.5,0.954,1,"Hexatoma","glm"
"3",3,0.727,0.455,0.591,0.455,1,1,"Hexatoma","glm"
"4",5,0.702,0.403,0.447,0.444,0.959,1,"Hexatoma","glm"
"5",6,0.836,0.635,0.497,0.889,0.746,0.278315160867498,"Hexatoma","glm"
"6",7,0.698,0.395,0.458,0.444,0.951,1,"Hexatoma","glm"
"7",8,0.613,0.227,0.273,0.286,0.941,1,"Hexatoma","glm"
"8",9,0.948,0.894,0.894,0.909,0.985,0.539366577205866,"Hexatoma","glm"
"9",10,0.636,0.273,0.393,0.273,1,1,"Hexatoma","glm"
"10",11,0.977,0.943,0.79,1,0.943,0.625,"Hexatoma","glm"
"11",12,0.932,0.84,0.739,0.917,0.923,0.6,"Hexatoma","tree"
"12",13,0.959,0.831,0.569,1,0.831,0.2,"Hexatoma","tree"
"13",14,0.953,0.892,0.458,1,0.892,0.285714285714286,"Hexatoma","tree"
"14",15,0.916,0.779,0.581,0.889,0.89,0.2,"Hexatoma","tree"
"15",16,0.979,0.889,0.78,1,0.889,0.4,"Hexatoma","tree"
"16",17,0.972,0.807,0.762,0.889,0.918,0.428571428571429,"Hexatoma","tree"
"17",18,0.981,0.912,0.779,1,0.912,0.333333333333333,"Hexatoma","tree"
"18",19,0.969,0.882,0.676,1,0.882,0.285714285714286,"Hexatoma","tree"
"19",20,0.973,0.929,0.779,1,0.929,0.6,"Hexatoma","tree"
"20",21,0.952,0.786,0.455,1,0.786,0.159747913181579,"Hexatoma","tree"
"21",22,0.951,0.901,0.901,0.917,0.985,0.217649778681715,"Hexatoma","brt"
"22",23,0.967,0.881,0.848,0.909,0.972,0.255405819697529,"Hexatoma","brt"
"23",24,0.956,0.892,0.458,1,0.892,0.0793823139257985,"Hexatoma","brt"
"24",25,0.982,0.875,0.875,0.889,0.986,0.173620064756227,"Hexatoma","brt"
"25",26,0.943,0.865,0.801,0.944,0.921,0.23483330722909,"Hexatoma","brt"
"26",27,0.953,0.784,0.784,0.833,0.951,0.297903602785102,"Hexatoma","brt"
"27",28,0.916,0.742,0.742,0.786,0.956,0.291099874242632,"Hexatoma","brt"
"28",29,0.979,0.894,0.894,0.909,0.985,0.264993028999296,"Hexatoma","brt"
"29",30,0.951,0.771,0.478,1,0.771,0.188563727429929,"Hexatoma","brt"
"30",31,0.813,0.549,0.327,0.778,0.771,0.0794705767313419,"Hexatoma","brt"
"31",32,0.827,0.612,0.508,0.75,0.862,0.0303752575698504,"Hexatoma","fda"
"32",33,0.871,0.641,0.379,0.909,0.732,0.0389261922643644,"Hexatoma","fda"
"33",34,0.892,0.77,0.256,1,0.77,0.00746533282273856,"Hexatoma","fda"
"34",35,0.817,0.545,0.315,0.778,0.767,0.0602942073230982,"Hexatoma","fda"
"35",36,0.854,0.698,0.583,0.889,0.81,0.181354167732689,"Hexatoma","fda"
"36",37,0.892,0.725,0.627,0.889,0.836,0.237606004419019,"Hexatoma","fda"
"37",38,0.787,0.561,0.334,0.929,0.632,0.16508314050362,"Hexatoma","fda"
"38",39,0.897,0.789,0.789,0.818,0.971,0.676626484842759,"Hexatoma","fda"
"39",40,0.874,0.656,0.609,0.727,0.929,0.0755143048152573,"Hexatoma","fda"
"40",41,0.837,0.621,0.432,0.778,0.843,0.170994952321053,"Hexatoma","fda"
"41",42,0.801,0.581,0.457,0.75,0.831,0.2041966766119,"Hexatoma","42"
"42",43,0.808,0.592,0.28,1,0.592,0.180703535676003,"Hexatoma","43"
"43",44,0.875,0.649,0.159,1,0.649,0.0999850705265999,"Hexatoma","44"
"44",45,0.79,0.466,0.161,1,0.466,0.100754514336586,"Hexatoma","45"
"45",46,0.842,0.675,0.512,0.944,0.73,0.233763679862022,"Hexatoma","46"
"46",47,0.892,0.741,0.652,0.889,0.852,0.323200464248657,"Hexatoma","47"
"47",48,0.815,0.632,0.37,1,0.632,0.2304547727108,"Hexatoma","48"
"48",49,0.873,0.745,0.668,0.818,0.926,0.310178846120834,"Hexatoma","49"
"49",50,0.834,0.586,0.277,1,0.586,0.17637075483799,"Hexatoma","50"
