"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.784,0.567,0.506,0.84,0.727,1,"Phaenopsectra","glm"
"2",2,0.72,0.44,0.451,0.533,0.906,1,"Phaenopsectra","glm"
"3",3,0.835,0.617,0.673,0.65,0.967,0.346711110533851,"Phaenopsectra","glm"
"4",4,0.847,0.676,0.43,1,0.676,0.156809577111294,"Phaenopsectra","glm"
"5",5,0.844,0.633,0.503,0.955,0.678,0.272459622338825,"Phaenopsectra","glm"
"6",6,0.92,0.697,0.633,0.864,0.833,0.288213879665326,"Phaenopsectra","glm"
"7",7,0.587,0.174,0.219,0.208,0.966,1,"Phaenopsectra","glm"
"8",8,0.855,0.555,0.425,0.958,0.597,0.218712386930432,"Phaenopsectra","glm"
"9",9,0.729,0.398,0.296,0.778,0.621,0.278207536279289,"Phaenopsectra","glm"
"10",10,0.628,0.256,0.31,0.312,0.943,1,"Phaenopsectra","glm"
"11",11,0.959,0.796,0.732,0.96,0.836,0.428571428571429,"Phaenopsectra","tree"
"12",12,0.96,0.797,0.598,1,0.797,0.25,"Phaenopsectra","tree"
"13",13,0.959,0.783,0.681,0.95,0.833,0.333333333333333,"Phaenopsectra","tree"
"14",14,0.923,0.721,0.482,1,0.721,0.2,"Phaenopsectra","tree"
"15",15,0.944,0.751,0.649,0.955,0.797,0.4,"Phaenopsectra","tree"
"16",16,0.947,0.759,0.69,0.909,0.85,0.4,"Phaenopsectra","tree"
"17",17,0.962,0.803,0.732,0.958,0.845,0.333333333333333,"Phaenopsectra","tree"
"18",18,0.967,0.774,0.657,1,0.774,0.285714285714286,"Phaenopsectra","tree"
"19",19,0.942,0.713,0.662,0.833,0.879,0.333333333333333,"Phaenopsectra","tree"
"20",20,0.974,0.868,0.753,1,0.868,0.333333333333333,"Phaenopsectra","tree"
"21",21,0.959,0.789,0.772,0.88,0.909,0.315040974250045,"Phaenopsectra","brt"
"22",22,0.948,0.789,0.732,0.867,0.922,0.226252094290164,"Phaenopsectra","brt"
"23",23,0.904,0.7,0.724,0.75,0.95,0.29514738097841,"Phaenopsectra","brt"
"24",24,0.939,0.801,0.663,0.933,0.868,0.19953389818139,"Phaenopsectra","brt"
"25",25,0.916,0.762,0.731,0.864,0.898,0.340515437947828,"Phaenopsectra","brt"
"26",26,0.933,0.747,0.706,0.864,0.883,0.309134145358675,"Phaenopsectra","brt"
"27",27,0.931,0.751,0.662,0.958,0.793,0.283920081116445,"Phaenopsectra","brt"
"28",28,0.918,0.694,0.558,1,0.694,0.261932487253183,"Phaenopsectra","brt"
"29",29,0.944,0.768,0.701,0.889,0.879,0.251387413697721,"Phaenopsectra","brt"
"30",30,0.94,0.781,0.733,0.875,0.906,0.300919376287155,"Phaenopsectra","brt"
"31",31,0.809,0.596,0.494,0.96,0.636,0.299999488973094,"Phaenopsectra","fda"
"32",32,0.866,0.628,0.522,0.8,0.828,0.134664442620591,"Phaenopsectra","fda"
"33",33,0.767,0.417,0.455,0.5,0.917,0.325614314741291,"Phaenopsectra","fda"
"34",34,0.825,0.559,0.314,1,0.559,0.151440284860803,"Phaenopsectra","fda"
"35",35,0.73,0.463,0.331,0.955,0.508,0.277387197120488,"Phaenopsectra","fda"
"36",36,0.777,0.538,0.4,0.955,0.583,0.278764649613738,"Phaenopsectra","fda"
"37",37,0.811,0.534,0.402,1,0.534,0.293412897147236,"Phaenopsectra","fda"
"38",38,0.729,0.434,0.385,0.708,0.726,0.361297665725704,"Phaenopsectra","fda"
"39",39,0.717,0.379,0.224,1,0.379,0.14516884237111,"Phaenopsectra","fda"
"40",40,0.81,0.524,0.446,0.75,0.774,0.195507390685741,"Phaenopsectra","fda"
"41",41,0.769,0.465,0.372,0.92,0.545,0.357804447412491,"Phaenopsectra","rbf"
"42",42,0.777,0.605,0.401,0.933,0.672,0.27587828040123,"Phaenopsectra","rbf"
"43",43,0.726,0.433,0.52,0.45,0.983,0.485977709293365,"Phaenopsectra","rbf"
"44",44,0.886,0.765,0.54,1,0.765,0.280574530363083,"Phaenopsectra","rbf"
"45",45,0.713,0.451,0.333,0.909,0.542,0.3362757563591,"Phaenopsectra","rbf"
"46",46,0.785,0.555,0.417,0.955,0.6,0.329273164272308,"Phaenopsectra","rbf"
"47",47,0.854,0.603,0.471,1,0.603,0.325766146183014,"Phaenopsectra","rbf"
"48",48,0.682,0.401,0.29,0.917,0.484,0.298094481229782,"Phaenopsectra","rbf"
"49",49,0.758,0.534,0.352,1,0.534,0.304898381233215,"Phaenopsectra","rbf"
"50",50,0.868,0.73,0.599,0.938,0.792,0.258475512266159,"Phaenopsectra","rbf"
