"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.924,0.73,0.682,0.926,0.804,0.26190728298528,"Apedilum","glm"
"2",2,0.904,0.8,0.833,0.8,1,0.537413029314797,"Apedilum","glm"
"3",3,0.861,0.595,0.635,0.633,0.962,0.550511033935027,"Apedilum","glm"
"4",4,0.824,0.518,0.501,0.75,0.768,0.331442108800584,"Apedilum","glm"
"5",5,0.881,0.669,0.67,0.744,0.925,0.612364896911804,"Apedilum","glm"
"6",6,0.776,0.552,0.596,0.593,0.959,1,"Apedilum","glm"
"7",7,0.83,0.537,0.543,0.688,0.849,0.398171580343262,"Apedilum","glm"
"8",8,0.932,0.748,0.759,0.794,0.953,0.409446488589047,"Apedilum","glm"
"9",9,0.895,0.764,0.804,0.783,0.981,0.466487709684562,"Apedilum","glm"
"10",10,0.922,0.701,0.714,0.778,0.923,0.335329606630099,"Apedilum","glm"
"11",11,0.951,0.786,0.735,0.963,0.824,0.5,"Apedilum","tree"
"12",12,0.976,0.84,0.84,0.9,0.94,0.666666666666667,"Apedilum","tree"
"13",13,0.954,0.741,0.701,0.933,0.808,0.4,"Apedilum","tree"
"14",14,0.969,0.853,0.853,0.906,0.946,0.833333333333333,"Apedilum","tree"
"15",15,0.94,0.747,0.747,0.872,0.875,0.5,"Apedilum","tree"
"16",16,0.981,0.844,0.83,0.926,0.918,0.4,"Apedilum","tree"
"17",17,0.947,0.755,0.733,0.906,0.849,0.4,"Apedilum","tree"
"18",18,0.957,0.754,0.761,0.824,0.93,0.7,"Apedilum","tree"
"19",19,0.983,0.901,0.879,0.957,0.944,0.666666666666667,"Apedilum","tree"
"20",20,0.949,0.775,0.775,0.852,0.923,0.6,"Apedilum","tree"
"21",21,0.924,0.73,0.682,0.926,0.804,0.363399279175269,"Apedilum","brt"
"22",22,0.917,0.673,0.697,0.733,0.94,0.49987252908099,"Apedilum","brt"
"23",23,0.918,0.722,0.679,0.933,0.788,0.339016594788129,"Apedilum","brt"
"24",24,0.934,0.763,0.739,0.906,0.857,0.37839452606096,"Apedilum","brt"
"25",25,0.908,0.697,0.697,0.897,0.8,0.475695111135078,"Apedilum","brt"
"26",26,0.974,0.841,0.807,0.963,0.878,0.409669655899655,"Apedilum","brt"
"27",27,0.966,0.856,0.872,0.875,0.981,0.414146109315241,"Apedilum","brt"
"28",28,0.927,0.76,0.762,0.853,0.907,0.454319704371412,"Apedilum","brt"
"29",29,0.93,0.722,0.608,1,0.722,0.267804099981939,"Apedilum","brt"
"30",30,0.966,0.833,0.855,0.852,0.981,0.39349199982438,"Apedilum","brt"
"31",31,0.793,0.471,0.467,0.667,0.804,0.348173881722933,"Apedilum","fda"
"32",32,0.9,0.713,0.748,0.733,0.98,0.500899574138832,"Apedilum","fda"
"33",33,0.869,0.585,0.597,0.7,0.885,0.334235385853174,"Apedilum","fda"
"34",34,0.814,0.527,0.573,0.562,0.964,0.400847544897996,"Apedilum","fda"
"35",35,0.879,0.668,0.67,0.718,0.95,0.558988165433336,"Apedilum","fda"
"36",36,0.824,0.572,0.624,0.593,0.98,0.550702639827065,"Apedilum","fda"
"37",37,0.803,0.492,0.483,0.719,0.774,0.366429682431817,"Apedilum","fda"
"38",38,0.862,0.607,0.622,0.676,0.93,0.425262986193855,"Apedilum","fda"
"39",39,0.82,0.659,0.702,0.696,0.963,0.340378852977711,"Apedilum","fda"
"40",40,0.869,0.665,0.703,0.704,0.962,0.37520853462616,"Apedilum","fda"
"41",41,0.852,0.621,0.61,0.778,0.843,0.360796302556992,"Apedilum","rbf"
"42",42,0.864,0.62,0.608,0.8,0.82,0.419061273336411,"Apedilum","rbf"
"43",43,0.858,0.665,0.661,0.8,0.865,0.366315007209778,"Apedilum","rbf"
"44",44,0.747,0.451,0.433,0.719,0.732,0.332761764526367,"Apedilum","rbf"
"45",45,0.845,0.668,0.67,0.718,0.95,0.51305365562439,"Apedilum","rbf"
"46",46,0.795,0.491,0.516,0.593,0.898,0.431218266487122,"Apedilum","rbf"
"47",47,0.77,0.46,0.434,0.781,0.679,0.380484312772751,"Apedilum","rbf"
"48",48,0.884,0.63,0.648,0.676,0.953,0.456861585378647,"Apedilum","rbf"
"49",49,0.781,0.548,0.541,0.696,0.852,0.346544921398163,"Apedilum","rbf"
"50",50,0.88,0.661,0.644,0.815,0.846,0.307650029659271,"Apedilum","rbf"
