"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.6,0.2,0.317,0.2,1,1,"Nematoda","glm"
"2",2,0.534,0.068,0.104,0.083,0.985,1,"Nematoda","glm"
"3",3,0.62,0.24,0.229,0.333,0.907,1,"Nematoda","glm"
"4",4,0.73,0.46,0.485,0.533,0.926,1,"Nematoda","glm"
"5",5,0.67,0.34,0.402,0.385,0.955,1,"Nematoda","glm"
"6",6,0.77,0.539,0.539,0.6,0.939,1,"Nematoda","glm"
"7",7,0.578,0.157,0.108,0.5,0.657,1,"Nematoda","glm"
"8",8,0.479,-0.042,-0.052,0,0.958,1,"Nematoda","glm"
"9",9,0.593,0.186,0.267,0.2,0.986,1,"Nematoda","glm"
"10",10,0.934,0.76,0.617,0.938,0.823,0.147828184345281,"Nematoda","glm"
"11",11,0.974,0.892,0.542,1,0.892,0.166666666666667,"Nematoda","tree"
"12",12,0.939,0.791,0.535,1,0.791,0.2,"Nematoda","tree"
"13",13,0.899,0.729,0.474,0.889,0.84,0.166666666666667,"Nematoda","tree"
"14",14,0.986,0.868,0.703,1,0.868,0.2,"Nematoda","tree"
"15",15,0.944,0.731,0.469,1,0.731,0.2,"Nematoda","tree"
"16",16,0.978,0.879,0.656,1,0.879,0.2,"Nematoda","tree"
"17",17,0.981,0.91,0.778,1,0.91,0.333333333333333,"Nematoda","tree"
"18",18,0.944,0.859,0.445,1,0.859,0.2,"Nematoda","tree"
"19",19,0.99,0.918,0.729,1,0.918,0.2,"Nematoda","tree"
"20",20,0.941,0.792,0.668,0.938,0.855,0.4,"Nematoda","tree"
"21",21,0.988,0.969,0.818,1,0.969,0.143625993785703,"Nematoda","brt"
"22",22,0.956,0.827,0.706,0.917,0.91,0.202117651614858,"Nematoda","brt"
"23",23,0.935,0.773,0.422,1,0.773,0.114323262091903,"Nematoda","brt"
"24",24,0.944,0.785,0.828,0.8,0.985,0.259687354274095,"Nematoda","brt"
"25",25,0.93,0.746,0.489,1,0.746,0.171349280133917,"Nematoda","brt"
"26",26,0.942,0.785,0.82,0.8,0.985,0.190542365919937,"Nematoda","brt"
"27",27,0.963,0.869,0.801,0.929,0.94,0.266841510377889,"Nematoda","brt"
"28",28,0.955,0.831,0.393,1,0.831,0.098925259217439,"Nematoda","brt"
"29",29,0.938,0.753,0.424,1,0.753,0.147455849250167,"Nematoda","brt"
"30",30,0.966,0.903,0.793,1,0.903,0.236759260039424,"Nematoda","brt"
"31",31,0.951,0.846,0.44,1,0.846,0.0513181229774858,"Nematoda","fda"
"32",32,0.794,0.511,0.354,0.75,0.761,0.190441508483541,"Nematoda","fda"
"33",33,0.839,0.622,0.323,0.889,0.733,0.105448707740097,"Nematoda","fda"
"34",34,0.82,0.526,0.541,0.6,0.926,0.225647737641278,"Nematoda","fda"
"35",35,0.84,0.595,0.36,0.923,0.672,0.176759767686083,"Nematoda","fda"
"36",36,0.795,0.524,0.503,0.6,0.924,0.167105101008476,"Nematoda","fda"
"37",37,0.78,0.478,0.24,1,0.478,0.118963042357032,"Nematoda","fda"
"38",38,0.842,0.577,0.152,1,0.577,0.0628135197995313,"Nematoda","fda"
"39",39,0.888,0.722,0.476,0.9,0.822,0.0764797031401029,"Nematoda","fda"
"40",40,0.751,0.55,0.359,0.938,0.613,0.217414172801583,"Nematoda","fda"
"41",41,0.612,0.492,0.122,1,0.492,-0.0512111186981201,"Nematoda","rbf"
"42",42,0.807,0.601,0.485,0.75,0.851,0.240526854991913,"Nematoda","rbf"
"43",43,0.836,0.636,0.338,0.889,0.747,0.145243942737579,"Nematoda","rbf"
"44",44,0.734,0.412,0.202,1,0.412,0.165000393986702,"Nematoda","rbf"
"45",45,0.775,0.486,0.325,0.769,0.716,0.234895661473274,"Nematoda","rbf"
"46",46,0.847,0.624,0.575,0.7,0.924,0.185969620943069,"Nematoda","rbf"
"47",47,0.943,0.806,0.589,1,0.806,0.258712470531464,"Nematoda","rbf"
"48",48,0.808,0.62,0.177,1,0.62,0.118599355220795,"Nematoda","rbf"
"49",49,0.738,0.444,0.218,0.8,0.644,0.110078513622284,"Nematoda","rbf"
"50",50,0.864,0.637,0.596,0.75,0.887,0.335246801376343,"Nematoda","rbf"
