"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.636,0.271,0.345,0.3,0.971,1,"Ordobrevia nubifera","glm"
"2",2,0.601,0.202,0.27,0.231,0.971,1,"Ordobrevia nubifera","glm"
"3",3,0.583,0.167,0.271,0.167,1,1,"Ordobrevia nubifera","glm"
"4",4,0.715,0.431,0.431,0.5,0.931,1,"Ordobrevia nubifera","glm"
"5",5,0.617,0.234,0.321,0.25,0.984,1,"Ordobrevia nubifera","glm"
"6",6,0.615,0.23,0.284,0.273,0.957,1,"Ordobrevia nubifera","glm"
"7",7,0.575,0.151,0.217,0.167,0.984,1,"Ordobrevia nubifera","glm"
"8",10,0.571,0.143,0.232,0.143,1,1,"Ordobrevia nubifera","glm"
"9",11,0.96,0.8,0.5,1,0.8,0.2,"Ordobrevia nubifera","glm"
"10",12,0.951,0.866,0.792,0.923,0.943,0.571428571428571,"Ordobrevia nubifera","glm"
"11",13,0.974,0.948,0.725,1,0.948,0.6,"Ordobrevia nubifera","tree"
"12",14,0.958,0.833,0.549,1,0.833,0.2,"Ordobrevia nubifera","tree"
"13",15,0.964,0.823,0.515,1,0.823,0.166666666666667,"Ordobrevia nubifera","tree"
"14",16,0.962,0.857,0.62,1,0.857,0.333333333333333,"Ordobrevia nubifera","tree"
"15",17,0.943,0.825,0.602,1,0.825,0.2,"Ordobrevia nubifera","tree"
"16",18,0.976,0.877,0.584,1,0.877,0.166666666666667,"Ordobrevia nubifera","tree"
"17",19,0.967,0.877,0.584,1,0.877,0.2,"Ordobrevia nubifera","tree"
"18",20,0.97,0.838,0.492,1,0.838,0.125,"Ordobrevia nubifera","tree"
"19",21,0.961,0.814,0.671,0.9,0.914,0.17711088194011,"Ordobrevia nubifera","tree"
"20",22,0.952,0.795,0.635,0.923,0.871,0.24090981970729,"Ordobrevia nubifera","tree"
"21",23,0.987,0.961,0.781,1,0.961,0.121132784656961,"Ordobrevia nubifera","brt"
"22",24,0.95,0.75,0.423,1,0.75,0.149947706131666,"Ordobrevia nubifera","brt"
"23",25,0.946,0.79,0.463,1,0.79,0.154424521272915,"Ordobrevia nubifera","brt"
"24",26,0.978,0.871,0.648,1,0.871,0.181472911857151,"Ordobrevia nubifera","brt"
"25",27,0.966,0.869,0.814,0.917,0.952,0.279165857774131,"Ordobrevia nubifera","brt"
"26",28,0.967,0.877,0.584,1,0.877,0.140259281705049,"Ordobrevia nubifera","brt"
"27",29,0.986,0.918,0.688,1,0.918,0.166349411021847,"Ordobrevia nubifera","brt"
"28",30,0.973,0.926,0.702,1,0.926,0.156694267444204,"Ordobrevia nubifera","brt"
"29",31,0.899,0.743,0.52,0.9,0.843,0.201659537106643,"Ordobrevia nubifera","brt"
"30",32,0.879,0.671,0.39,1,0.671,0.165456845825327,"Ordobrevia nubifera","brt"
"31",33,0.682,0.545,0.148,1,0.545,0.0238303008407211,"Ordobrevia nubifera","fda"
"32",34,0.864,0.681,0.342,1,0.681,0.10411383650323,"Ordobrevia nubifera","fda"
"33",35,0.853,0.698,0.452,0.875,0.823,0.22127393191068,"Ordobrevia nubifera","fda"
"34",36,0.895,0.8,0.521,1,0.8,0.237970257470471,"Ordobrevia nubifera","fda"
"35",37,0.881,0.651,0.374,1,0.651,0.146861364025416,"Ordobrevia nubifera","fda"
"36",38,0.777,0.575,0.211,1,0.575,0.111201252736066,"Ordobrevia nubifera","fda"
"37",39,0.887,0.822,0.477,1,0.822,0.184451218527923,"Ordobrevia nubifera","fda"
"38",40,0.874,0.681,0.399,0.857,0.824,0.0835421915846952,"Ordobrevia nubifera","fda"
"39",41,0.874,0.714,0.472,0.9,0.814,0.257854819297791,"Ordobrevia nubifera","fda"
"40",42,0.876,0.686,0.406,1,0.686,0.241003409028053,"Ordobrevia nubifera","fda"
"41",43,0.723,0.623,0.193,1,0.623,0.114898905158043,"Ordobrevia nubifera","43"
"42",44,0.853,0.653,0.314,1,0.653,0.181798115372658,"Ordobrevia nubifera","44"
"43",45,0.879,0.665,0.402,0.875,0.79,0.228725105524063,"Ordobrevia nubifera","45"
"44",46,0.91,0.814,0.544,1,0.814,0.305712521076202,"Ordobrevia nubifera","46"
"45",47,0.845,0.587,0.568,0.667,0.921,0.33978483080864,"Ordobrevia nubifera","47"
"46",48,0.861,0.699,0.314,1,0.699,0.171748891472816,"Ordobrevia nubifera","48"
"47",49,0.339,0.192,0.045,1,0.192,-0.496009886264801,"Ordobrevia nubifera","49"
"48",50,0.912,0.735,0.341,1,0.735,0.157366350293159,"Ordobrevia nubifera","50"
