"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.758,0.516,0.569,0.562,0.953,1,"Optioservus","glm"
"2",2,0.772,0.543,0.557,0.652,0.891,1,"Optioservus","glm"
"3",3,0.667,0.335,0.394,0.385,0.95,1,"Optioservus","glm"
"4",4,0.641,0.281,0.356,0.312,0.969,1,"Optioservus","glm"
"5",5,0.604,0.208,0.265,0.208,1,1,"Optioservus","glm"
"6",6,0.835,0.671,0.596,0.769,0.901,1,"Optioservus","glm"
"7",7,0.668,0.337,0.358,0.444,0.892,1,"Optioservus","glm"
"8",8,0.719,0.438,0.519,0.455,0.983,1,"Optioservus","glm"
"9",9,0.789,0.579,0.675,0.579,1,1,"Optioservus","glm"
"10",10,0.57,0.139,0.202,0.154,0.985,1,"Optioservus","glm"
"11",11,0.936,0.766,0.566,1,0.766,0.2,"Optioservus","tree"
"12",12,0.948,0.727,0.611,1,0.727,0.333333333333333,"Optioservus","tree"
"13",13,0.976,0.9,0.762,1,0.9,0.4,"Optioservus","tree"
"14",14,0.973,0.812,0.634,1,0.812,0.222222222222222,"Optioservus","tree"
"15",15,0.978,0.843,0.798,0.958,0.885,0.5,"Optioservus","tree"
"16",16,0.978,0.887,0.709,1,0.887,0.25,"Optioservus","tree"
"17",17,0.955,0.76,0.622,0.944,0.815,0.285714285714286,"Optioservus","tree"
"18",18,0.981,0.932,0.882,1,0.932,0.75,"Optioservus","tree"
"19",19,0.967,0.846,0.776,0.947,0.898,0.6,"Optioservus","tree"
"20",20,0.984,0.882,0.707,1,0.882,0.2,"Optioservus","tree"
"21",21,0.97,0.859,0.71,1,0.859,0.20606894878934,"Optioservus","brt"
"22",22,0.982,0.866,0.824,0.957,0.909,0.31415075711572,"Optioservus","brt"
"23",23,0.977,0.867,0.698,1,0.867,0.20930529344504,"Optioservus","brt"
"24",24,0.958,0.781,0.714,0.875,0.906,0.251251179411111,"Optioservus","brt"
"25",25,0.95,0.779,0.762,0.875,0.904,0.361892153518085,"Optioservus","brt"
"26",26,0.97,0.867,0.792,0.923,0.944,0.195610288169831,"Optioservus","brt"
"27",27,0.977,0.868,0.803,0.944,0.923,0.261897453228864,"Optioservus","brt"
"28",28,0.951,0.814,0.703,1,0.814,0.27159812556465,"Optioservus","brt"
"29",29,0.965,0.844,0.829,0.895,0.949,0.272056038982725,"Optioservus","brt"
"30",30,0.977,0.85,0.756,0.923,0.926,0.243835680442981,"Optioservus","brt"
"31",31,0.855,0.625,0.471,0.875,0.75,0.17165804293719,"Optioservus","fda"
"32",32,0.868,0.644,0.599,0.826,0.818,0.247555634652373,"Optioservus","fda"
"33",33,0.808,0.583,0.333,1,0.583,0.111522563681535,"Optioservus","fda"
"34",34,0.805,0.453,0.309,0.812,0.641,0.109516474448247,"Optioservus","fda"
"35",35,0.903,0.721,0.683,0.875,0.846,0.420873615913014,"Optioservus","fda"
"36",36,0.888,0.677,0.515,0.846,0.831,0.0708717105689741,"Optioservus","fda"
"37",37,0.809,0.514,0.333,0.944,0.569,0.192095622074963,"Optioservus","fda"
"38",38,0.842,0.581,0.508,0.818,0.763,0.179869836324956,"Optioservus","fda"
"39",39,0.897,0.65,0.7,0.684,0.966,0.184745548724249,"Optioservus","fda"
"40",40,0.814,0.614,0.379,0.923,0.691,0.215412815190533,"Optioservus","fda"
"41",41,0.865,0.641,0.539,0.812,0.828,0.267117023468018,"Optioservus","rbf"
"42",42,0.874,0.651,0.585,0.87,0.782,0.302277892827988,"Optioservus","rbf"
"43",43,0.759,0.533,0.289,1,0.533,0.154399991035461,"Optioservus","rbf"
"44",44,0.858,0.625,0.432,0.938,0.688,0.220423728227615,"Optioservus","rbf"
"45",45,0.853,0.561,0.52,0.792,0.769,0.448644757270813,"Optioservus","rbf"
"46",46,0.904,0.713,0.691,0.769,0.944,0.243143379688263,"Optioservus","rbf"
"47",47,0.738,0.412,0.26,0.889,0.523,0.232483953237534,"Optioservus","rbf"
"48",48,0.804,0.508,0.36,1,0.508,0.24501696228981,"Optioservus","rbf"
"49",49,0.863,0.633,0.669,0.684,0.949,0.330065548419952,"Optioservus","rbf"
"50",50,0.881,0.717,0.511,0.923,0.794,0.257044076919556,"Optioservus","rbf"
