"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.904,0.807,0.843,0.984,0.824,1,"Baetis","glm"
"2",2,0.911,0.659,0.659,0.909,0.75,0.739694401640324,"Baetis","glm"
"3",3,0.863,0.725,0.725,0.956,0.769,1,"Baetis","glm"
"4",4,0.917,0.781,0.721,0.924,0.857,0.761147579439409,"Baetis","glm"
"5",5,0.937,0.772,0.816,0.983,0.789,0.704864609678822,"Baetis","glm"
"6",6,0.825,0.547,0.56,0.922,0.625,0.744702179291555,"Baetis","glm"
"7",7,0.904,0.753,0.715,0.883,0.87,0.787283532789493,"Baetis","glm"
"8",8,0.932,0.739,0.564,0.806,0.933,0.867429614939056,"Baetis","glm"
"9",9,0.817,0.718,0.734,0.953,0.765,0.6676550113721,"Baetis","glm"
"10",10,0.702,0.405,0.494,0.984,0.421,1,"Baetis","glm"
"11",11,0.907,0.715,0.56,0.774,0.941,0.979591836734694,"Baetis","tree"
"12",12,0.971,0.823,0.751,0.873,0.95,0.8,"Baetis","tree"
"13",13,0.992,0.941,0.837,0.941,1,1,"Baetis","tree"
"14",14,0.949,0.818,0.612,0.818,1,1,"Baetis","tree"
"15",15,0.927,0.689,0.552,0.741,0.947,0.8,"Baetis","tree"
"16",16,0.937,0.703,0.529,0.766,0.938,0.857142857142857,"Baetis","tree"
"17",17,0.963,0.763,0.698,0.85,0.913,0.8,"Baetis","tree"
"18",18,0.952,0.784,0.636,0.851,0.933,0.916666666666667,"Baetis","tree"
"19",19,0.959,0.816,0.709,0.875,0.941,0.923076923076923,"Baetis","tree"
"20",20,0.962,0.796,0.743,0.902,0.895,0.8,"Baetis","tree"
"21",21,0.932,0.732,0.765,0.968,0.765,0.748761849079522,"Baetis","brt"
"22",22,0.952,0.823,0.751,0.873,0.95,0.698310456060821,"Baetis","brt"
"23",23,0.968,0.882,0.707,0.882,1,0.82369952957394,"Baetis","brt"
"24",24,0.96,0.792,0.647,0.864,0.929,0.821819123743191,"Baetis","brt"
"25",25,0.956,0.81,0.678,0.81,1,0.775616236976179,"Baetis","brt"
"26",26,0.93,0.766,0.62,0.828,0.938,0.804484360978493,"Baetis","brt"
"27",27,0.938,0.793,0.815,0.967,0.826,0.657681569208413,"Baetis","brt"
"28",28,0.935,0.739,0.564,0.806,0.933,0.817455616967562,"Baetis","brt"
"29",29,0.915,0.676,0.502,0.734,0.941,0.83688663686097,"Baetis","brt"
"30",30,0.964,0.846,0.831,0.951,0.895,0.700721802038204,"Baetis","brt"
"31",31,0.896,0.807,0.843,0.984,0.824,0.728789411565105,"Baetis","fda"
"32",32,0.892,0.641,0.631,0.891,0.75,0.866331607998528,"Baetis","fda"
"33",33,0.937,0.773,0.707,0.926,0.846,0.947779880066447,"Baetis","fda"
"34",34,0.898,0.665,0.583,0.879,0.786,0.964478664663744,"Baetis","fda"
"35",35,0.891,0.685,0.71,0.948,0.737,0.851395165615289,"Baetis","fda"
"36",36,0.832,0.578,0.413,0.703,0.875,0.921436395560838,"Baetis","fda"
"37",37,0.87,0.703,0.643,0.833,0.87,0.910815685502968,"Baetis","fda"
"38",38,0.893,0.667,0.766,1,0.667,0.751430756892341,"Baetis","fda"
"39",39,0.807,0.733,0.767,0.969,0.765,0.511561685706674,"Baetis","fda"
"40",40,0.845,0.684,0.768,1,0.684,0.376360555672557,"Baetis","fda"
"41",41,0.894,0.732,0.765,0.968,0.765,0.681150674819946,"Baetis","rbf"
"42",42,0.939,0.764,0.633,0.764,1,0.792373657226562,"Baetis","rbf"
"43",43,0.934,0.817,0.817,0.971,0.846,0.637984931468964,"Baetis","rbf"
"44",44,0.929,0.697,0.446,0.697,1,0.874684751033783,"Baetis","rbf"
"45",45,0.895,0.669,0.635,0.879,0.789,0.683427810668945,"Baetis","rbf"
"46",46,0.85,0.641,0.491,0.766,0.875,0.78719824552536,"Baetis","rbf"
"47",47,0.887,0.68,0.586,0.767,0.913,0.761638343334198,"Baetis","rbf"
"48",48,0.897,0.636,0.527,0.836,0.8,0.835970759391785,"Baetis","rbf"
"49",49,0.839,0.671,0.643,0.906,0.765,0.592008352279663,"Baetis","rbf"
"50",50,0.925,0.796,0.743,0.902,0.895,0.722887754440308,"Baetis","rbf"
