"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.587,0.174,0.214,0.2,0.974,1,"Helicopsyche","glm"
"2",2,0.543,0.086,0.131,0.1,0.986,1,"Helicopsyche","glm"
"3",3,0.872,0.663,0.182,1,0.663,0.0447088383171558,"Helicopsyche","glm"
"4",4,0.563,0.126,0.176,0.154,0.972,1,"Helicopsyche","glm"
"5",5,0.667,0.333,0.481,0.333,1,1,"Helicopsyche","glm"
"6",6,0.7,0.4,0.458,0.429,0.971,1,"Helicopsyche","glm"
"7",7,0.479,-0.043,-0.062,0,0.957,1,"Helicopsyche","glm"
"8",8,0.571,0.143,0.233,0.143,1,1,"Helicopsyche","glm"
"9",9,0.687,0.374,0.413,0.4,0.974,1,"Helicopsyche","glm"
"10",10,1,1,1,1,1,0.999999998871967,"Helicopsyche","glm"
"11",11,0.994,0.987,0.903,1,0.987,0.833333333333333,"Helicopsyche","tree"
"12",12,0.971,0.889,0.661,1,0.889,0.2,"Helicopsyche","tree"
"13",13,0.94,0.831,0.359,1,0.831,0.142857142857143,"Helicopsyche","tree"
"14",14,0.981,0.875,0.682,1,0.875,0.2,"Helicopsyche","tree"
"15",15,0.957,0.905,0.589,1,0.905,0.4,"Helicopsyche","tree"
"16",16,0.942,0.826,0.467,1,0.826,0.2,"Helicopsyche","tree"
"17",17,0.965,0.857,0.62,1,0.857,0.2,"Helicopsyche","tree"
"18",18,0.973,0.943,0.75,1,0.943,0.6,"Helicopsyche","tree"
"19",19,0.96,0.857,0.423,1,0.857,0.166666666666667,"Helicopsyche","tree"
"20",20,0.946,0.873,0.399,1,0.873,0.2,"Helicopsyche","tree"
"21",21,0.997,0.987,0.903,1,0.987,0.145740054521641,"Helicopsyche","brt"
"22",22,0.951,0.833,0.549,1,0.833,0.176237913645924,"Helicopsyche","brt"
"23",23,0.993,0.964,0.752,1,0.964,0.104412693898922,"Helicopsyche","brt"
"24",24,0.94,0.735,0.618,0.846,0.889,0.216564761256532,"Helicopsyche","brt"
"25",25,0.986,0.919,0.63,1,0.919,0.122050865897138,"Helicopsyche","brt"
"26",26,0.954,0.855,0.521,1,0.855,0.116153811860314,"Helicopsyche","brt"
"27",27,0.96,0.829,0.568,1,0.829,0.14712703134106,"Helicopsyche","brt"
"28",28,0.941,0.814,0.444,1,0.814,0.121705610996321,"Helicopsyche","brt"
"29",29,0.958,0.896,0.513,1,0.896,0.0903954386100487,"Helicopsyche","brt"
"30",30,1,1,1,1,1,0.111734987252494,"Helicopsyche","brt"
"31",31,0.919,0.857,0.423,1,0.857,0.0267126151260542,"Helicopsyche","fda"
"32",32,0.818,0.622,0.342,0.9,0.722,0.1237514718795,"Helicopsyche","fda"
"33",33,0.706,0.39,0.095,0.8,0.59,0.0187946612131225,"Helicopsyche","fda"
"34",34,0.708,0.457,0.251,0.846,0.611,0.184622690513151,"Helicopsyche","fda"
"35",35,0.777,0.5,0.649,0.5,1,0.433316833733957,"Helicopsyche","fda"
"36",36,0.853,0.582,0.27,0.857,0.725,0.0095563255611978,"Helicopsyche","fda"
"37",37,0.727,0.586,0.277,1,0.586,0.171801746258106,"Helicopsyche","fda"
"38",38,0.737,0.543,0.178,1,0.543,0.0829269349866321,"Helicopsyche","fda"
"39",39,0.906,0.857,0.423,1,0.857,0.0842211423215546,"Helicopsyche","fda"
"40",40,0.905,0.797,0.275,1,0.797,0.00140989742743097,"Helicopsyche","fda"
"41",41,0.971,0.935,0.637,1,0.935,0.148720532655716,"Helicopsyche","rbf"
"42",42,0.826,0.611,0.277,1,0.611,0.169385850429535,"Helicopsyche","rbf"
"43",43,0.716,0.4,0.557,0.4,1,0.265723258256912,"Helicopsyche","rbf"
"44",44,0.804,0.583,0.3,1,0.583,0.198451414704323,"Helicopsyche","rbf"
"45",45,0.894,0.766,0.586,0.833,0.932,0.215459138154984,"Helicopsyche","rbf"
"46",46,0.828,0.571,0.708,0.571,1,0.352445662021637,"Helicopsyche","rbf"
"47",47,0.764,0.543,0.244,1,0.543,0.200492709875107,"Helicopsyche","rbf"
"48",48,0.808,0.586,0.404,0.714,0.871,0.140442848205566,"Helicopsyche","rbf"
"49",49,0.805,0.727,0.245,1,0.727,0.126716330647469,"Helicopsyche","rbf"
"50",50,0.924,0.785,0.26,1,0.785,0.120040476322174,"Helicopsyche","rbf"
