"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.82,0.57,0.517,0.903,0.667,0.38366721492779,"Dasyhelea","glm"
"2",2,0.933,0.713,0.714,0.789,0.923,0.610074696158856,"Dasyhelea","glm"
"3",3,0.827,0.524,0.524,0.762,0.762,0.48123622514538,"Dasyhelea","glm"
"4",4,0.843,0.586,0.579,0.811,0.776,0.545076764273863,"Dasyhelea","glm"
"5",5,0.766,0.514,0.502,0.806,0.708,0.520388493613003,"Dasyhelea","glm"
"6",6,0.88,0.644,0.66,0.727,0.917,0.462773678896445,"Dasyhelea","glm"
"7",7,0.905,0.679,0.681,0.75,0.929,0.525818238004582,"Dasyhelea","glm"
"8",8,0.854,0.592,0.599,0.722,0.87,0.536331461133814,"Dasyhelea","glm"
"9",9,0.791,0.474,0.44,0.886,0.588,0.404610880263027,"Dasyhelea","glm"
"10",10,0.635,0.27,0.287,0.27,1,1,"Dasyhelea","glm"
"11",11,0.958,0.792,0.776,0.903,0.889,0.5,"Dasyhelea","tree"
"12",12,0.959,0.739,0.74,0.816,0.923,0.666666666666667,"Dasyhelea","tree"
"13",13,0.931,0.69,0.69,0.81,0.881,0.666666666666667,"Dasyhelea","tree"
"14",14,0.914,0.667,0.652,0.892,0.776,0.5,"Dasyhelea","tree"
"15",15,0.948,0.75,0.755,0.833,0.917,0.714285714285714,"Dasyhelea","tree"
"16",16,0.944,0.773,0.751,0.939,0.833,0.5,"Dasyhelea","tree"
"17",17,0.946,0.806,0.805,0.925,0.881,0.714285714285714,"Dasyhelea","tree"
"18",18,0.968,0.796,0.801,0.861,0.935,0.6,"Dasyhelea","tree"
"19",19,0.964,0.775,0.745,0.971,0.804,0.428571428571429,"Dasyhelea","tree"
"20",20,0.945,0.747,0.75,0.838,0.909,0.6,"Dasyhelea","tree"
"21",21,0.93,0.718,0.685,0.903,0.815,0.371813183369598,"Dasyhelea","brt"
"22",22,0.945,0.794,0.792,0.947,0.846,0.499854844070285,"Dasyhelea","brt"
"23",23,0.908,0.762,0.762,0.833,0.929,0.503345182985955,"Dasyhelea","brt"
"24",24,0.904,0.749,0.742,0.892,0.857,0.428122034811196,"Dasyhelea","brt"
"25",25,0.863,0.611,0.626,0.694,0.917,0.490835791614205,"Dasyhelea","brt"
"26",26,0.92,0.742,0.725,0.909,0.833,0.425143533359283,"Dasyhelea","brt"
"27",27,0.924,0.732,0.732,0.875,0.857,0.488877144542636,"Dasyhelea","brt"
"28",28,0.921,0.802,0.802,0.889,0.913,0.472346615381592,"Dasyhelea","brt"
"29",29,0.936,0.747,0.721,0.943,0.804,0.367459795553992,"Dasyhelea","brt"
"30",30,0.87,0.589,0.597,0.703,0.886,0.491828123848703,"Dasyhelea","brt"
"31",31,0.764,0.464,0.413,0.871,0.593,0.334850751367226,"Dasyhelea","fda"
"32",32,0.834,0.553,0.556,0.579,0.974,0.54894080179556,"Dasyhelea","fda"
"33",33,0.778,0.405,0.405,0.976,0.429,0.379010879445472,"Dasyhelea","fda"
"34",34,0.808,0.512,0.507,0.757,0.755,0.528779007973252,"Dasyhelea","fda"
"35",35,0.763,0.507,0.487,0.861,0.646,0.49955052577458,"Dasyhelea","fda"
"36",36,0.839,0.521,0.531,0.667,0.854,0.368757727758394,"Dasyhelea","fda"
"37",37,0.86,0.605,0.608,0.7,0.905,0.485215661302271,"Dasyhelea","fda"
"38",38,0.837,0.616,0.609,0.833,0.783,0.380387645804735,"Dasyhelea","fda"
"39",39,0.742,0.369,0.345,0.8,0.569,0.419439347378014,"Dasyhelea","fda"
"40",40,0.81,0.555,0.54,0.919,0.636,0.507725322415978,"Dasyhelea","fda"
"41",41,0.468,0.082,0.087,0.323,0.759,1.20543265342712,"Dasyhelea","rbf"
"42",42,0.834,0.532,0.532,0.737,0.795,0.488514065742493,"Dasyhelea","rbf"
"43",43,0.851,0.548,0.548,0.881,0.667,0.462493598461151,"Dasyhelea","rbf"
"44",44,0.776,0.478,0.478,0.703,0.776,0.568166255950928,"Dasyhelea","rbf"
"45",45,0.753,0.493,0.48,0.806,0.688,0.499300062656403,"Dasyhelea","rbf"
"46",46,0.883,0.61,0.599,0.818,0.792,0.378643155097961,"Dasyhelea","rbf"
"47",47,0.829,0.556,0.559,0.675,0.881,0.591218948364258,"Dasyhelea","rbf"
"48",48,0.822,0.542,0.549,0.694,0.848,0.428418040275574,"Dasyhelea","rbf"
"49",49,0.78,0.465,0.436,0.857,0.608,0.445140719413757,"Dasyhelea","rbf"
"50",50,0.791,0.524,0.513,0.865,0.659,0.508731305599213,"Dasyhelea","rbf"
