"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.724,0.449,0.253,0.857,0.592,1,"Tvetenia","glm"
"2",2,0.556,0.112,0.112,0.25,0.862,1,"Tvetenia","glm"
"3",6,0.895,0.79,0.627,0.857,0.932,1,"Tvetenia","glm"
"4",7,0.513,0.025,0.033,0.083,0.942,1,"Tvetenia","glm"
"5",8,0.693,0.386,0.49,0.4,0.986,1,"Tvetenia","glm"
"6",10,0.612,0.224,0.255,0.25,0.974,1,"Tvetenia","glm"
"7",11,0.967,0.817,0.595,1,0.817,0.2,"Tvetenia","glm"
"8",12,0.962,0.778,0.612,0.917,0.862,0.166666666666667,"Tvetenia","glm"
"9",13,0.962,0.845,0.594,1,0.845,0.222222222222222,"Tvetenia","glm"
"10",14,0.969,0.889,0.615,1,0.889,0.285714285714286,"Tvetenia","glm"
"11",15,0.972,0.853,0.576,1,0.853,0.2,"Tvetenia","tree"
"12",16,0.966,0.851,0.497,1,0.851,0.166666666666667,"Tvetenia","tree"
"13",17,0.963,0.884,0.693,1,0.884,0.4,"Tvetenia","tree"
"14",18,0.988,0.899,0.692,1,0.899,0.2,"Tvetenia","tree"
"15",19,0.947,0.803,0.422,1,0.803,0.125,"Tvetenia","tree"
"16",20,0.955,0.897,0.461,1,0.897,0.285714285714286,"Tvetenia","tree"
"17",21,0.949,0.787,0.724,0.857,0.93,0.202890768357615,"Tvetenia","tree"
"18",22,0.962,0.846,0.632,1,0.846,0.181103962937428,"Tvetenia","tree"
"19",23,0.945,0.839,0.727,0.909,0.93,0.2158676095572,"Tvetenia","tree"
"20",24,0.973,0.852,0.535,1,0.852,0.149468178515041,"Tvetenia","tree"
"21",25,0.977,0.897,0.671,1,0.897,0.145436427234753,"Tvetenia","brt"
"22",26,0.986,0.932,0.705,1,0.932,0.163392122138943,"Tvetenia","brt"
"23",27,0.963,0.87,0.664,1,0.87,0.161374764132126,"Tvetenia","brt"
"24",28,0.987,0.957,0.848,1,0.957,0.264119399884161,"Tvetenia","brt"
"25",29,0.98,0.887,0.586,1,0.887,0.121820699867541,"Tvetenia","brt"
"26",30,0.994,0.974,0.788,1,0.974,0.0942246884397341,"Tvetenia","brt"
"27",31,0.79,0.606,0.336,1,0.606,0.154892023079068,"Tvetenia","brt"
"28",32,0.885,0.704,0.704,0.75,0.954,0.148673193688596,"Tvetenia","brt"
"29",33,0.776,0.718,0.406,1,0.718,0.188926617010586,"Tvetenia","brt"
"30",34,0.805,0.63,0.317,0.889,0.741,0.115801646503643,"Tvetenia","brt"
"31",35,0.779,0.662,0.314,1,0.662,0.183045913868996,"Tvetenia","fda"
"32",36,0.876,0.681,0.384,0.857,0.824,0.106654446928201,"Tvetenia","fda"
"33",37,0.849,0.692,0.669,0.75,0.942,0.184103431772811,"Tvetenia","fda"
"34",38,0.929,0.77,0.573,0.9,0.87,0.0731921021038374,"Tvetenia","fda"
"35",39,0.907,0.831,0.469,1,0.831,0.119532580631494,"Tvetenia","fda"
"36",40,0.804,0.551,0.107,1,0.551,0.051141861597431,"Tvetenia","fda"
"37",41,0.818,0.577,0.31,1,0.577,0.214664563536644,"Tvetenia","fda"
"38",42,0.595,0.277,0.107,1,0.277,-0.0802868604660034,"Tvetenia","fda"
"39",43,0.905,0.732,0.423,1,0.732,0.26403820514679,"Tvetenia","fda"
"40",44,0.811,0.568,0.208,1,0.568,0.143775403499603,"Tvetenia","fda"
"41",45,0.91,0.704,0.615,0.778,0.926,0.232192873954773,"Tvetenia","45"
"42",46,0.865,0.681,0.384,0.857,0.824,0.170790284872055,"Tvetenia","46"
"43",47,0.809,0.609,0.609,0.667,0.942,0.683851718902588,"Tvetenia","47"
"44",48,0.867,0.667,0.336,1,0.667,0.176472067832947,"Tvetenia","48"
"45",49,0.905,0.746,0.346,1,0.746,0.167794436216354,"Tvetenia","49"
"46",50,0.862,0.782,0.259,1,0.782,0.101308241486549,"Tvetenia","50"
