"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.81,0.62,0.575,0.846,0.774,1,"Torrenticola","glm"
"2",2,0.777,0.554,0.482,0.966,0.588,1,"Torrenticola","glm"
"3",3,0.674,0.347,0.385,0.44,0.907,1,"Torrenticola","glm"
"4",4,0.728,0.456,0.375,0.885,0.571,1,"Torrenticola","glm"
"5",5,0.65,0.299,0.381,0.316,0.983,1,"Torrenticola","glm"
"6",6,0.761,0.522,0.442,0.964,0.558,1,"Torrenticola","glm"
"7",7,0.819,0.638,0.507,0.955,0.683,1,"Torrenticola","glm"
"8",8,0.835,0.67,0.541,0.947,0.722,1,"Torrenticola","glm"
"9",9,0.82,0.64,0.5,0.95,0.69,1,"Torrenticola","glm"
"10",10,0.814,0.629,0.649,0.7,0.929,1,"Torrenticola","glm"
"11",11,0.978,0.848,0.809,0.962,0.887,0.5,"Torrenticola","tree"
"12",12,0.983,0.833,0.815,0.931,0.902,0.428571428571429,"Torrenticola","tree"
"13",13,0.965,0.852,0.784,1,0.852,0.571428571428571,"Torrenticola","tree"
"14",14,0.974,0.804,0.722,1,0.804,0.333333333333333,"Torrenticola","tree"
"15",15,0.971,0.85,0.732,1,0.85,0.333333333333333,"Torrenticola","tree"
"16",16,0.978,0.799,0.806,0.857,0.942,0.5,"Torrenticola","tree"
"17",17,0.963,0.792,0.739,0.909,0.883,0.4,"Torrenticola","tree"
"18",18,0.966,0.784,0.734,0.895,0.889,0.4,"Torrenticola","tree"
"19",19,0.972,0.798,0.798,0.85,0.948,0.625,"Torrenticola","tree"
"20",20,0.984,0.861,0.809,0.95,0.911,0.4,"Torrenticola","tree"
"21",21,0.965,0.81,0.779,0.923,0.887,0.338332257190132,"Torrenticola","brt"
"22",22,0.978,0.892,0.892,0.931,0.961,0.425961502893473,"Torrenticola","brt"
"23",23,0.964,0.87,0.81,1,0.87,0.317476842533744,"Torrenticola","brt"
"24",24,0.942,0.772,0.797,0.808,0.964,0.431801599113195,"Torrenticola","brt"
"25",25,0.959,0.867,0.758,1,0.867,0.258734567364956,"Torrenticola","brt"
"26",26,0.966,0.89,0.89,0.929,0.962,0.441187337861208,"Torrenticola","brt"
"27",27,0.959,0.826,0.792,0.909,0.917,0.382199327642726,"Torrenticola","brt"
"28",28,0.939,0.768,0.755,0.842,0.926,0.408726485518292,"Torrenticola","brt"
"29",29,0.965,0.879,0.789,1,0.879,0.283623357169376,"Torrenticola","brt"
"30",30,0.975,0.829,0.803,0.9,0.929,0.39362591455658,"Torrenticola","brt"
"31",31,0.864,0.679,0.582,1,0.679,0.421487133847554,"Torrenticola","fda"
"32",32,0.896,0.686,0.661,0.862,0.824,0.534119122292135,"Torrenticola","fda"
"33",33,0.961,0.821,0.849,0.84,0.981,0.601880325542731,"Torrenticola","fda"
"34",34,0.853,0.624,0.63,0.731,0.893,0.524066722777609,"Torrenticola","fda"
"35",35,0.907,0.747,0.624,0.947,0.8,0.358935500675146,"Torrenticola","fda"
"36",36,0.893,0.698,0.645,0.929,0.769,0.477830778869444,"Torrenticola","fda"
"37",37,0.881,0.776,0.714,0.909,0.867,0.455327708999989,"Torrenticola","fda"
"38",38,0.927,0.715,0.715,0.789,0.926,0.529296804012097,"Torrenticola","fda"
"39",39,0.939,0.797,0.748,0.9,0.897,0.473512294775964,"Torrenticola","fda"
"40",40,0.938,0.821,0.708,1,0.821,0.334563180870549,"Torrenticola","fda"
"41",41,0.898,0.697,0.619,0.962,0.736,0.468058466911316,"Torrenticola","rbf"
"42",42,0.887,0.636,0.627,0.793,0.843,0.535842776298523,"Torrenticola","rbf"
"43",43,0.95,0.812,0.755,0.96,0.852,0.496020287275314,"Torrenticola","rbf"
"44",44,0.881,0.647,0.621,0.808,0.839,0.492947071790695,"Torrenticola","rbf"
"45",45,0.878,0.598,0.657,0.632,0.967,0.401142597198486,"Torrenticola","rbf"
"46",46,0.833,0.615,0.615,0.75,0.865,0.552779197692871,"Torrenticola","rbf"
"47",47,0.914,0.752,0.752,0.818,0.933,0.524454355239868,"Torrenticola","rbf"
"48",48,0.89,0.694,0.639,0.842,0.852,0.428146809339523,"Torrenticola","rbf"
"49",49,0.93,0.797,0.748,0.9,0.897,0.448899865150452,"Torrenticola","rbf"
"50",50,0.959,0.861,0.809,0.95,0.911,0.547901332378387,"Torrenticola","rbf"
