"","modelID","AUC","TSS","Kappa","sensitivity","specificity","threshold","taxa","model"
"1",1,0.887,0.774,0.59,0.917,0.857,1,"Diphetor hageni","glm"
"2",2,0.55,0.1,0.161,0.1,1,1,"Diphetor hageni","glm"
"3",3,0.852,0.705,0.51,1,0.705,1,"Diphetor hageni","glm"
"4",4,0.733,0.467,0.289,0.867,0.6,1,"Diphetor hageni","glm"
"5",5,0.632,0.265,0.326,0.308,0.957,1,"Diphetor hageni","glm"
"6",6,0.583,0.167,0.254,0.167,1,1,"Diphetor hageni","glm"
"7",7,0.607,0.214,0.305,0.214,1,1,"Diphetor hageni","glm"
"8",8,0.538,0.077,0.121,0.077,1,1,"Diphetor hageni","glm"
"9",9,0.654,0.308,0.426,0.308,1,1,"Diphetor hageni","glm"
"10",10,0.606,0.211,0.249,0.273,0.938,1,"Diphetor hageni","glm"
"11",11,0.969,0.843,0.611,1,0.843,0.2,"Diphetor hageni","tree"
"12",12,0.988,0.892,0.688,1,0.892,0.2,"Diphetor hageni","tree"
"13",13,0.978,0.885,0.771,1,0.885,0.4,"Diphetor hageni","tree"
"14",14,0.975,0.81,0.687,0.933,0.877,0.2,"Diphetor hageni","tree"
"15",15,0.991,0.9,0.738,1,0.9,0.2,"Diphetor hageni","tree"
"16",16,0.97,0.928,0.791,1,0.928,0.625,"Diphetor hageni","tree"
"17",17,0.987,0.877,0.832,0.929,0.948,0.4,"Diphetor hageni","tree"
"18",18,0.985,0.889,0.732,1,0.889,0.285714285714286,"Diphetor hageni","tree"
"19",19,0.997,0.955,0.874,1,0.955,0.4,"Diphetor hageni","tree"
"20",20,0.983,0.863,0.802,0.909,0.954,0.571428571428571,"Diphetor hageni","tree"
"21",21,0.969,0.871,0.665,1,0.871,0.222241512760223,"Diphetor hageni","brt"
"22",22,0.971,0.869,0.834,0.9,0.969,0.286213088684499,"Diphetor hageni","brt"
"23",23,0.965,0.852,0.716,1,0.852,0.256081336050431,"Diphetor hageni","brt"
"24",24,0.971,0.862,0.7,1,0.862,0.24330684951704,"Diphetor hageni","brt"
"25",25,0.996,0.971,0.914,1,0.971,0.227130130887897,"Diphetor hageni","brt"
"26",26,0.977,0.899,0.724,1,0.899,0.199898799846871,"Diphetor hageni","brt"
"27",27,0.945,0.756,0.608,0.929,0.828,0.246703961955055,"Diphetor hageni","brt"
"28",28,0.987,0.923,0.952,0.923,1,0.282054559380852,"Diphetor hageni","brt"
"29",29,0.962,0.924,0.801,1,0.924,0.232724859632418,"Diphetor hageni","brt"
"30",30,0.965,0.803,0.834,0.818,0.985,0.274605648282569,"Diphetor hageni","brt"
"31",31,0.871,0.657,0.359,1,0.657,0.150840639273875,"Diphetor hageni","fda"
"32",32,0.76,0.631,0.313,1,0.631,0.180964643776594,"Diphetor hageni","fda"
"33",33,0.857,0.689,0.491,1,0.689,0.230956099511768,"Diphetor hageni","fda"
"34",34,0.855,0.651,0.498,0.867,0.785,0.225199073734293,"Diphetor hageni","fda"
"35",35,0.847,0.6,0.32,1,0.6,0.113047776511524,"Diphetor hageni","fda"
"36",36,0.873,0.717,0.595,0.833,0.884,0.177022396105252,"Diphetor hageni","fda"
"37",37,0.829,0.638,0.407,1,0.638,0.204329407801965,"Diphetor hageni","fda"
"38",38,0.838,0.619,0.357,1,0.619,0.200151361137736,"Diphetor hageni","fda"
"39",39,0.794,0.561,0.296,1,0.561,0.0983458859924981,"Diphetor hageni","fda"
"40",40,0.841,0.587,0.394,0.818,0.769,0.0756758232136052,"Diphetor hageni","fda"
"41",41,0.88,0.66,0.416,0.917,0.743,0.265413284301758,"Diphetor hageni","rbf"
"42",42,0.842,0.662,0.343,1,0.662,0.204874187707901,"Diphetor hageni","rbf"
"43",43,0.851,0.63,0.456,0.941,0.689,0.317848920822144,"Diphetor hageni","rbf"
"44",44,0.885,0.713,0.591,0.867,0.846,0.328737795352936,"Diphetor hageni","rbf"
"45",45,0.723,0.473,0.409,0.615,0.857,0.236524641513824,"Diphetor hageni","rbf"
"46",46,0.777,0.536,0.255,1,0.536,0.187842696905136,"Diphetor hageni","rbf"
"47",47,0.798,0.621,0.389,1,0.621,0.273307263851166,"Diphetor hageni","rbf"
"48",48,0.921,0.722,0.722,0.769,0.952,0.301289260387421,"Diphetor hageni","rbf"
"49",49,0.825,0.591,0.322,1,0.591,0.195720821619034,"Diphetor hageni","rbf"
"50",50,0.85,0.662,0.361,1,0.662,0.18960890173912,"Diphetor hageni","rbf"
